Gene ID,Symbol,Protein,Cell Line,ID Set
HSALNG0129180,LINC00261,SF3A3,HepG2,NONHSAG031452.2;ENSG00000259974.3;NR_001558;HSALNG0129180
HSALNG0129180,LINC00261,FUS,HepG2,NONHSAG031452.2;ENSG00000259974.3;NR_001558;HSALNG0129180
HSALNG0129223,-,HNRNPL,K562,NONHSAG031475.2;N/A;N/A;HSALNG0129223
HSALNG0129397,ZNF337-AS1,HNRNPM,HepG2,NONHSAG081451.2;ENSG00000213742.7;NR_126465;HSALNG0129397
HSALNG0129397,ZNF337-AS1,XPO5,HepG2,NONHSAG081451.2;ENSG00000213742.7;NR_126465;HSALNG0129397
HSALNG0129397,ZNF337-AS1,QKI,HepG2,NONHSAG081451.2;ENSG00000213742.7;NR_126465;HSALNG0129397
HSALNG0129401,-,U2AF2,HepG2,NONHSAG031537.3;ENSG00000226465.3;N/A;HSALNG0129401
HSALNG0129408,FAM182B,SLTM,K562,NONHSAG031540.2;ENSG00000175170.16;NR_026714;HSALNG0129408
HSALNG0129408,FAM182B,NONO,K562,NONHSAG031540.2;ENSG00000175170.16;NR_026714;HSALNG0129408
HSALNG0129408,FAM182B,YWHAG,K562,NONHSAG031540.2;ENSG00000175170.16;NR_026714;HSALNG0129408
HSALNG0129408,FAM182B,TARDBP,K562,NONHSAG031540.2;ENSG00000175170.16;NR_026714;HSALNG0129408
HSALNG0146929,-,TARDBP,K562,N/A;N/A;N/A;HSALNG0146929
HSALNG0146929,-,SLTM,K562,N/A;N/A;N/A;HSALNG0146929
HSALNG0146929,-,NONO,K562,N/A;N/A;N/A;HSALNG0146929
HSALNG0146929,-,YWHAG,K562,N/A;N/A;N/A;HSALNG0146929
HSALNG0129412,-,TARDBP,K562,NONHSAG031542.2;N/A;N/A;HSALNG0129412
HSALNG0129427,FAM182A,HNRNPL,HepG2,NONHSAG031551.3;ENSG00000125804.14;NR_026713;HSALNG0129427
HSALNG0129429,-,LIN28B,K562,N/A;N/A;N/A;HSALNG0129429
HSALNG0129429,-,NOLC1,HepG2,N/A;N/A;N/A;HSALNG0129429
HSALNG0129429,-,WDR43,K562,N/A;N/A;N/A;HSALNG0129429
HSALNG0129429,-,DDX21,K562,N/A;N/A;N/A;HSALNG0129429
HSALNG0129429,-,NIPBL,K562,N/A;N/A;N/A;HSALNG0129429
HSALNG0129429,-,UTP18,HepG2,N/A;N/A;N/A;HSALNG0129429
HSALNG0129429,-,UTP18,K562,N/A;N/A;N/A;HSALNG0129429
HSALNG0129429,-,WDR43,HepG2,N/A;N/A;N/A;HSALNG0129429
HSALNG0129429,-,AATF,K562,N/A;N/A;N/A;HSALNG0129429
HSALNG0129435,MIR663AHG,WDR43,K562,NONHSAG031557.3;ENSG00000227195.11;NR_040095;HSALNG0129435
HSALNG0129435,MIR663AHG,NOLC1,HepG2,NONHSAG031557.3;ENSG00000227195.11;NR_040095;HSALNG0129435
HSALNG0129435,MIR663AHG,DDX21,K562,NONHSAG031557.3;ENSG00000227195.11;NR_040095;HSALNG0129435
HSALNG0129435,MIR663AHG,UTP18,HepG2,NONHSAG031557.3;ENSG00000227195.11;NR_040095;HSALNG0129435
HSALNG0129435,MIR663AHG,UTP18,K562,NONHSAG031557.3;ENSG00000227195.11;NR_040095;HSALNG0129435
HSALNG0129435,MIR663AHG,WDR43,HepG2,NONHSAG031557.3;ENSG00000227195.11;NR_040095;HSALNG0129435
HSALNG0129435,MIR663AHG,NIPBL,K562,NONHSAG031557.3;ENSG00000227195.11;NR_040095;HSALNG0129435
HSALNG0129435,MIR663AHG,AATF,K562,NONHSAG031557.3;ENSG00000227195.11;NR_040095;HSALNG0129435
HSALNG0129435,MIR663AHG,LIN28B,K562,NONHSAG031557.3;ENSG00000227195.11;NR_040095;HSALNG0129435
HSALNG0129452,LINC01597,GEMIN5,K562,NONHSAG031563.3;ENSG00000205611.5;NR_145432;HSALNG0129452
HSALNG0129452,LINC01597,EIF4G2,K562,NONHSAG031563.3;ENSG00000205611.5;NR_145432;HSALNG0129452
HSALNG0129452,LINC01597,BUD13,K562,NONHSAG031563.3;ENSG00000205611.5;NR_145432;HSALNG0129452
HSALNG0129452,LINC01597,UCHL5,K562,NONHSAG031563.3;ENSG00000205611.5;NR_145432;HSALNG0129452
HSALNG0129452,LINC01597,EWSR1,K562,NONHSAG031563.3;ENSG00000205611.5;NR_145432;HSALNG0129452
HSALNG0129452,LINC01597,SLTM,K562,NONHSAG031563.3;ENSG00000205611.5;NR_145432;HSALNG0129452
HSALNG0129452,LINC01597,NONO,K562,NONHSAG031563.3;ENSG00000205611.5;NR_145432;HSALNG0129452
HSALNG0129452,LINC01597,YWHAG,K562,NONHSAG031563.3;ENSG00000205611.5;NR_145432;HSALNG0129452
HSALNG0129467,-,RBM15,K562,NONHSAG031565.3;N/A;N/A;HSALNG0129467
HSALNG0129467,-,BCLAF1,HepG2,NONHSAG031565.3;N/A;N/A;HSALNG0129467
HSALNG0146937,-,KHSRP,K562,N/A;N/A;N/A;HSALNG0146937
HSALNG0146937,-,GTF2F1,K562,N/A;N/A;N/A;HSALNG0146937
HSALNG0146937,-,ZNF622,K562,N/A;N/A;N/A;HSALNG0146937
HSALNG0146937,-,DDX42,K562,N/A;N/A;N/A;HSALNG0146937
HSALNG0146937,-,RBM15,K562,N/A;N/A;N/A;HSALNG0146937
HSALNG0146937,-,DROSHA,K562,N/A;N/A;N/A;HSALNG0146937
HSALNG0146937,-,FUS,K562,N/A;N/A;N/A;HSALNG0146937
HSALNG0146937,-,CSTF2T,K562,N/A;N/A;N/A;HSALNG0146937
HSALNG0146937,-,XRCC6,K562,N/A;N/A;N/A;HSALNG0146937
HSALNG0146822,-,CSTF2T,HepG2,N/A;ENSG00000236772.1;N/A;HSALNG0146822
HSALNG0129581,-,PRPF4,HepG2,NONHSAG031610.2;ENSG00000233293.1;N/A;HSALNG0129581
HSALNG0129581,-,HNRNPL,HepG2,NONHSAG031610.2;ENSG00000233293.1;N/A;HSALNG0129581
HSALNG0129581,-,NKRF,HepG2,NONHSAG031610.2;ENSG00000233293.1;N/A;HSALNG0129581
HSALNG0129581,-,CSTF2T,HepG2,NONHSAG031610.2;ENSG00000233293.1;N/A;HSALNG0129581
HSALNG0129581,-,FASTKD2,HepG2,NONHSAG031610.2;ENSG00000233293.1;N/A;HSALNG0129581
HSALNG0129582,NOL4L-DT,NKRF,HepG2,NONHSAG081469.1;ENSG00000204393.7;NR_034152;HSALNG0129582
HSALNG0129582,NOL4L-DT,CSTF2T,HepG2,NONHSAG081469.1;ENSG00000204393.7;NR_034152;HSALNG0129582
HSALNG0129582,NOL4L-DT,HNRNPL,HepG2,NONHSAG081469.1;ENSG00000204393.7;NR_034152;HSALNG0129582
HSALNG0129582,NOL4L-DT,FASTKD2,HepG2,NONHSAG081469.1;ENSG00000204393.7;NR_034152;HSALNG0129582
HSALNG0129600,-,FAM120A,K562,N/A;ENSG00000260257.2;N/A;HSALNG0129600
HSALNG0129600,-,SND1,K562,N/A;ENSG00000260257.2;N/A;HSALNG0129600
HSALNG0129704,-,ILF3,HepG2,NONHSAG031645.2;ENSG00000250917.1;N/A;HSALNG0129704
HSALNG0129704,-,HNRNPC,HepG2,NONHSAG031645.2;ENSG00000250917.1;N/A;HSALNG0129704
HSALNG0129704,-,PCBP2,HepG2,NONHSAG031645.2;ENSG00000250917.1;N/A;HSALNG0129704
HSALNG0129705,-,PCBP2,HepG2,N/A;N/A;N/A;HSALNG0129705
HSALNG0129764,-,TIA1,K562,NONHSAG031666.3;N/A;N/A;HSALNG0129764
HSALNG0129764,-,AKAP1,K562,NONHSAG031666.3;N/A;N/A;HSALNG0129764
HSALNG0129764,-,FAM120A,HepG2,NONHSAG031666.3;N/A;N/A;HSALNG0129764
HSALNG0129764,-,XRN2,HepG2,NONHSAG031666.3;N/A;N/A;HSALNG0129764
HSALNG0129764,-,EFTUD2,HepG2,NONHSAG031666.3;N/A;N/A;HSALNG0129764
HSALNG0129818,NORAD,YBX3,HepG2,NONHSAG031696.3;ENSG00000260032.2;NR_027451;HSALNG0129818
HSALNG0129818,NORAD,IGF2BP1,HepG2,NONHSAG031696.3;ENSG00000260032.2;NR_027451;HSALNG0129818
HSALNG0129818,NORAD,DDX6,HepG2,NONHSAG031696.3;ENSG00000260032.2;NR_027451;HSALNG0129818
HSALNG0129818,NORAD,IGF2BP1,K562,NONHSAG031696.3;ENSG00000260032.2;NR_027451;HSALNG0129818
HSALNG0129818,NORAD,YBX3,K562,NONHSAG031696.3;ENSG00000260032.2;NR_027451;HSALNG0129818
HSALNG0129818,NORAD,LIN28B,K562,NONHSAG031696.3;ENSG00000260032.2;NR_027451;HSALNG0129818
HSALNG0129818,NORAD,FAM120A,HepG2,NONHSAG031696.3;ENSG00000260032.2;NR_027451;HSALNG0129818
HSALNG0129818,NORAD,ZC3H11A,K562,NONHSAG031696.3;ENSG00000260032.2;NR_027451;HSALNG0129818
HSALNG0129818,NORAD,FUBP3,HepG2,NONHSAG031696.3;ENSG00000260032.2;NR_027451;HSALNG0129818
HSALNG0129818,NORAD,TIAL1,HepG2,NONHSAG031696.3;ENSG00000260032.2;NR_027451;HSALNG0129818
HSALNG0129818,NORAD,DDX55,HepG2,NONHSAG031696.3;ENSG00000260032.2;NR_027451;HSALNG0129818
HSALNG0129818,NORAD,DDX6,K562,NONHSAG031696.3;ENSG00000260032.2;NR_027451;HSALNG0129818
HSALNG0129818,NORAD,DGCR8,K562,NONHSAG031696.3;ENSG00000260032.2;NR_027451;HSALNG0129818
HSALNG0129818,NORAD,RBM15,HepG2,NONHSAG031696.3;ENSG00000260032.2;NR_027451;HSALNG0129818
HSALNG0129818,NORAD,DDX3X,K562,NONHSAG031696.3;ENSG00000260032.2;NR_027451;HSALNG0129818
HSALNG0129818,NORAD,PUM1,K562,NONHSAG031696.3;ENSG00000260032.2;NR_027451;HSALNG0129818
HSALNG0129818,NORAD,DHX30,K562,NONHSAG031696.3;ENSG00000260032.2;NR_027451;HSALNG0129818
HSALNG0129818,NORAD,DGCR8,HepG2,NONHSAG031696.3;ENSG00000260032.2;NR_027451;HSALNG0129818
HSALNG0129818,NORAD,RPS3,HepG2,NONHSAG031696.3;ENSG00000260032.2;NR_027451;HSALNG0129818
HSALNG0129818,NORAD,LIN28B,HepG2,NONHSAG031696.3;ENSG00000260032.2;NR_027451;HSALNG0129818
HSALNG0129818,NORAD,FTO,HepG2,NONHSAG031696.3;ENSG00000260032.2;NR_027451;HSALNG0129818
HSALNG0129818,NORAD,IGF2BP2,K562,NONHSAG031696.3;ENSG00000260032.2;NR_027451;HSALNG0129818
HSALNG0129818,NORAD,RBM15,K562,NONHSAG031696.3;ENSG00000260032.2;NR_027451;HSALNG0129818
HSALNG0129818,NORAD,EIF3G,K562,NONHSAG031696.3;ENSG00000260032.2;NR_027451;HSALNG0129818
HSALNG0129818,NORAD,METAP2,K562,NONHSAG031696.3;ENSG00000260032.2;NR_027451;HSALNG0129818
HSALNG0129818,NORAD,TIA1,HepG2,NONHSAG031696.3;ENSG00000260032.2;NR_027451;HSALNG0129818
HSALNG0129818,NORAD,KHSRP,HepG2,NONHSAG031696.3;ENSG00000260032.2;NR_027451;HSALNG0129818
HSALNG0129818,NORAD,DDX3X,HepG2,NONHSAG031696.3;ENSG00000260032.2;NR_027451;HSALNG0129818
HSALNG0129818,NORAD,PUM2,K562,NONHSAG031696.3;ENSG00000260032.2;NR_027451;HSALNG0129818
HSALNG0129818,NORAD,PCBP1,K562,NONHSAG031696.3;ENSG00000260032.2;NR_027451;HSALNG0129818
HSALNG0129818,NORAD,TIA1,K562,NONHSAG031696.3;ENSG00000260032.2;NR_027451;HSALNG0129818
HSALNG0129818,NORAD,GRSF1,HepG2,NONHSAG031696.3;ENSG00000260032.2;NR_027451;HSALNG0129818
HSALNG0129818,NORAD,GTF2F1,HepG2,NONHSAG031696.3;ENSG00000260032.2;NR_027451;HSALNG0129818
HSALNG0129818,NORAD,FAM120A,K562,NONHSAG031696.3;ENSG00000260032.2;NR_027451;HSALNG0129818
HSALNG0129818,NORAD,PRPF4,HepG2,NONHSAG031696.3;ENSG00000260032.2;NR_027451;HSALNG0129818
HSALNG0129818,NORAD,GTF2F1,K562,NONHSAG031696.3;ENSG00000260032.2;NR_027451;HSALNG0129818
HSALNG0129818,NORAD,FASTKD2,K562,NONHSAG031696.3;ENSG00000260032.2;NR_027451;HSALNG0129818
HSALNG0129818,NORAD,PCBP2,HepG2,NONHSAG031696.3;ENSG00000260032.2;NR_027451;HSALNG0129818
HSALNG0129835,DLGAP4-AS1,SUGP2,HepG2,NONHSAG031703.3;ENSG00000232907.8;NR_109939;HSALNG0129835
HSALNG0129835,DLGAP4-AS1,PTBP1,HepG2,NONHSAG031703.3;ENSG00000232907.8;NR_109939;HSALNG0129835
HSALNG0129835,DLGAP4-AS1,CSTF2T,HepG2,NONHSAG031703.3;ENSG00000232907.8;NR_109939;HSALNG0129835
HSALNG0129835,DLGAP4-AS1,GTF2F1,HepG2,NONHSAG031703.3;ENSG00000232907.8;NR_109939;HSALNG0129835
HSALNG0129835,DLGAP4-AS1,NKRF,HepG2,NONHSAG031703.3;ENSG00000232907.8;NR_109939;HSALNG0129835
HSALNG0129835,DLGAP4-AS1,DHX30,K562,NONHSAG031703.3;ENSG00000232907.8;NR_109939;HSALNG0129835
HSALNG0129835,DLGAP4-AS1,BCCIP,HepG2,NONHSAG031703.3;ENSG00000232907.8;NR_109939;HSALNG0129835
HSALNG0129835,DLGAP4-AS1,SFPQ,HepG2,NONHSAG031703.3;ENSG00000232907.8;NR_109939;HSALNG0129835
HSALNG0129835,DLGAP4-AS1,FAM120A,HepG2,NONHSAG031703.3;ENSG00000232907.8;NR_109939;HSALNG0129835
HSALNG0129835,DLGAP4-AS1,PRPF4,HepG2,NONHSAG031703.3;ENSG00000232907.8;NR_109939;HSALNG0129835
HSALNG0129835,DLGAP4-AS1,FASTKD2,K562,NONHSAG031703.3;ENSG00000232907.8;NR_109939;HSALNG0129835
HSALNG0129835,DLGAP4-AS1,HNRNPC,HepG2,NONHSAG031703.3;ENSG00000232907.8;NR_109939;HSALNG0129835
HSALNG0129835,DLGAP4-AS1,FASTKD2,HepG2,NONHSAG031703.3;ENSG00000232907.8;NR_109939;HSALNG0129835
HSALNG0129835,DLGAP4-AS1,MATR3,HepG2,NONHSAG031703.3;ENSG00000232907.8;NR_109939;HSALNG0129835
HSALNG0129835,DLGAP4-AS1,PCBP2,HepG2,NONHSAG031703.3;ENSG00000232907.8;NR_109939;HSALNG0129835
HSALNG0129835,DLGAP4-AS1,STAU2,HepG2,NONHSAG031703.3;ENSG00000232907.8;NR_109939;HSALNG0129835
HSALNG0129835,DLGAP4-AS1,HNRNPM,HepG2,NONHSAG031703.3;ENSG00000232907.8;NR_109939;HSALNG0129835
HSALNG0129835,DLGAP4-AS1,KHSRP,HepG2,NONHSAG031703.3;ENSG00000232907.8;NR_109939;HSALNG0129835
HSALNG0129835,DLGAP4-AS1,HNRNPK,HepG2,NONHSAG031703.3;ENSG00000232907.8;NR_109939;HSALNG0129835
HSALNG0129835,DLGAP4-AS1,EXOSC5,K562,NONHSAG031703.3;ENSG00000232907.8;NR_109939;HSALNG0129835
HSALNG0129835,DLGAP4-AS1,EXOSC5,HepG2,NONHSAG031703.3;ENSG00000232907.8;NR_109939;HSALNG0129835
HSALNG0129835,DLGAP4-AS1,RBFOX2,HepG2,NONHSAG031703.3;ENSG00000232907.8;NR_109939;HSALNG0129835
HSALNG0129835,DLGAP4-AS1,DDX59,HepG2,NONHSAG031703.3;ENSG00000232907.8;NR_109939;HSALNG0129835
HSALNG0129835,DLGAP4-AS1,XRCC6,K562,NONHSAG031703.3;ENSG00000232907.8;NR_109939;HSALNG0129835
HSALNG0129835,DLGAP4-AS1,CSTF2,HepG2,NONHSAG031703.3;ENSG00000232907.8;NR_109939;HSALNG0129835
HSALNG0129836,-,SFPQ,HepG2,N/A;N/A;N/A;HSALNG0129836
HSALNG0129836,-,CSTF2T,HepG2,N/A;N/A;N/A;HSALNG0129836
HSALNG0129902,-,HNRNPU,HepG2,NONHSAG031731.3;N/A;N/A;HSALNG0129902
HSALNG0129902,-,PRPF4,HepG2,NONHSAG031731.3;N/A;N/A;HSALNG0129902
HSALNG0129902,-,SAFB,HepG2,NONHSAG031731.3;N/A;N/A;HSALNG0129902
HSALNG0129902,-,HNRNPL,HepG2,NONHSAG031731.3;N/A;N/A;HSALNG0129902
HSALNG0129902,-,RBM22,HepG2,NONHSAG031731.3;N/A;N/A;HSALNG0129902
HSALNG0129902,-,HNRNPC,HepG2,NONHSAG031731.3;N/A;N/A;HSALNG0129902
HSALNG0129902,-,PCBP2,HepG2,NONHSAG031731.3;N/A;N/A;HSALNG0129902
HSALNG0129902,-,SRSF9,HepG2,NONHSAG031731.3;N/A;N/A;HSALNG0129902
HSALNG0129902,-,HNRNPK,HepG2,NONHSAG031731.3;N/A;N/A;HSALNG0129902
HSALNG0129902,-,AGGF1,HepG2,NONHSAG031731.3;N/A;N/A;HSALNG0129902
HSALNG0129902,-,SUGP2,HepG2,NONHSAG031731.3;N/A;N/A;HSALNG0129902
HSALNG0129902,-,HNRNPM,HepG2,NONHSAG031731.3;N/A;N/A;HSALNG0129902
HSALNG0129902,-,RBFOX2,HepG2,NONHSAG031731.3;N/A;N/A;HSALNG0129902
HSALNG0129902,-,BCCIP,HepG2,NONHSAG031731.3;N/A;N/A;HSALNG0129902
HSALNG0129902,-,FAM120A,HepG2,NONHSAG031731.3;N/A;N/A;HSALNG0129902
HSALNG0129980,SNHG17,U2AF2,HepG2,NONHSAG031749.3;ENSG00000196756.13;NR_015366;HSALNG0129980
HSALNG0129980,SNHG17,SRSF1,HepG2,NONHSAG031749.3;ENSG00000196756.13;NR_015366;HSALNG0129980
HSALNG0129980,SNHG17,GRWD1,HepG2,NONHSAG031749.3;ENSG00000196756.13;NR_015366;HSALNG0129980
HSALNG0129980,SNHG17,ZNF622,K562,NONHSAG031749.3;ENSG00000196756.13;NR_015366;HSALNG0129980
HSALNG0129980,SNHG17,PPIG,HepG2,NONHSAG031749.3;ENSG00000196756.13;NR_015366;HSALNG0129980
HSALNG0129980,SNHG17,PRPF8,HepG2,NONHSAG031749.3;ENSG00000196756.13;NR_015366;HSALNG0129980
HSALNG0129980,SNHG17,BUD13,HepG2,NONHSAG031749.3;ENSG00000196756.13;NR_015366;HSALNG0129980
HSALNG0129980,SNHG17,TARDBP,K562,NONHSAG031749.3;ENSG00000196756.13;NR_015366;HSALNG0129980
HSALNG0129980,SNHG17,SF3B4,HepG2,NONHSAG031749.3;ENSG00000196756.13;NR_015366;HSALNG0129980
HSALNG0129980,SNHG17,AQR,HepG2,NONHSAG031749.3;ENSG00000196756.13;NR_015366;HSALNG0129980
HSALNG0129980,SNHG17,HNRNPM,K562,NONHSAG031749.3;ENSG00000196756.13;NR_015366;HSALNG0129980
HSALNG0129980,SNHG17,EFTUD2,K562,NONHSAG031749.3;ENSG00000196756.13;NR_015366;HSALNG0129980
HSALNG0129980,SNHG17,AQR,K562,NONHSAG031749.3;ENSG00000196756.13;NR_015366;HSALNG0129980
HSALNG0129980,SNHG17,SF3A3,HepG2,NONHSAG031749.3;ENSG00000196756.13;NR_015366;HSALNG0129980
HSALNG0129980,SNHG17,LIN28B,K562,NONHSAG031749.3;ENSG00000196756.13;NR_015366;HSALNG0129980
HSALNG0129980,SNHG17,LIN28B,HepG2,NONHSAG031749.3;ENSG00000196756.13;NR_015366;HSALNG0129980
HSALNG0129980,SNHG17,UPF1,K562,NONHSAG031749.3;ENSG00000196756.13;NR_015366;HSALNG0129980
HSALNG0129980,SNHG17,TIA1,K562,NONHSAG031749.3;ENSG00000196756.13;NR_015366;HSALNG0129980
HSALNG0129980,SNHG17,SMNDC1,K562,NONHSAG031749.3;ENSG00000196756.13;NR_015366;HSALNG0129980
HSALNG0129980,SNHG17,XPO5,HepG2,NONHSAG031749.3;ENSG00000196756.13;NR_015366;HSALNG0129980
HSALNG0129980,SNHG17,RBM15,K562,NONHSAG031749.3;ENSG00000196756.13;NR_015366;HSALNG0129980
HSALNG0129980,SNHG17,HNRNPM,HepG2,NONHSAG031749.3;ENSG00000196756.13;NR_015366;HSALNG0129980
HSALNG0129980,SNHG17,HNRNPC,HepG2,NONHSAG031749.3;ENSG00000196756.13;NR_015366;HSALNG0129980
HSALNG0129980,SNHG17,EIF4G2,K562,NONHSAG031749.3;ENSG00000196756.13;NR_015366;HSALNG0129980
HSALNG0129980,SNHG17,BUD13,K562,NONHSAG031749.3;ENSG00000196756.13;NR_015366;HSALNG0129980
HSALNG0129980,SNHG17,FUS,K562,NONHSAG031749.3;ENSG00000196756.13;NR_015366;HSALNG0129980
HSALNG0129980,SNHG17,RBM5,HepG2,NONHSAG031749.3;ENSG00000196756.13;NR_015366;HSALNG0129980
HSALNG0129980,SNHG17,SUGP2,HepG2,NONHSAG031749.3;ENSG00000196756.13;NR_015366;HSALNG0129980
HSALNG0129980,SNHG17,RBFOX2,HepG2,NONHSAG031749.3;ENSG00000196756.13;NR_015366;HSALNG0129980
HSALNG0129980,SNHG17,EFTUD2,HepG2,NONHSAG031749.3;ENSG00000196756.13;NR_015366;HSALNG0129980
HSALNG0129980,SNHG17,PRPF8,K562,NONHSAG031749.3;ENSG00000196756.13;NR_015366;HSALNG0129980
HSALNG0129980,SNHG17,SRSF1,K562,NONHSAG031749.3;ENSG00000196756.13;NR_015366;HSALNG0129980
HSALNG0129980,SNHG17,ILF3,HepG2,NONHSAG031749.3;ENSG00000196756.13;NR_015366;HSALNG0129980
HSALNG0129980,SNHG17,ILF3,K562,NONHSAG031749.3;ENSG00000196756.13;NR_015366;HSALNG0129980
HSALNG0129985,SNHG11,BUD13,HepG2,NONHSAG031750.3;ENSG00000174365.20;NR_003239;HSALNG0129985
HSALNG0129985,SNHG11,RBM15,K562,NONHSAG031750.3;ENSG00000174365.20;NR_003239;HSALNG0129985
HSALNG0129985,SNHG11,NCBP2,HepG2,NONHSAG031750.3;ENSG00000174365.20;NR_003239;HSALNG0129985
HSALNG0129985,SNHG11,PRPF8,HepG2,NONHSAG031750.3;ENSG00000174365.20;NR_003239;HSALNG0129985
HSALNG0129985,SNHG11,RBM5,HepG2,NONHSAG031750.3;ENSG00000174365.20;NR_003239;HSALNG0129985
HSALNG0129985,SNHG11,EFTUD2,HepG2,NONHSAG031750.3;ENSG00000174365.20;NR_003239;HSALNG0129985
HSALNG0129985,SNHG11,PRPF8,K562,NONHSAG031750.3;ENSG00000174365.20;NR_003239;HSALNG0129985
HSALNG0129985,SNHG11,PPIG,HepG2,NONHSAG031750.3;ENSG00000174365.20;NR_003239;HSALNG0129985
HSALNG0130248,-,HNRNPL,HepG2,NONHSAG031818.2;ENSG00000226143.1;N/A;HSALNG0130248
HSALNG0130306,HNF4A-AS1,NCBP2,HepG2,NONHSAG031833.3;ENSG00000229005.2;NR_109949;HSALNG0130306
HSALNG0130306,HNF4A-AS1,ILF3,HepG2,NONHSAG031833.3;ENSG00000229005.2;NR_109949;HSALNG0130306
HSALNG0130306,HNF4A-AS1,PRPF8,HepG2,NONHSAG031833.3;ENSG00000229005.2;NR_109949;HSALNG0130306
HSALNG0130306,HNF4A-AS1,GRWD1,HepG2,NONHSAG031833.3;ENSG00000229005.2;NR_109949;HSALNG0130306
HSALNG0130315,"LINC01620,LINC01430",PRPF8,HepG2,NONHSAG031835.3;ENSG00000168746.8;NR_109893;HSALNG0130315
HSALNG0130315,"LINC01620,LINC01430",ILF3,HepG2,NONHSAG031835.3;ENSG00000168746.8;NR_109893;HSALNG0130315
HSALNG0130315,"LINC01620,LINC01430",GRWD1,HepG2,NONHSAG031835.3;ENSG00000168746.8;NR_109893;HSALNG0130315
HSALNG0130315,"LINC01620,LINC01430",NCBP2,HepG2,NONHSAG031835.3;ENSG00000168746.8;NR_109893;HSALNG0130315
HSALNG0146967,-,U2AF2,HepG2,N/A;ENSG00000283757.1;N/A;HSALNG0146967
HSALNG0130661,ZFAS1,PRPF8,HepG2,NONHSAG081583.2;ENSG00000177410.13;NR_003604;HSALNG0130661
HSALNG0130661,ZFAS1,GRWD1,HepG2,NONHSAG081583.2;ENSG00000177410.13;NR_003604;HSALNG0130661
HSALNG0130661,ZFAS1,AQR,HepG2,NONHSAG081583.2;ENSG00000177410.13;NR_003604;HSALNG0130661
HSALNG0130661,ZFAS1,SUB1,HepG2,NONHSAG081583.2;ENSG00000177410.13;NR_003604;HSALNG0130661
HSALNG0130661,ZFAS1,PABPC4,K562,NONHSAG081583.2;ENSG00000177410.13;NR_003604;HSALNG0130661
HSALNG0130661,ZFAS1,NOLC1,K562,NONHSAG081583.2;ENSG00000177410.13;NR_003604;HSALNG0130661
HSALNG0130661,ZFAS1,DDX3X,K562,NONHSAG081583.2;ENSG00000177410.13;NR_003604;HSALNG0130661
HSALNG0130661,ZFAS1,NCBP2,HepG2,NONHSAG081583.2;ENSG00000177410.13;NR_003604;HSALNG0130661
HSALNG0130661,ZFAS1,GRWD1,K562,NONHSAG081583.2;ENSG00000177410.13;NR_003604;HSALNG0130661
HSALNG0130661,ZFAS1,UPF1,K562,NONHSAG081583.2;ENSG00000177410.13;NR_003604;HSALNG0130661
HSALNG0130661,ZFAS1,CPSF6,K562,NONHSAG081583.2;ENSG00000177410.13;NR_003604;HSALNG0130661
HSALNG0130661,ZFAS1,CSTF2,HepG2,NONHSAG081583.2;ENSG00000177410.13;NR_003604;HSALNG0130661
HSALNG0130661,ZFAS1,HNRNPC,HepG2,NONHSAG081583.2;ENSG00000177410.13;NR_003604;HSALNG0130661
HSALNG0130661,ZFAS1,CSTF2T,K562,NONHSAG081583.2;ENSG00000177410.13;NR_003604;HSALNG0130661
HSALNG0130661,ZFAS1,AQR,K562,NONHSAG081583.2;ENSG00000177410.13;NR_003604;HSALNG0130661
HSALNG0130661,ZFAS1,GTF2F1,HepG2,NONHSAG081583.2;ENSG00000177410.13;NR_003604;HSALNG0130661
HSALNG0130661,ZFAS1,BUD13,HepG2,NONHSAG081583.2;ENSG00000177410.13;NR_003604;HSALNG0130661
HSALNG0130661,ZFAS1,HNRNPU,HepG2,NONHSAG081583.2;ENSG00000177410.13;NR_003604;HSALNG0130661
HSALNG0130661,ZFAS1,SF3B4,HepG2,NONHSAG081583.2;ENSG00000177410.13;NR_003604;HSALNG0130661
HSALNG0130661,ZFAS1,HNRNPC,K562,NONHSAG081583.2;ENSG00000177410.13;NR_003604;HSALNG0130661
HSALNG0130661,ZFAS1,SUGP2,HepG2,NONHSAG081583.2;ENSG00000177410.13;NR_003604;HSALNG0130661
HSALNG0130661,ZFAS1,PRPF4,HepG2,NONHSAG081583.2;ENSG00000177410.13;NR_003604;HSALNG0130661
HSALNG0130661,ZFAS1,MATR3,K562,NONHSAG081583.2;ENSG00000177410.13;NR_003604;HSALNG0130661
HSALNG0130661,ZFAS1,HNRNPM,K562,NONHSAG081583.2;ENSG00000177410.13;NR_003604;HSALNG0130661
HSALNG0130661,ZFAS1,MATR3,HepG2,NONHSAG081583.2;ENSG00000177410.13;NR_003604;HSALNG0130661
HSALNG0130661,ZFAS1,SF3B4,K562,NONHSAG081583.2;ENSG00000177410.13;NR_003604;HSALNG0130661
HSALNG0130661,ZFAS1,HNRNPM,HepG2,NONHSAG081583.2;ENSG00000177410.13;NR_003604;HSALNG0130661
HSALNG0130661,ZFAS1,TIA1,HepG2,NONHSAG081583.2;ENSG00000177410.13;NR_003604;HSALNG0130661
HSALNG0130661,ZFAS1,RBFOX2,HepG2,NONHSAG081583.2;ENSG00000177410.13;NR_003604;HSALNG0130661
