NoncodeGeneID,l_ID
NONMMUG022157.2,l16630
NONMMUG022158.2,l16631
NONMMUG022159.2,l16632
NONMMUG022160.2,l16633
NONMMUG022161.2,l16634
NONMMUG068016.1,l16635
NONMMUG068017.1,l16636
NONMMUG022163.2,l16637
NONMMUG022164.2,l16638
NONMMUG022165.2,l16639
NONMMUG068019.1,l16640
NONMMUG022166.2,l16641
NONMMUG022168.2,l16642
NONMMUG022169.2,l16643
NONMMUG022170.2,l16644
NONMMUG022171.2,l16645
NONMMUG022172.2,l16646
NONMMUG022173.2,l16647
NONMMUG022177.2,l16648
NONMMUG022178.2,l16649
NONMMUG022179.2,l16650
NONMMUG022181.2,l16651
NONMMUG022182.2,l16652
NONMMUG022184.3,l16653
NONMMUG022185.2,l16654
NONMMUG022186.2,l16655
NONMMUG022187.2,l16656
NONMMUG068035.1,l16657
NONMMUG022188.2,l16658
NONMMUG022191.2,l16659
NONMMUG022192.2,l16660
NONMMUG022193.2,l16661
NONMMUG022194.2,l16662
NONMMUG022195.3,l16663
NONMMUG022196.2,l16664
NONMMUG022197.2,l16665
NONMMUG022198.2,l16666
NONMMUG022199.2,l16667
NONMMUG022202.2,l16668
NONMMUG022203.2,l16669
NONMMUG092320.1,l16670
NONMMUG022204.2,l16671
NONMMUG022207.2,l16672
NONMMUG022209.2,l16673
NONMMUG022210.2,l16674
NONMMUG022211.2,l16675
NONMMUG022213.2,l16676
NONMMUG022214.2,l16677
NONMMUG022215.2,l16678
NONMMUG022217.2,l16679
NONMMUG022220.2,l16680
NONMMUG066716.1,l16681
NONMMUG022221.2,l16682
NONMMUG022222.2,l16683
NONMMUG022225.2,l16684
NONMMUG022238.2,l16685
NONMMUG022241.2,l16686
NONMMUG022242.2,l16687
NONMMUG022243.2,l16688
NONMMUG068054.1,l16689
NONMMUG066718.1,l16690
NONMMUG022244.2,l16691
NONMMUG022245.2,l16692
NONMMUG022247.2,l16693
NONMMUG022248.2,l16694
NONMMUG066719.1,l16695
NONMMUG022249.2,l16696
NONMMUG022251.2,l16697
NONMMUG022252.2,l16698
NONMMUG022255.2,l16699
NONMMUG022264.2,l16700
NONMMUG022267.2,l16701
NONMMUG022271.2,l16702
NONMMUG022276.2,l16703
NONMMUG092046.1,l16704
NONMMUG066721.1,l16705
NONMMUG022283.2,l16706
NONMMUG022285.2,l16707
NONMMUG022286.2,l16708
NONMMUG092048.1,l16709
NONMMUG022288.2,l16710
NONMMUG022298.2,l16711
NONMMUG066722.1,l16712
NONMMUG022303.2,l16713
NONMMUG022308.2,l16714
NONMMUG022312.2,l16715
NONMMUG022313.2,l16716
NONMMUG022316.2,l16717
NONMMUG022318.2,l16718
NONMMUG022322.2,l16719
NONMMUG022323.2,l16720
NONMMUG022324.2,l16721
NONMMUG022325.2,l16722
NONMMUG022327.2,l16723
NONMMUG022328.2,l16724
NONMMUG022329.2,l16725
NONMMUG022332.2,l16726
NONMMUG022333.2,l16727
NONMMUG022336.2,l16728
NONMMUG022338.2,l16729
NONMMUG022339.2,l16730
NONMMUG022340.2,l16731
NONMMUG068062.1,l16732
NONMMUG022341.2,l16733
NONMMUG022343.2,l16734
NONMMUG022345.2,l16735
NONMMUG022349.3,l16736
NONMMUG022351.2,l16737
NONMMUG022355.2,l16738
NONMMUG022357.3,l16739
NONMMUG022358.2,l16740
NONMMUG022362.2,l16741
NONMMUG022367.2,l16742
NONMMUG092331.1,l16743
NONMMUG022369.3,l16744
NONMMUG092059.1,l16745
NONMMUG022370.2,l16746
NONMMUG068064.1,l16747
NONMMUG022373.2,l16748
NONMMUG092060.1,l16749
NONMMUG022376.2,l16750
NONMMUG092332.1,l16751
NONMMUG022379.2,l16752
NONMMUG022380.2,l16753
NONMMUG022383.2,l16754
NONMMUG022384.2,l16755
NONMMUG022385.2,l16756
NONMMUG022387.2,l16757
NONMMUG022389.2,l16758
NONMMUG022390.2,l16759
NONMMUG022392.2,l16760
NONMMUG022394.2,l16761
NONMMUG022397.2,l16762
NONMMUG022398.2,l16763
NONMMUG022399.2,l16764
NONMMUG022401.2,l16765
NONMMUG022404.2,l16766
NONMMUG022406.2,l16767
NONMMUG022407.3,l16768
NONMMUG022408.3,l16769
NONMMUG022410.2,l16770
NONMMUG068072.1,l16771
NONMMUG022411.2,l16772
NONMMUG022413.2,l16773
NONMMUG022414.2,l16774
NONMMUG022417.2,l16775
NONMMUG092339.1,l16776
NONMMUG068081.1,l16777
NONMMUG022420.2,l16778
NONMMUG022429.2,l16779
NONMMUG022430.2,l16780
NONMMUG022434.2,l16781
NONMMUG022439.2,l16782
NONMMUG022441.2,l16783
NONMMUG022442.2,l16784
NONMMUG022443.2,l16785
NONMMUG068089.1,l16786
NONMMUG022449.2,l16787
NONMMUG022450.2,l16788
NONMMUG022453.2,l16789
NONMMUG022454.2,l16790
NONMMUG022455.2,l16791
NONMMUG022456.2,l16792
NONMMUG022459.2,l16793
NONMMUG022461.2,l16794
NONMMUG022463.2,l16795
NONMMUG022467.2,l16796
NONMMUG022470.2,l16797
NONMMUG022473.2,l16798
NONMMUG022472.2,l16799
NONMMUG068095.1,l16800
NONMMUG066748.1,l16801
NONMMUG066749.1,l16802
NONMMUG068096.1,l16803
NONMMUG022476.2,l16804
NONMMUG022477.2,l16805
NONMMUG022478.2,l16806
NONMMUG022483.2,l16807
NONMMUG022489.2,l16808
NONMMUG022491.2,l16809
NONMMUG022493.2,l16810
NONMMUG022496.2,l16811
NONMMUG022498.2,l16812
NONMMUG066750.1,l16813
NONMMUG022501.2,l16814
NONMMUG022502.2,l16815
NONMMUG022504.2,l16816
NONMMUG022506.2,l16817
NONMMUG022514.2,l16818
NONMMUG022517.2,l16819
NONMMUG022518.2,l16820
NONMMUG022519.2,l16821
NONMMUG066757.1,l16822
NONMMUG022520.2,l16823
NONMMUG022522.2,l16824
NONMMUG068101.2,l16825
NONMMUG092071.1,l16826
NONMMUG022523.2,l16827
NONMMUG022524.2,l16828
NONMMUG022526.2,l16829
NONMMUG022528.2,l16830
NONMMUG068112.1,l16831
NONMMUG022534.2,l16832
NONMMUG022536.2,l16833
NONMMUG022537.2,l16834
NONMMUG022538.2,l16835
NONMMUG022539.2,l16836
NONMMUG022540.2,l16837
NONMMUG022541.2,l16838
NONMMUG022542.2,l16839
NONMMUG022544.2,l16840
NONMMUG022546.2,l16841
NONMMUG022547.2,l16842
NONMMUG021792.2,l16843
NONMMUG022558.2,l16844
NONMMUG022559.2,l16845
NONMMUG068118.1,l16846
NONMMUG022561.2,l16847
NONMMUG022564.2,l16848
NONMMUG022567.2,l16849
NONMMUG022570.2,l16850
NONMMUG022575.2,l16851
NONMMUG022576.2,l16852
NONMMUG022577.2,l16853
NONMMUG022584.2,l16854
NONMMUG022591.2,l16855
NONMMUG068122.1,l16856
NONMMUG022597.2,l16857
NONMMUG092356.1,l16858
NONMMUG022598.2,l16859
NONMMUG022606.2,l16860
NONMMUG022612.2,l16861
NONMMUG021793.2,l16862
NONMMUG022613.2,l16863
NONMMUG022614.2,l16864
NONMMUG022615.2,l16865
NONMMUG022616.2,l16866
NONMMUG022620.2,l16867
NONMMUG022621.2,l16868
NONMMUG022622.2,l16869
NONMMUG092028.1,l16870
NONMMUG022626.2,l16871
NONMMUG022627.2,l16872
NONMMUG022629.2,l16873
NONMMUG022630.2,l16874
NONMMUG021794.2,l16875
NONMMUG021795.2,l16876
NONMMUG022631.2,l16877
NONMMUG022632.2,l16878
NONMMUG022633.2,l16879
NONMMUG022634.2,l16880
NONMMUG068129.1,l16881
NONMMUG068132.1,l16882
NONMMUG022636.2,l16883
NONMMUG022637.2,l16884
NONMMUG022638.2,l16885
NONMMUG022640.2,l16886
NONMMUG066799.1,l16887
NONMMUG066800.1,l16888
NONMMUG022642.2,l16889
NONMMUG022643.2,l16890
NONMMUG022644.2,l16891
NONMMUG022645.2,l16892
NONMMUG022646.2,l16893
NONMMUG022648.2,l16894
NONMMUG022649.2,l16895
NONMMUG021798.2,l16896
NONMMUG022650.2,l16897
NONMMUG021799.2,l16898
NONMMUG022651.2,l16899
NONMMUG022652.2,l16900
NONMMUG022655.2,l16901
NONMMUG022656.2,l16902
NONMMUG022657.2,l16903
NONMMUG021800.2,l16904
NONMMUG022659.2,l16905
NONMMUG021801.2,l16906
NONMMUG022660.2,l16907
NONMMUG022662.2,l16908
NONMMUG022664.2,l16909
NONMMUG021802.2,l16910
NONMMUG021803.2,l16911
NONMMUG022665.2,l16912
NONMMUG022666.2,l16913
NONMMUG022669.2,l16914
NONMMUG022670.2,l16915
NONMMUG022671.2,l16916
NONMMUG022672.2,l16917
NONMMUG022674.2,l16918
NONMMUG022677.2,l16919
NONMMUG022678.2,l16920
NONMMUG022682.2,l16921
NONMMUG022691.2,l16922
NONMMUG022690.2,l16923
NONMMUG022692.2,l16924
NONMMUG022696.2,l16925
NONMMUG022697.2,l16926
NONMMUG022699.2,l16927
NONMMUG022702.2,l16928
NONMMUG022703.2,l16929
NONMMUG022704.2,l16930
NONMMUG022705.2,l16931
NONMMUG022711.2,l16932
NONMMUG022712.2,l16933
NONMMUG022713.2,l16934
NONMMUG022714.2,l16935
NONMMUG022717.2,l16936
NONMMUG021809.2,l16937
NONMMUG022725.2,l16938
NONMMUG022726.2,l16939
NONMMUG022727.2,l16940
NONMMUG066824.1,l16941
NONMMUG022730.2,l16942
NONMMUG022731.2,l16943
NONMMUG022733.2,l16944
NONMMUG022734.2,l16945
NONMMUG022735.2,l16946
NONMMUG022737.2,l16947
NONMMUG022739.2,l16948
NONMMUG021810.2,l16949
NONMMUG022740.2,l16950
NONMMUG066826.1,l16951
NONMMUG022741.2,l16952
NONMMUG022742.2,l16953
NONMMUG022743.2,l16954
NONMMUG066827.1,l16955
NONMMUG022744.2,l16956
NONMMUG022746.2,l16957
NONMMUG022747.2,l16958
NONMMUG022750.2,l16959
NONMMUG022751.2,l16960
NONMMUG022752.2,l16961
NONMMUG022753.2,l16962
NONMMUG022755.2,l16963
NONMMUG022756.2,l16964
NONMMUG022757.2,l16965
NONMMUG022760.2,l16966
NONMMUG022761.2,l16967
NONMMUG022762.2,l16968
NONMMUG022763.2,l16969
NONMMUG022764.2,l16970
NONMMUG022765.3,l16971
NONMMUG022766.2,l16972
NONMMUG022768.2,l16973
NONMMUG022769.2,l16974
NONMMUG021813.2,l16975
NONMMUG022770.2,l16976
NONMMUG022773.2,l16977
NONMMUG022774.2,l16978
NONMMUG022775.2,l16979
NONMMUG022776.2,l16980
NONMMUG022778.2,l16981
NONMMUG022779.2,l16982
NONMMUG066832.1,l16983
NONMMUG022780.2,l16984
NONMMUG022781.2,l16985
NONMMUG022782.2,l16986
NONMMUG022783.2,l16987
NONMMUG022784.2,l16988
NONMMUG022793.2,l16989
NONMMUG022794.2,l16990
NONMMUG022797.2,l16991
NONMMUG022798.2,l16992
NONMMUG022799.2,l16993
NONMMUG022800.2,l16994
NONMMUG022801.2,l16995
NONMMUG022802.2,l16996
NONMMUG021821.2,l16997
NONMMUG021816.2,l16998
NONMMUG022816.2,l16999
NONMMUG022817.2,l17000
NONMMUG021817.2,l17001
NONMMUG066590.1,l17002
NONMMUG021818.2,l17003
NONMMUG022818.2,l17004
NONMMUG021819.2,l17005
NONMMUG022820.2,l17006
NONMMUG066591.1,l17007
NONMMUG022821.2,l17008
NONMMUG022822.2,l17009
NONMMUG021820.2,l17010
NONMMUG021822.2,l17011
NONMMUG021823.2,l17012
NONMMUG067901.1,l17013
NONMMUG022823.2,l17014
NONMMUG022824.2,l17015
NONMMUG021824.2,l17016
NONMMUG022825.2,l17017
NONMMUG022826.2,l17018
NONMMUG022827.2,l17019
NONMMUG022828.2,l17020
NONMMUG022829.2,l17021
NONMMUG022830.2,l17022
NONMMUG021825.2,l17023
NONMMUG022831.2,l17024
NONMMUG022832.2,l17025
NONMMUG022833.2,l17026
NONMMUG022835.2,l17027
NONMMUG022836.2,l17028
NONMMUG022837.2,l17029
NONMMUG066840.1,l17030
NONMMUG021826.2,l17031
NONMMUG021827.2,l17032
NONMMUG021828.2,l17033
NONMMUG022845.2,l17034
NONMMUG022848.2,l17035
NONMMUG022849.2,l17036
NONMMUG022851.2,l17037
NONMMUG021830.2,l17038
NONMMUG022852.2,l17039
NONMMUG022853.2,l17040
NONMMUG022855.2,l17041
NONMMUG068167.1,l17042
NONMMUG022856.2,l17043
NONMMUG068168.1,l17044
NONMMUG021831.2,l17045
NONMMUG021832.2,l17046
NONMMUG022859.2,l17047
NONMMUG066842.1,l17048
NONMMUG022860.2,l17049
NONMMUG022861.2,l17050
NONMMUG022862.2,l17051
NONMMUG022863.3,l17052
NONMMUG021833.2,l17053
NONMMUG022864.2,l17054
NONMMUG022865.2,l17055
NONMMUG022866.2,l17056
NONMMUG022867.2,l17057
NONMMUG022868.2,l17058
NONMMUG022869.2,l17059
NONMMUG022870.2,l17060
NONMMUG022871.2,l17061
NONMMUG022872.2,l17062
NONMMUG022873.2,l17063
NONMMUG022875.2,l17064
NONMMUG096691.1,l17065
NONMMUG022876.2,l17066
NONMMUG022879.2,l17067
NONMMUG022881.2,l17068
NONMMUG022882.2,l17069
NONMMUG022883.2,l17070
NONMMUG021834.2,l17071
NONMMUG022886.2,l17072
NONMMUG022887.2,l17073
NONMMUG021835.2,l17074
NONMMUG022888.2,l17075
NONMMUG021836.2,l17076
NONMMUG021837.2,l17077
NONMMUG021838.2,l17078
NONMMUG022891.2,l17079
NONMMUG067903.1,l17080
NONMMUG067904.1,l17081
NONMMUG067905.1,l17082
NONMMUG021841.2,l17083
NONMMUG068182.2,l17084
NONMMUG021842.2,l17085
NONMMUG022897.2,l17086
NONMMUG067907.1,l17087
NONMMUG022898.2,l17088
NONMMUG092304.1,l17089
NONMMUG092373.1,l17090
NONMMUG022899.2,l17091
NONMMUG022900.2,l17092
NONMMUG022901.2,l17093
NONMMUG022902.2,l17094
NONMMUG022903.2,l17095
NONMMUG092375.1,l17096
NONMMUG022904.2,l17097
NONMMUG022905.2,l17098
NONMMUG022906.2,l17099
NONMMUG022907.2,l17100
NONMMUG022908.2,l17101
NONMMUG021844.2,l17102
NONMMUG022909.2,l17103
NONMMUG022910.2,l17104
NONMMUG022911.2,l17105
NONMMUG021845.2,l17106
NONMMUG022912.2,l17107
NONMMUG022913.2,l17108
NONMMUG022914.2,l17109
NONMMUG022915.2,l17110
NONMMUG022917.2,l17111
NONMMUG022918.2,l17112
NONMMUG022919.2,l17113
NONMMUG022920.2,l17114
NONMMUG022921.2,l17115
NONMMUG021847.2,l17116
NONMMUG066594.1,l17117
NONMMUG022922.2,l17118
NONMMUG022923.2,l17119
NONMMUG022924.2,l17120
NONMMUG022925.2,l17121
NONMMUG022926.2,l17122
NONMMUG022928.2,l17123
NONMMUG022931.2,l17124
NONMMUG068188.1,l17125
NONMMUG021852.2,l17126
NONMMUG021853.2,l17127
NONMMUG021854.2,l17128
NONMMUG022934.3,l17129
NONMMUG022935.2,l17130
NONMMUG021855.2,l17131
NONMMUG022937.2,l17132
NONMMUG022938.2,l17133
NONMMUG066866.1,l17134
NONMMUG066867.1,l17135
NONMMUG066868.1,l17136
NONMMUG021856.2,l17137
NONMMUG022945.2,l17138
NONMMUG022946.2,l17139
NONMMUG022947.2,l17140
NONMMUG068198.1,l17141
NONMMUG022948.2,l17142
NONMMUG021857.2,l17143
NONMMUG022949.2,l17144
NONMMUG022950.2,l17145
NONMMUG022951.2,l17146
NONMMUG022957.2,l17147
NONMMUG022958.2,l17148
NONMMUG022961.2,l17149
NONMMUG022964.2,l17150
NONMMUG022967.2,l17151
NONMMUG022968.3,l17152
NONMMUG022969.2,l17153
NONMMUG022971.2,l17154
NONMMUG022974.2,l17155
NONMMUG022975.3,l17156
NONMMUG022978.2,l17157
NONMMUG022979.2,l17158
NONMMUG022980.2,l17159
NONMMUG022981.2,l17160
NONMMUG022982.2,l17161
NONMMUG022983.2,l17162
NONMMUG022985.2,l17163
NONMMUG022986.2,l17164
NONMMUG022987.2,l17165
NONMMUG022988.2,l17166
NONMMUG022990.2,l17167
NONMMUG022991.2,l17168
NONMMUG022992.2,l17169
NONMMUG022996.2,l17170
NONMMUG022997.2,l17171
NONMMUG022998.2,l17172
NONMMUG022999.2,l17173
NONMMUG023000.2,l17174
NONMMUG023001.2,l17175
NONMMUG021859.2,l17176
NONMMUG023002.2,l17177
NONMMUG023003.2,l17178
NONMMUG023004.2,l17179
NONMMUG023005.2,l17180
NONMMUG023006.2,l17181
NONMMUG023007.2,l17182
NONMMUG023009.2,l17183
NONMMUG023011.2,l17184
NONMMUG023018.2,l17185
NONMMUG023019.2,l17186
NONMMUG023020.2,l17187
NONMMUG021861.2,l17188
NONMMUG066596.1,l17189
NONMMUG023021.2,l17190
NONMMUG023022.2,l17191
NONMMUG023023.2,l17192
NONMMUG023024.2,l17193
NONMMUG023026.2,l17194
NONMMUG023027.2,l17195
NONMMUG023028.2,l17196
NONMMUG021862.2,l17197
NONMMUG023029.2,l17198
NONMMUG023030.2,l17199
NONMMUG021863.2,l17200
NONMMUG066598.1,l17201
NONMMUG023037.2,l17202
NONMMUG066906.1,l17203
NONMMUG023039.2,l17204
NONMMUG023040.2,l17205
NONMMUG023041.3,l17206
NONMMUG023042.2,l17207
NONMMUG023044.2,l17208
NONMMUG023050.3,l17209
NONMMUG023052.2,l17210
NONMMUG021866.2,l17211
NONMMUG023055.2,l17212
NONMMUG023057.2,l17213
NONMMUG023058.2,l17214
NONMMUG023060.2,l17215
NONMMUG021868.2,l17216
NONMMUG068220.1,l17217
NONMMUG023061.2,l17218
NONMMUG023062.2,l17219
NONMMUG021870.2,l17220
NONMMUG023067.3,l17221
NONMMUG023066.2,l17222
NONMMUG068221.1,l17223
NONMMUG068222.1,l17224
NONMMUG023068.2,l17225
NONMMUG092382.1,l17226
NONMMUG021872.2,l17227
NONMMUG092383.1,l17228
NONMMUG092384.1,l17229
NONMMUG021874.2,l17230
NONMMUG021875.2,l17231
NONMMUG023070.2,l17232
NONMMUG023071.2,l17233
NONMMUG023075.2,l17234
NONMMUG023076.2,l17235
NONMMUG023078.2,l17236
NONMMUG023079.2,l17237
NONMMUG023081.2,l17238
NONMMUG021877.2,l17239
NONMMUG023085.2,l17240
NONMMUG023089.2,l17241
NONMMUG023090.2,l17242
NONMMUG023091.2,l17243
NONMMUG023092.2,l17244
NONMMUG023094.2,l17245
NONMMUG023095.2,l17246
NONMMUG023098.2,l17247
NONMMUG023099.2,l17248
NONMMUG021878.2,l17249
NONMMUG023102.2,l17250
NONMMUG023103.2,l17251
NONMMUG023104.2,l17252
NONMMUG023107.2,l17253
NONMMUG023108.2,l17254
NONMMUG023109.2,l17255
NONMMUG023105.2,l17256
NONMMUG023111.2,l17257
NONMMUG023112.2,l17258
NONMMUG023114.2,l17259
NONMMUG023115.2,l17260
NONMMUG023118.2,l17261
NONMMUG023119.2,l17262
NONMMUG023130.2,l17263
NONMMUG023131.2,l17264
NONMMUG066917.1,l17265
NONMMUG023132.2,l17266
NONMMUG023134.2,l17267
NONMMUG023135.2,l17268
NONMMUG023136.2,l17269
NONMMUG023138.2,l17270
NONMMUG023139.2,l17271
NONMMUG023140.2,l17272
NONMMUG023141.2,l17273
NONMMUG023142.2,l17274
NONMMUG023143.2,l17275
NONMMUG023144.2,l17276
NONMMUG067913.1,l17277
NONMMUG021881.2,l17278
NONMMUG023150.2,l17279
NONMMUG092107.1,l17280
NONMMUG068238.1,l17281
NONMMUG023151.2,l17282
NONMMUG023153.2,l17283
NONMMUG092108.1,l17284
NONMMUG023154.2,l17285
NONMMUG023156.2,l17286
NONMMUG021882.2,l17287
NONMMUG023160.2,l17288
NONMMUG023161.2,l17289
NONMMUG023165.2,l17290
NONMMUG023166.2,l17291
NONMMUG066965.1,l17292
NONMMUG023168.2,l17293
NONMMUG066966.1,l17294
NONMMUG023169.2,l17295
NONMMUG023170.2,l17296
NONMMUG023172.2,l17297
NONMMUG023173.2,l17298
NONMMUG023176.2,l17299
NONMMUG023177.2,l17300
NONMMUG023178.2,l17301
NONMMUG066602.1,l17302
NONMMUG023179.2,l17303
NONMMUG023180.2,l17304
NONMMUG023181.2,l17305
NONMMUG023182.2,l17306
NONMMUG023183.2,l17307
NONMMUG023184.2,l17308
NONMMUG023185.2,l17309
NONMMUG023186.3,l17310
NONMMUG021884.2,l17311
NONMMUG023190.2,l17312
NONMMUG023191.2,l17313
NONMMUG021885.2,l17314
NONMMUG023192.2,l17315
NONMMUG023193.2,l17316
NONMMUG023194.2,l17317
NONMMUG023195.2,l17318
NONMMUG021887.2,l17319
NONMMUG023198.2,l17320
NONMMUG021888.2,l17321
NONMMUG023205.2,l17322
NONMMUG092109.1,l17323
NONMMUG023207.2,l17324
NONMMUG023209.2,l17325
NONMMUG023210.2,l17326
NONMMUG023212.2,l17327
NONMMUG023213.2,l17328
NONMMUG023217.2,l17329
NONMMUG023220.2,l17330
NONMMUG023221.2,l17331
NONMMUG023222.2,l17332
NONMMUG023223.2,l17333
NONMMUG021891.2,l17334
NONMMUG021892.2,l17335
NONMMUG023225.2,l17336
NONMMUG023226.2,l17337
NONMMUG021893.2,l17338
NONMMUG023228.2,l17339
NONMMUG023229.2,l17340
NONMMUG023230.2,l17341
NONMMUG023231.2,l17342
NONMMUG023232.2,l17343
NONMMUG021894.2,l17344
NONMMUG021895.2,l17345
NONMMUG023234.2,l17346
NONMMUG023235.2,l17347
NONMMUG023236.2,l17348
NONMMUG023238.2,l17349
NONMMUG023239.2,l17350
NONMMUG023240.2,l17351
NONMMUG023241.2,l17352
NONMMUG023242.2,l17353
NONMMUG023243.2,l17354
NONMMUG023244.2,l17355
NONMMUG023245.2,l17356
NONMMUG023247.2,l17357
NONMMUG021896.2,l17358
NONMMUG021897.2,l17359
NONMMUG023248.2,l17360
NONMMUG023249.2,l17361
NONMMUG023250.2,l17362
NONMMUG023252.3,l17363
NONMMUG066984.1,l17364
NONMMUG066985.1,l17365
NONMMUG066986.1,l17366
NONMMUG066987.1,l17367
NONMMUG066988.1,l17368
NONMMUG066989.1,l17369
NONMMUG066990.1,l17370
NONMMUG066991.1,l17371
NONMMUG066992.1,l17372
NONMMUG066993.1,l17373
NONMMUG066994.1,l17374
NONMMUG066995.1,l17375
NONMMUG066996.1,l17376
NONMMUG066997.1,l17377
NONMMUG023253.2,l17378
NONMMUG066998.1,l17379
NONMMUG066999.1,l17380
NONMMUG067000.1,l17381
NONMMUG067001.1,l17382
NONMMUG067003.1,l17383
NONMMUG067004.1,l17384
NONMMUG067005.1,l17385
NONMMUG067006.1,l17386
NONMMUG067007.1,l17387
NONMMUG023254.2,l17388
NONMMUG067008.1,l17389
NONMMUG067009.1,l17390
NONMMUG067010.1,l17391
NONMMUG023255.2,l17392
NONMMUG023256.2,l17393
NONMMUG023257.2,l17394
NONMMUG023258.2,l17395
NONMMUG023259.2,l17396
NONMMUG067011.1,l17397
NONMMUG067012.1,l17398
NONMMUG068259.1,l17399
NONMMUG067014.1,l17400
NONMMUG067015.1,l17401
NONMMUG067016.1,l17402
NONMMUG067017.1,l17403
NONMMUG067018.1,l17404
NONMMUG067019.1,l17405
NONMMUG023260.2,l17406
NONMMUG067020.1,l17407
NONMMUG067021.1,l17408
NONMMUG067022.1,l17409
NONMMUG067023.1,l17410
NONMMUG067024.1,l17411
NONMMUG067025.1,l17412
NONMMUG067026.1,l17413
NONMMUG067027.1,l17414
NONMMUG067028.1,l17415
NONMMUG067029.1,l17416
NONMMUG067031.1,l17417
NONMMUG067032.1,l17418
NONMMUG067033.1,l17419
NONMMUG067034.1,l17420
NONMMUG021898.2,l17421
NONMMUG067035.1,l17422
NONMMUG023261.2,l17423
NONMMUG067036.1,l17424
NONMMUG067037.1,l17425
NONMMUG067038.1,l17426
NONMMUG023262.2,l17427
NONMMUG067039.1,l17428
NONMMUG067040.1,l17429
NONMMUG067041.1,l17430
NONMMUG067042.1,l17431
NONMMUG067043.1,l17432
NONMMUG067044.1,l17433
NONMMUG067045.1,l17434
NONMMUG067046.1,l17435
NONMMUG067047.1,l17436
NONMMUG067048.1,l17437
NONMMUG067049.1,l17438
NONMMUG023263.2,l17439
NONMMUG023264.2,l17440
NONMMUG021899.2,l17441
NONMMUG023265.2,l17442
NONMMUG021900.2,l17443
NONMMUG021901.2,l17444
NONMMUG067050.1,l17445
NONMMUG023268.2,l17446
NONMMUG023271.2,l17447
NONMMUG023269.2,l17448
NONMMUG021902.2,l17449
NONMMUG023270.2,l17450
NONMMUG066609.1,l17451
NONMMUG021903.2,l17452
NONMMUG021904.2,l17453
NONMMUG021905.2,l17454
NONMMUG023276.2,l17455
NONMMUG023277.2,l17456
NONMMUG023279.2,l17457
NONMMUG023280.2,l17458
NONMMUG023281.2,l17459
NONMMUG023282.2,l17460
NONMMUG023283.2,l17461
NONMMUG023284.2,l17462
NONMMUG023278.2,l17463
NONMMUG021906.2,l17464
NONMMUG023285.2,l17465
NONMMUG021907.2,l17466
NONMMUG021908.2,l17467
NONMMUG092397.1,l17468
NONMMUG021909.2,l17469
NONMMUG023292.2,l17470
NONMMUG023299.2,l17471
NONMMUG023301.2,l17472
NONMMUG092404.1,l17473
NONMMUG023306.2,l17474
NONMMUG023308.2,l17475
NONMMUG023309.2,l17476
NONMMUG023310.2,l17477
NONMMUG023311.2,l17478
NONMMUG023312.2,l17479
NONMMUG023313.2,l17480
NONMMUG023314.2,l17481
NONMMUG021910.2,l17482
NONMMUG023315.2,l17483
NONMMUG021911.2,l17484
NONMMUG023316.2,l17485
NONMMUG021912.2,l17486
NONMMUG023318.2,l17487
NONMMUG023319.2,l17488
NONMMUG068273.1,l17489
NONMMUG023321.2,l17490
NONMMUG023325.2,l17491
NONMMUG023328.2,l17492
NONMMUG021913.2,l17493
NONMMUG021914.2,l17494
NONMMUG021915.2,l17495
NONMMUG023331.2,l17496
NONMMUG023332.2,l17497
NONMMUG023333.2,l17498
NONMMUG068278.1,l17499
NONMMUG023341.2,l17500
NONMMUG092120.1,l17501
NONMMUG023343.2,l17502
NONMMUG023345.2,l17503
NONMMUG023347.2,l17504
NONMMUG023348.2,l17505
NONMMUG023349.2,l17506
NONMMUG023351.2,l17507
NONMMUG023352.2,l17508
NONMMUG067063.1,l17509
NONMMUG023353.2,l17510
NONMMUG023354.2,l17511
NONMMUG023356.2,l17512
NONMMUG023357.2,l17513
NONMMUG023359.2,l17514
NONMMUG068280.2,l17515
NONMMUG023361.2,l17516
NONMMUG023362.2,l17517
NONMMUG023363.2,l17518
NONMMUG068281.1,l17519
NONMMUG023365.2,l17520
NONMMUG068283.1,l17521
NONMMUG023366.2,l17522
NONMMUG021916.2,l17523
NONMMUG092122.1,l17524
NONMMUG023367.2,l17525
NONMMUG023369.2,l17526
NONMMUG023370.2,l17527
NONMMUG067918.1,l17528
NONMMUG021917.2,l17529
NONMMUG023372.2,l17530
NONMMUG023374.2,l17531
NONMMUG023375.2,l17532
NONMMUG023376.2,l17533
NONMMUG023373.2,l17534
NONMMUG023377.2,l17535
NONMMUG023378.2,l17536
NONMMUG023380.2,l17537
NONMMUG023383.2,l17538
NONMMUG023385.2,l17539
NONMMUG023393.2,l17540
NONMMUG023394.3,l17541
NONMMUG068294.2,l17542
NONMMUG023395.2,l17543
NONMMUG023396.2,l17544
NONMMUG092126.1,l17545
NONMMUG023397.2,l17546
NONMMUG023398.2,l17547
NONMMUG096693.1,l17548
NONMMUG023401.2,l17549
NONMMUG023402.2,l17550
NONMMUG066611.1,l17551
NONMMUG023408.2,l17552
NONMMUG023409.2,l17553
NONMMUG023410.2,l17554
NONMMUG023411.2,l17555
NONMMUG023412.2,l17556
NONMMUG023413.3,l17557
NONMMUG023414.2,l17558
NONMMUG023415.2,l17559
NONMMUG067084.1,l17560
NONMMUG023417.2,l17561
