NoncodeGeneID,tarName
NONMMUG028459.2,Tdp43
NONMMUG028459.2,Fus
NONMMUG029740.2,Tdp43
NONMMUG029740.2,RFOX2
NONMMUG029740.2,FMRP
NONMMUG029740.2,Fus
NONMMUG029740.2,Ptbp2
NONMMUG029740.2,FMR1
NONMMUG029740.2,VIGLN
NONMMUG029740.2,PABP1
NONMMUG029740.2,Pou5f1
NONMMUG029740.2,QKI
NONMMUG029740.2,JARID2
NONMMUG029740.2,Elavl1
NONMMUG029740.2,SUZ12
NONMMUG029740.2,TYY1
NONMMUG029740.2,KPYM
NONMMUG028460.2,Mbnl1
NONMMUG028460.2,Fus
NONMMUG028460.2,Tdp43
NONMMUG029741.2,Tdp43
NONMMUG028461.2,Fus
NONMMUG028461.2,Tdp43
NONMMUG028461.2,Celf1
NONMMUG029745.2,Tdp43
NONMMUG029747.2,Tdp43
NONMMUG029747.2,Fus
NONMMUG073321.1,Mbnl1
NONMMUG073321.1,Rbfox3
NONMMUG028462.3,Fus
NONMMUG028462.3,Tdp43
NONMMUG028465.3,Fus
NONMMUG029753.2,JARID2
NONMMUG029753.2,Upf1
NONMMUG029753.2,PABPC1
NONMMUG029753.2,FMRP
NONMMUG029754.2,Upf1
NONMMUG029756.3,Tdp43
NONMMUG029756.3,Fus
NONMMUG029756.3,FMRP
NONMMUG029757.2,Tdp43
NONMMUG029758.2,Upf1
NONMMUG029758.2,Fus
NONMMUG029758.2,Tdp43
NONMMUG029760.2,Tdp43
NONMMUG029760.2,Fus
NONMMUG029761.2,Fus
NONMMUG028468.2,Tardbp
NONMMUG028468.2,Tdp43
NONMMUG028468.2,Fus
NONMMUG029765.2,Fus
NONMMUG029765.2,FMRP
NONMMUG029765.2,Tdp43
NONMMUG029766.2,Tdp43
NONMMUG029766.2,Fus
NONMMUG029766.2,FMRP
NONMMUG029767.2,Fus
NONMMUG029767.2,Tdp43
NONMMUG029768.2,Tdp43
NONMMUG029768.2,Fus
NONMMUG029769.2,Fus
NONMMUG029769.2,Tdp43
NONMMUG072299.1,Tdp43
NONMMUG072299.1,RFOX2
NONMMUG029770.2,Tdp43
NONMMUG029770.2,RFOX2
NONMMUG028469.2,Celf1
NONMMUG028469.2,Fus
NONMMUG028469.2,Tdp43
NONMMUG029773.2,Mbnl1
NONMMUG029773.2,Celf1
NONMMUG029773.2,Tdp43
NONMMUG029773.2,Fus
NONMMUG029774.2,Tdp43
NONMMUG029774.2,Fus
NONMMUG029775.2,Fus
NONMMUG029775.2,Tdp43
NONMMUG029776.2,Upf1
NONMMUG029776.2,Fus
NONMMUG029776.2,Tdp43
NONMMUG029778.2,Tdp43
NONMMUG029778.2,Fus
NONMMUG029779.2,Tdp43
NONMMUG029779.2,Fus
NONMMUG029780.2,Fus
NONMMUG029780.2,Tdp43
NONMMUG029781.2,Fus
NONMMUG029781.2,Tdp43
NONMMUG029784.2,Fus
NONMMUG029784.2,Tdp43
NONMMUG029784.2,Tardbp
NONMMUG029784.2,FMRP
NONMMUG029784.2,Celf1
NONMMUG029785.2,Fus
NONMMUG029785.2,Tdp43
NONMMUG029785.2,Tardbp
NONMMUG029785.2,FMRP
NONMMUG029786.2,Tdp43
NONMMUG029786.2,Fus
NONMMUG029786.2,FMRP
NONMMUG029786.2,Celf1
NONMMUG029787.2,Tdp43
NONMMUG029787.2,Fus
NONMMUG029789.2,Fus
NONMMUG029791.2,Fus
NONMMUG029793.2,Fus
NONMMUG029793.2,Tdp43
NONMMUG029793.2,FMRP
NONMMUG029794.2,Tdp43
NONMMUG029794.2,Fus
NONMMUG029798.2,Upf1
NONMMUG029805.2,Upf1
NONMMUG029806.2,Upf1
NONMMUG072302.1,Upf1
NONMMUG029807.2,Upf1
NONMMUG029807.2,Elavl1
NONMMUG029807.2,MSI2H
NONMMUG029807.2,RBM10
NONMMUG029807.2,TYY1
NONMMUG029807.2,Pou5f1
NONMMUG029807.2,RFOX2
NONMMUG029807.2,QKI
NONMMUG028470.2,Tdp43
NONMMUG029808.3,RFOX2
NONMMUG029808.3,Upf1
NONMMUG029808.3,Pou5f1
NONMMUG029808.3,VIGLN
NONMMUG029808.3,TYY1
NONMMUG093430.1,Pou5f1
NONMMUG093430.1,VIGLN
NONMMUG029810.2,Tdp43
NONMMUG029812.2,PABP1
NONMMUG029812.2,RFOX2
NONMMUG029812.2,QKI
NONMMUG029812.2,TYY1
NONMMUG029812.2,Pou5f1
NONMMUG029812.2,FMR1
NONMMUG029812.2,VIGLN
NONMMUG073340.1,FMR1
NONMMUG073340.1,TYY1
NONMMUG073340.1,Pou5f1
NONMMUG073340.1,VIGLN
NONMMUG073340.1,RFOX2
NONMMUG029813.3,Tdp43
NONMMUG029813.3,RBM10
NONMMUG029813.3,SFPQ
NONMMUG029813.3,RFOX2
NONMMUG029813.3,VIGLN
NONMMUG029813.3,PABP1
NONMMUG029813.3,TYY1
NONMMUG029813.3,Pou5f1
NONMMUG029813.3,FMR1
NONMMUG029813.3,Upf1
NONMMUG029813.3,KPYM
NONMMUG029818.2,FMRP
NONMMUG029818.2,Fus
NONMMUG029822.2,Upf1
NONMMUG029824.2,Tdp43
NONMMUG029825.2,Upf1
NONMMUG029825.2,Fus
NONMMUG029825.2,Tdp43
NONMMUG073353.1,Fus
NONMMUG073353.1,Tdp43
NONMMUG073353.1,Upf1
NONMMUG029826.2,Upf1
NONMMUG029826.2,Fus
NONMMUG029826.2,Tdp43
NONMMUG029826.2,FMRP
NONMMUG029827.2,Fus
NONMMUG029827.2,Tdp43
NONMMUG029828.2,Fus
NONMMUG029828.2,Tdp43
NONMMUG029829.2,Upf1
NONMMUG029829.2,Fus
NONMMUG029829.2,Tdp43
NONMMUG029830.2,Tardbp
NONMMUG029830.2,Fus
NONMMUG029830.2,Tdp43
NONMMUG029831.2,Tdp43
NONMMUG029831.2,Fus
NONMMUG029832.2,Fus
NONMMUG029832.2,Tdp43
NONMMUG029835.2,RFOX2
NONMMUG029836.2,RFOX2
NONMMUG029841.2,Tdp43
NONMMUG029841.2,Ptbp2
NONMMUG029841.2,TTP
NONMMUG029841.2,PABP1
NONMMUG029841.2,RFOX2
NONMMUG028476.2,Tdp43
NONMMUG028476.2,Fus
NONMMUG028477.2,Tdp43
NONMMUG028477.2,Fus
NONMMUG028477.2,SFPQ
NONMMUG028478.2,Fus
NONMMUG028478.2,Tdp43
NONMMUG028478.2,FMRP
NONMMUG028478.2,SFPQ
NONMMUG028478.2,-
NONMMUG028478.2,TYY1
NONMMUG028478.2,Pou5f1
NONMMUG028478.2,RFOX2
NONMMUG028479.2,Fus
NONMMUG028479.2,Tdp43
NONMMUG028480.2,Fus
NONMMUG028480.2,Tdp43
NONMMUG029850.2,PABP1
NONMMUG029850.2,Upf1
NONMMUG029850.2,Tdp43
NONMMUG029850.2,Elavl1
NONMMUG029850.2,VIGLN
NONMMUG029850.2,RFOX2
NONMMUG029850.2,FMR1
NONMMUG029850.2,TYY1
NONMMUG029850.2,Pou5f1
NONMMUG029850.2,FMRP
NONMMUG029850.2,RBM10
NONMMUG029850.2,KPYM
NONMMUG029850.2,Rbfox3
NONMMUG029850.2,Ptbp2
NONMMUG029850.2,DAZL
NONMMUG029850.2,QKI
NONMMUG029850.2,AGO2
NONMMUG029850.2,AGO4
NONMMUG029850.2,AGO1
NONMMUG029850.2,Fus
NONMMUG029850.2,SUZ12
NONMMUG029850.2,TTP
NONMMUG072316.1,RFOX2
NONMMUG072316.1,PABP1
NONMMUG073358.1,TYY1
NONMMUG029851.2,DAZL
NONMMUG029851.2,Elavl1
NONMMUG073360.1,AGO2
NONMMUG073360.1,AGO4
NONMMUG073360.1,AGO1
NONMMUG073360.1,Ptbp2
NONMMUG028481.2,Fus
NONMMUG028481.2,Tdp43
NONMMUG028481.2,VIGLN
NONMMUG028481.2,TTP
NONMMUG028481.2,SFPQ
NONMMUG072317.1,RFOX2
NONMMUG072317.1,TYY1
NONMMUG072317.1,Pou5f1
NONMMUG072317.1,KPYM
NONMMUG072317.1,VIGLN
NONMMUG072317.1,FMR1
NONMMUG072317.1,Elavl1
NONMMUG072317.1,SUZ12
NONMMUG072317.1,PABP1
NONMMUG029854.2,Upf1
NONMMUG029854.2,Tdp43
NONMMUG029854.2,Fus
NONMMUG029854.2,RFOX2
NONMMUG029854.2,JARID2
NONMMUG029854.2,SFPQ
NONMMUG029854.2,TYY1
NONMMUG028483.2,Upf1
NONMMUG028483.2,FMRP
NONMMUG028483.2,Fus
NONMMUG028483.2,Tdp43
NONMMUG028483.2,Celf1
NONMMUG028484.2,Upf1
NONMMUG028484.2,Fus
NONMMUG028484.2,FMRP
NONMMUG028484.2,Tdp43
NONMMUG029856.2,Upf1
NONMMUG029856.2,Fus
NONMMUG029856.2,Tdp43
NONMMUG029857.2,Fus
NONMMUG029858.2,Upf1
NONMMUG029858.2,Fus
NONMMUG029858.2,Tdp43
NONMMUG029859.2,FMRP
NONMMUG029859.2,Tdp43
NONMMUG072318.1,Tdp43
NONMMUG029860.2,Tdp43
NONMMUG029862.2,Fus
NONMMUG029862.2,Tdp43
NONMMUG029863.2,JARID2
NONMMUG029863.2,Upf1
NONMMUG029863.2,Fus
NONMMUG029863.2,Celf1
NONMMUG029863.2,Tdp43
NONMMUG029864.2,Nova1
NONMMUG029864.2,Tdp43
NONMMUG029864.2,Fus
NONMMUG029864.2,Celf1
NONMMUG029865.2,Tdp43
NONMMUG029865.2,Ptbp2
NONMMUG029865.2,RFOX2
NONMMUG029865.2,Pou5f1
NONMMUG029865.2,Elavl1
NONMMUG029865.2,QKI
NONMMUG029866.2,RFOX2
NONMMUG029866.2,FMR1
NONMMUG029866.2,KPYM
NONMMUG029866.2,PABP1
NONMMUG029866.2,TYY1
NONMMUG029866.2,Pou5f1
NONMMUG029868.3,Upf1
NONMMUG029868.3,Tdp43
NONMMUG029868.3,Fus
NONMMUG029868.3,SFPQ
NONMMUG029868.3,TIA1
NONMMUG029868.3,RFOX2
NONMMUG029868.3,VIGLN
NONMMUG029868.3,Pou5f1
NONMMUG029868.3,FMRP
NONMMUG029868.3,TYY1
NONMMUG029868.3,Elavl1
NONMMUG029868.3,AGO2
NONMMUG029868.3,AGO4
NONMMUG029868.3,AGO1
NONMMUG029868.3,FMR1
NONMMUG093167.1,Fus
NONMMUG029869.2,Fus
NONMMUG029869.2,RFOX2
NONMMUG029869.2,AGO2
NONMMUG029869.2,AGO4
NONMMUG029869.2,AGO1
NONMMUG029869.2,TYY1
NONMMUG073368.1,Fus
NONMMUG073368.1,Tdp43
NONMMUG073368.1,RFOX2
NONMMUG073368.1,TYY1
NONMMUG073368.1,Pou5f1
NONMMUG072320.1,RFOX2
NONMMUG072321.1,Fus
NONMMUG072321.1,Tdp43
NONMMUG029870.2,Fus
NONMMUG029870.2,Tdp43
NONMMUG029870.2,Upf1
NONMMUG029871.2,Pou5f1
NONMMUG029871.2,RFOX2
NONMMUG029871.2,AGO2
NONMMUG073369.1,Pou5f1
NONMMUG073369.1,RFOX2
NONMMUG073369.1,AGO2
NONMMUG028485.2,Upf1
NONMMUG028485.2,Fus
NONMMUG028485.2,Tdp43
NONMMUG029873.2,Pou5f1
NONMMUG029873.2,RFOX2
NONMMUG072322.1,Upf1
NONMMUG072322.1,Fus
NONMMUG072322.1,Tdp43
NONMMUG028486.2,Celf1
NONMMUG028486.2,Tdp43
NONMMUG028486.2,Fus
NONMMUG029879.2,Tdp43
NONMMUG029880.2,Upf1
NONMMUG029880.2,Fus
NONMMUG029880.2,Tdp43
NONMMUG093169.1,Upf1
NONMMUG093169.1,Mbnl1
NONMMUG093169.1,Fus
NONMMUG093169.1,Tdp43
NONMMUG093169.1,Celf1
NONMMUG093169.1,FMRP
NONMMUG028487.2,Fus
NONMMUG028487.2,Tdp43
NONMMUG028487.2,Celf1
NONMMUG029889.2,Tdp43
NONMMUG029889.2,Fus
NONMMUG029889.2,FMRP
NONMMUG072324.1,Tdp43
NONMMUG072324.1,Fus
NONMMUG029891.2,Tdp43
NONMMUG029892.2,Tdp43
NONMMUG029892.2,Fus
NONMMUG029893.2,Fus
NONMMUG028489.3,Fus
NONMMUG028489.3,FMRP
NONMMUG028489.3,SFPQ
NONMMUG028489.3,RFOX2
NONMMUG028489.3,PABP1
NONMMUG028489.3,Rbfox3
NONMMUG028489.3,Tdp43
NONMMUG028489.3,VIGLN
NONMMUG029895.2,Tdp43
NONMMUG029896.2,RFOX2
NONMMUG029896.2,VIGLN
NONMMUG029897.2,Tdp43
NONMMUG029897.2,Fus
NONMMUG029899.2,Upf1
NONMMUG029899.2,Fus
NONMMUG029899.2,Tdp43
NONMMUG072819.1,Tdp43
NONMMUG029900.2,Fus
NONMMUG029900.2,Tdp43
NONMMUG029901.2,Fus
NONMMUG029901.2,Tdp43
NONMMUG029902.2,Fus
NONMMUG029903.2,Fus
NONMMUG029903.2,Tdp43
NONMMUG029904.2,Tardbp
NONMMUG029904.2,Fus
NONMMUG029904.2,Tdp43
NONMMUG029904.2,Celf1
NONMMUG029905.2,Tdp43
NONMMUG029905.2,Fus
NONMMUG029905.2,FMRP
NONMMUG029905.2,Celf1
NONMMUG029906.2,Fus
NONMMUG029906.2,Tdp43
NONMMUG029907.2,Fus
NONMMUG029907.2,Tdp43
NONMMUG029908.2,Tdp43
NONMMUG029908.2,Fus
NONMMUG029909.2,Celf1
NONMMUG029909.2,Fus
NONMMUG029909.2,Tdp43
NONMMUG029910.2,Celf1
NONMMUG029910.2,Tdp43
NONMMUG029910.2,Fus
NONMMUG029910.2,FMRP
NONMMUG029913.2,RFOX2
NONMMUG029915.2,Tdp43
NONMMUG029916.2,Tdp43
NONMMUG029917.2,Fus
NONMMUG029917.2,Tdp43
NONMMUG029920.2,FMRP
NONMMUG029921.2,Upf1
NONMMUG029921.2,Fus
NONMMUG029921.2,Tdp43
NONMMUG029922.2,Fus
NONMMUG029925.2,Upf1
NONMMUG029925.2,SFPQ
NONMMUG029929.2,Upf1
NONMMUG029929.2,Fus
NONMMUG029929.2,Tdp43
NONMMUG029931.2,Fus
NONMMUG029931.2,Tdp43
NONMMUG029931.2,PABP1
NONMMUG029931.2,SFPQ
NONMMUG029931.2,TIA1
NONMMUG029932.2,QKI
NONMMUG029932.2,Pou5f1
NONMMUG029933.2,Fus
NONMMUG029934.2,Fus
NONMMUG029934.2,Celf1
NONMMUG073412.1,Fus
NONMMUG073412.1,Tdp43
NONMMUG029935.2,Fus
NONMMUG029935.2,Tdp43
NONMMUG029936.2,Fus
NONMMUG029936.2,Tdp43
NONMMUG029937.2,Upf1
NONMMUG029937.2,Tdp43
NONMMUG029937.2,Fus
NONMMUG072337.2,Fus
NONMMUG072337.2,Tdp43
NONMMUG029942.2,TYY1
NONMMUG029942.2,Pou5f1
NONMMUG093440.1,Upf1
NONMMUG029944.2,Upf1
NONMMUG029945.2,Upf1
NONMMUG029947.2,TYY1
NONMMUG029947.2,Pou5f1
NONMMUG029947.2,RFOX2
NONMMUG029947.2,VIGLN
NONMMUG029947.2,Upf1
NONMMUG029947.2,TTP
NONMMUG029948.2,Upf1
NONMMUG029948.2,Fus
NONMMUG093173.1,Tdp43
NONMMUG093173.1,Fus
NONMMUG029949.2,Fus
NONMMUG029951.2,Tdp43
NONMMUG029952.2,Cpsf6
NONMMUG093441.1,Tdp43
NONMMUG029953.2,Fus
NONMMUG072349.1,Mbnl1
NONMMUG072349.1,Tdp43
NONMMUG072349.1,Fus
NONMMUG072349.1,Celf1
NONMMUG073417.1,Mbnl1
NONMMUG073417.1,Tdp43
NONMMUG073417.1,Fus
NONMMUG073417.1,Celf1
NONMMUG029954.2,Mbnl1
NONMMUG029954.2,Tdp43
NONMMUG029954.2,Fus
NONMMUG029954.2,Celf1
NONMMUG029955.2,Fus
NONMMUG029955.2,Tdp43
NONMMUG029955.2,Celf1
NONMMUG029955.2,FMRP
NONMMUG033092.2,Fus
NONMMUG033092.2,Tdp43
NONMMUG033092.2,FMRP
NONMMUG033092.2,SFPQ
NONMMUG033092.2,RFOX2
NONMMUG033092.2,DAZL
NONMMUG033092.2,TIA1
NONMMUG074559.1,Fus
NONMMUG074559.1,Tdp43
NONMMUG074560.1,Upf1
NONMMUG074560.1,Tdp43
NONMMUG074560.1,Fus
NONMMUG033094.3,Upf1
NONMMUG033094.3,Tdp43
NONMMUG033096.2,Tdp43
NONMMUG033097.2,Tdp43
NONMMUG033100.2,JARID2
NONMMUG033100.2,Upf1
NONMMUG033100.2,Fus
NONMMUG033100.2,Tdp43
NONMMUG033102.2,JARID2
NONMMUG033102.2,Upf1
NONMMUG033102.2,Rbfox3
NONMMUG033102.2,Cpsf6
NONMMUG033102.2,Coilin
NONMMUG033102.2,PKR
NONMMUG033102.2,Fus
NONMMUG033102.2,Tdp43
NONMMUG033102.2,PABP1
NONMMUG033102.2,RBM10
NONMMUG033102.2,TIA1
NONMMUG033102.2,KPYM
NONMMUG033102.2,SFPQ
NONMMUG033102.2,TTP
NONMMUG033102.2,FMR1
NONMMUG033102.2,RFOX2
NONMMUG033102.2,AGO2
NONMMUG033102.2,AGO4
NONMMUG033102.2,AGO1
NONMMUG033102.2,SUZ12
NONMMUG033102.2,Pou5f1
NONMMUG033102.2,TYY1
NONMMUG033102.2,MSI2H
NONMMUG033102.2,-
NONMMUG033103.2,Upf1
NONMMUG033103.2,Tdp43
NONMMUG033104.2,Tdp43
NONMMUG033108.2,Fus
NONMMUG033108.2,Tdp43
NONMMUG033108.2,TIA1
NONMMUG033108.2,SFPQ
NONMMUG033108.2,RFOX2
NONMMUG033108.2,AGO2
NONMMUG033108.2,AGO4
NONMMUG033108.2,AGO1
NONMMUG094068.1,Fus
NONMMUG094068.1,PABPC1
NONMMUG094068.1,Tdp43
NONMMUG033111.2,Fus
NONMMUG033115.2,Fus
NONMMUG033115.2,Tdp43
NONMMUG033115.2,VIGLN
NONMMUG033115.2,SFPQ
NONMMUG033115.2,RFOX2
NONMMUG075808.1,Fus
NONMMUG075808.1,Tdp43
NONMMUG075809.1,Tdp43
NONMMUG075810.1,Tdp43
NONMMUG075814.1,Tdp43
NONMMUG075814.1,Fus
NONMMUG033116.2,Upf1
NONMMUG033122.2,Tdp43
NONMMUG033124.2,Tdp43
NONMMUG033128.3,Tdp43
NONMMUG033129.2,Tdp43
NONMMUG033130.2,Tardbp
NONMMUG033130.2,Tdp43
NONMMUG033130.2,Fus
NONMMUG033131.2,Upf1
NONMMUG033131.2,Fus
NONMMUG033132.2,JARID2
NONMMUG033132.2,Upf1
NONMMUG033132.2,Fus
NONMMUG033132.2,Tdp43
NONMMUG033132.2,FMRP
NONMMUG033132.2,Celf1
NONMMUG033133.2,JARID2
NONMMUG033133.2,Upf1
NONMMUG033133.2,Fus
NONMMUG033133.2,PABPC1
NONMMUG033133.2,Tdp43
NONMMUG033133.2,FMRP
NONMMUG033134.2,Fus
NONMMUG033134.2,Tdp43
NONMMUG033134.2,Ezh2
NONMMUG033134.2,Ptbp2
NONMMUG033134.2,SFPQ
NONMMUG033134.2,RFOX2
NONMMUG033134.2,Celf1
NONMMUG033134.2,FMRP
NONMMUG033134.2,TIA1
NONMMUG033134.2,AGO2
NONMMUG033134.2,AGO4
NONMMUG033134.2,AGO1
NONMMUG033134.2,TYY1
NONMMUG033135.2,Fus
NONMMUG033135.2,FMRP
NONMMUG033135.2,Tdp43
NONMMUG031751.2,Upf1
NONMMUG031751.2,FMRP
NONMMUG033136.2,Upf1
NONMMUG033136.2,Fus
NONMMUG033136.2,FMRP
NONMMUG033137.2,FMRP
NONMMUG033137.2,Fus
NONMMUG033137.2,Tdp43
NONMMUG033138.2,Fus
NONMMUG033138.2,Celf1
NONMMUG033138.2,Tdp43
NONMMUG033141.2,Tdp43
NONMMUG033141.2,Fus
NONMMUG074639.1,Tdp43
NONMMUG075826.1,Fus
NONMMUG033146.2,Tdp43
NONMMUG033147.2,Fus
NONMMUG075828.1,Rbfox3
NONMMUG075828.1,Tdp43
NONMMUG075828.1,Fus
NONMMUG075828.1,Celf1
NONMMUG033148.2,Fus
NONMMUG033148.2,Tdp43
NONMMUG033149.2,Tdp43
NONMMUG033149.2,Fus
NONMMUG033150.2,Fus
NONMMUG074646.1,Fus
NONMMUG074646.1,Tdp43
NONMMUG033152.2,Fus
NONMMUG033152.2,Tdp43
NONMMUG033152.2,FMRP
NONMMUG033153.2,Fus
NONMMUG033153.2,Tdp43
NONMMUG033154.2,Tdp43
NONMMUG033154.2,Fus
NONMMUG033155.2,Fus
NONMMUG033155.2,Tdp43
NONMMUG033157.2,Fus
NONMMUG033157.2,Tdp43
NONMMUG033157.2,Tardbp
NONMMUG033158.2,Fus
NONMMUG033158.2,Tdp43
NONMMUG033159.2,Upf1
NONMMUG033159.2,Tdp43
NONMMUG033161.2,Tdp43
NONMMUG033165.2,Upf1
NONMMUG033165.2,Tdp43
NONMMUG033165.2,FMRP
NONMMUG033166.2,Fus
NONMMUG033170.2,Upf1
NONMMUG033170.2,Fus
NONMMUG033170.2,Tdp43
NONMMUG033171.2,Upf1
NONMMUG033171.2,Tdp43
NONMMUG033171.2,Fus
NONMMUG033171.2,Celf1
NONMMUG033173.2,Fus
NONMMUG033173.2,PABPC1
NONMMUG033177.2,Upf1
NONMMUG033177.2,PABPC1
NONMMUG033177.2,Celf1
NONMMUG033177.2,Fus
NONMMUG033177.2,Tdp43
NONMMUG075839.1,Tdp43
NONMMUG075839.1,Fus
NONMMUG033178.2,Tdp43
NONMMUG033178.2,Fus
NONMMUG033178.2,PABPC1
NONMMUG033180.2,Fus
NONMMUG033180.2,Tdp43
NONMMUG033180.2,FMRP
NONMMUG033180.2,Celf1
NONMMUG033180.2,RFOX2
NONMMUG033180.2,-
NONMMUG033180.2,AGO2
NONMMUG033180.2,VIGLN
NONMMUG033182.2,Upf1
NONMMUG033182.2,Mbnl1
NONMMUG033183.2,Tdp43
NONMMUG033183.2,Fus
NONMMUG075846.1,Upf1
NONMMUG075846.1,Tardbp
NONMMUG075846.1,Fus
NONMMUG075846.1,Tdp43
NONMMUG033184.2,Fus
NONMMUG033184.2,Tdp43
NONMMUG093742.1,Upf1
NONMMUG093742.1,Fus
NONMMUG033185.2,Upf1
NONMMUG033185.2,Fus
NONMMUG033185.2,Tdp43
NONMMUG033185.2,SFPQ
NONMMUG033185.2,RFOX2
NONMMUG033185.2,TIA1
NONMMUG033185.2,Ptbp2
NONMMUG033185.2,AGO2
NONMMUG033185.2,AGO4
NONMMUG033185.2,AGO1
NONMMUG033185.2,RBM10
NONMMUG033185.2,FMRP
NONMMUG033185.2,PABP1
NONMMUG033185.2,DAZL
NONMMUG033185.2,TTP
NONMMUG033186.2,Ptbp2
NONMMUG033187.2,Upf1
NONMMUG033187.2,Fus
NONMMUG033187.2,Tdp43
NONMMUG033187.2,FMRP
NONMMUG033188.2,Fus
NONMMUG033188.2,Tdp43
NONMMUG033189.2,Upf1
NONMMUG033189.2,Tdp43
NONMMUG033189.2,Fus
NONMMUG033189.2,FMRP
NONMMUG074657.1,Upf1
NONMMUG074657.1,Fus
NONMMUG074657.1,Tdp43
NONMMUG074658.1,Fus
NONMMUG074659.1,Fus
NONMMUG074661.1,Fus
NONMMUG074664.1,Fus
NONMMUG074664.1,FMRP
NONMMUG033190.2,Fus
NONMMUG033190.2,Tdp43
NONMMUG031752.2,Tdp43
NONMMUG031752.2,Upf1
NONMMUG033194.2,QKI
NONMMUG033197.2,Nova1
NONMMUG033197.2,Fus
NONMMUG033197.2,FMRP
NONMMUG033197.2,Tdp43
NONMMUG033198.2,Nova1
NONMMUG033198.2,Fus
NONMMUG033198.2,FMRP
NONMMUG033198.2,Tdp43
NONMMUG033201.2,Tdp43
NONMMUG033203.2,Upf1
NONMMUG033203.2,Fus
NONMMUG033203.2,SFPQ
NONMMUG033203.2,TTP
NONMMUG033203.2,Elavl1
NONMMUG033203.2,SUZ12
NONMMUG033203.2,VIGLN
NONMMUG033203.2,RBM10
NONMMUG033203.2,KPYM
NONMMUG033204.2,Fus
NONMMUG033205.2,Fus
NONMMUG033205.2,Tdp43
NONMMUG033211.2,Upf1
NONMMUG033212.2,Upf1
NONMMUG033212.2,Fus
NONMMUG033213.2,Upf1
NONMMUG033213.2,Tdp43
NONMMUG033213.2,FMRP
NONMMUG033213.2,Fus
NONMMUG033213.2,Elavl1
NONMMUG033213.2,PABP1
NONMMUG033213.2,Pou5f1
NONMMUG093746.1,Tdp43
NONMMUG093746.1,Fus
NONMMUG033216.2,Upf1
NONMMUG033216.2,Fus
NONMMUG033216.2,Tdp43
NONMMUG033216.2,Ezh2
NONMMUG033218.2,Upf1
NONMMUG033218.2,Tardbp
NONMMUG033218.2,Fus
NONMMUG033218.2,Tdp43
NONMMUG033220.2,Tardbp
NONMMUG033220.2,Tdp43
NONMMUG033221.2,Tdp43
NONMMUG033222.2,Tdp43
NONMMUG033228.2,Tdp43
NONMMUG033230.2,RFOX2
NONMMUG074698.1,RFOX2
NONMMUG074698.1,Pou5f1
NONMMUG074698.1,TYY1
NONMMUG033231.3,Tdp43
NONMMUG033231.3,Fus
NONMMUG033231.3,Upf1
NONMMUG033231.3,JARID2
NONMMUG033231.3,FMRP
NONMMUG033231.3,Celf1
NONMMUG033231.3,Mbnl3
NONMMUG033231.3,Mbnl1
NONMMUG033231.3,Ezh2
NONMMUG033232.2,Tdp43
NONMMUG033232.2,Fus
NONMMUG074700.1,Fus
NONMMUG074700.1,Tdp43
NONMMUG033233.2,Fus
NONMMUG033234.2,JARID2
NONMMUG033234.2,Upf1
NONMMUG033234.2,Fus
NONMMUG033234.2,Tdp43
NONMMUG033235.2,Fus
NONMMUG033235.2,Tdp43
NONMMUG075875.1,Fus
NONMMUG075875.1,Tdp43
NONMMUG033243.2,Celf1
NONMMUG033243.2,Tdp43
NONMMUG033243.2,Fus
NONMMUG033244.2,Fus
NONMMUG033244.2,Tdp43
NONMMUG033245.2,Fus
NONMMUG033245.2,Tdp43
NONMMUG033246.2,Tdp43
NONMMUG033246.2,Fus
NONMMUG033250.2,Fus
NONMMUG033250.2,Tdp43
NONMMUG074704.1,Tdp43
NONMMUG074704.1,Fus
NONMMUG074705.1,Fus
NONMMUG033251.2,Tdp43
NONMMUG033251.2,Fus
NONMMUG033252.2,Tdp43
NONMMUG033252.2,Fus
NONMMUG033252.2,RFOX2
NONMMUG033252.2,Pou5f1
NONMMUG033252.2,FMRP
NONMMUG033252.2,Ptbp2
NONMMUG033252.2,PABP1
NONMMUG033252.2,DAZL
NONMMUG033253.2,Upf1
NONMMUG033253.2,Fus
NONMMUG033253.2,Tdp43
NONMMUG033253.2,FMRP
NONMMUG033258.2,Tdp43
NONMMUG033258.2,Fus
NONMMUG033258.2,PABP1
NONMMUG033259.2,Tdp43
NONMMUG075880.1,Fus
NONMMUG075880.1,Ezh2
NONMMUG033260.2,Fus
NONMMUG033260.2,Ezh2
NONMMUG033262.2,PABP1
NONMMUG033262.2,Fus
NONMMUG033262.2,Ptbp2
NONMMUG033262.2,RFOX2
NONMMUG033262.2,SFPQ
NONMMUG033262.2,Upf1
NONMMUG033262.2,Tdp43
NONMMUG033262.2,Pou5f1
NONMMUG033262.2,TYY1
NONMMUG033265.2,FMR1
NONMMUG033265.2,RFOX2
NONMMUG033266.2,Tardbp
NONMMUG033266.2,Fus
NONMMUG033266.2,Tdp43
NONMMUG033267.2,Upf1
NONMMUG033267.2,Mbnl1
NONMMUG033267.2,Fus
NONMMUG033267.2,FMRP
NONMMUG033267.2,Tdp43
NONMMUG033268.2,Fus
NONMMUG033268.2,Tdp43
NONMMUG074708.1,Fus
NONMMUG094077.1,Upf1
NONMMUG094077.1,Mbnl3
NONMMUG094077.1,Mbnl1
NONMMUG094077.1,Coilin
NONMMUG094077.1,PKR
NONMMUG094077.1,Fus
