NoncodeGeneID,LncbookGeneID,l_ID
NONHSAG077417.1,HSALNG0015551,l05084
NONHSAG077418.1,HSALNG0015552,l05085
-,HSALNG0015553,l05086
-,HSALNG0015554,l05087
-,HSALNG0015555,l05088
-,HSALNG0015556,l05089
NONHSAG077421.1,HSALNG0015557,l05090
-,HSALNG0015558,l05091
NONHSAG078761.1,HSALNG0015559,l05092
-,HSALNG0146492,l05093
NONHSAG077422.1,HSALNG0015560,l05094
NONHSAG077423.1,HSALNG0015561,l05095
NONHSAG078763.1,HSALNG0015563,l05096
-,HSALNG0015564,l05097
NONHSAG078764.1,HSALNG0015566,l05098
-,HSALNG0015570,l05099
NONHSAG028014.2,HSALNG0015571,l05100
NONHSAG028016.2,HSALNG0015576,l05101
NONHSAG028017.2,HSALNG0015577,l05102
NONHSAG028018.2,HSALNG0146122,l05103
-,HSALNG0015591,l05104
-,HSALNG0015594,l05105
-,HSALNG0015595,l05106
NONHSAG028023.2,HSALNG0015596,l05107
-,HSALNG0015597,l05108
NONHSAG028024.3,HSALNG0015598,l05109
-,HSALNG0015599,l05110
-,HSALNG0015600,l05111
-,HSALNG0015601,l05112
-,HSALNG0015602,l05113
-,HSALNG0015613,l05114
NONHSAG028030.2,HSALNG0015617,l05115
NONHSAG078772.1,HSALNG0015618,l05116
NONHSAG077431.1,HSALNG0015619,l05117
-,HSALNG0015620,l05118
-,HSALNG0015623,l05119
NONHSAG077433.1,HSALNG0015624,l05120
-,HSALNG0015625,l05121
NONHSAG028038.2,HSALNG0015626,l05122
NONHSAG077434.1,HSALNG0015627,l05123
NONHSAG028041.2,HSALNG0015630,l05124
-,HSALNG0015631,l05125
-,HSALNG0015635,l05126
NONHSAG028049.2,HSALNG0015636,l05127
-,HSALNG0015642,l05128
-,HSALNG0015643,l05129
-,HSALNG0015645,l05130
-,HSALNG0015646,l05131
NONHSAG078778.1,HSALNG0015648,l05132
-,HSALNG0015649,l05133
-,HSALNG0146123,l05134
-,HSALNG0015667,l05135
NONHSAG109800.1,HSALNG0015668,l05136
-,HSALNG0015669,l05137
-,HSALNG0015670,l05138
NONHSAG077439.1,HSALNG0015679,l05139
-,HSALNG0015680,l05140
NONHSAG077440.1,HSALNG0015681,l05141
-,HSALNG0015684,l05142
-,HSALNG0015685,l05143
-,HSALNG0015689,l05144
NONHSAG028062.2,HSALNG0015690,l05145
-,HSALNG0146496,l05146
-,HSALNG0146124,l05147
NONHSAG077442.1,HSALNG0015708,l05148
-,HSALNG0015710,l05149
-,HSALNG0015713,l05150
-,HSALNG0015714,l05151
-,HSALNG0015718,l05152
-,HSALNG0015723,l05153
NONHSAG028072.2,HSALNG0015725,l05154
-,HSALNG0015739,l05155
-,HSALNG0015741,l05156
NONHSAG028082.3,HSALNG0015751,l05157
-,HSALNG0146499,l05158
NONHSAG028083.2,HSALNG0146500,l05159
-,HSALNG0015754,l05160
-,HSALNG0146125,l05161
-,HSALNG0015761,l05162
NONHSAG077445.1,HSALNG0015762,l05163
-,HSALNG0015763,l05164
-,HSALNG0015765,l05165
NONHSAG078784.1,HSALNG0015766,l05166
NONHSAG028093.3,HSALNG0015768,l05167
-,HSALNG0015769,l05168
-,HSALNG0015770,l05169
-,HSALNG0015771,l05170
-,HSALNG0015772,l05171
NONHSAG078785.1,HSALNG0015774,l05172
NONHSAG078786.1,HSALNG0015775,l05173
NONHSAG078787.1,HSALNG0015776,l05174
NONHSAG028096.2,HSALNG0015777,l05175
NONHSAG028100.2,HSALNG0015782,l05176
-,HSALNG0015785,l05177
-,HSALNG0015787,l05178
NONHSAG078788.2,HSALNG0015788,l05179
NONHSAG109808.1,HSALNG0015789,l05180
NONHSAG028108.2,HSALNG0015793,l05181
NONHSAG110191.1,HSALNG0015795,l05182
-,HSALNG0015796,l05183
-,HSALNG0015799,l05184
-,HSALNG0015800,l05185
-,HSALNG0015811,l05186
NONHSAG028117.2,HSALNG0015815,l05187
-,HSALNG0015816,l05188
-,HSALNG0015820,l05189
-,HSALNG0015824,l05190
NONHSAG028119.2,HSALNG0015825,l05191
NONHSAG028121.2,HSALNG0015827,l05192
NONHSAG077450.1,HSALNG0015828,l05193
NONHSAG028126.2,HSALNG0015838,l05194
NONHSAG028127.2,HSALNG0015839,l05195
NONHSAG028128.2,HSALNG0015840,l05196
-,HSALNG0015841,l05197
-,HSALNG0015842,l05198
-,HSALNG0015847,l05199
-,HSALNG0015848,l05200
-,HSALNG0015850,l05201
-,HSALNG0015852,l05202
-,HSALNG0015857,l05203
-,HSALNG0015858,l05204
NONHSAG110193.1,HSALNG0015860,l05205
-,HSALNG0015863,l05206
-,HSALNG0015865,l05207
NONHSAG028142.2,HSALNG0015867,l05208
-,HSALNG0146128,l05209
NONHSAG028145.3,HSALNG0015871,l05210
-,HSALNG0015874,l05211
NONHSAG028147.2,HSALNG0015873,l05212
NONHSAG028148.2,HSALNG0015876,l05213
NONHSAG077455.1,HSALNG0015878,l05214
-,HSALNG0015879,l05215
-,HSALNG0015890,l05216
-,HSALNG0015891,l05217
-,HSALNG0015917,l05218
NONHSAG028160.2,HSALNG0015928,l05219
-,HSALNG0015936,l05220
NONHSAG028164.2,HSALNG0015940,l05221
-,HSALNG0015941,l05222
NONHSAG078800.1,HSALNG0015942,l05223
-,HSALNG0015944,l05224
-,HSALNG0146501,l05225
-,HSALNG0146502,l05226
NONHSAG028168.3,HSALNG0015947,l05227
NONHSAG109814.1,HSALNG0015951,l05228
NONHSAG028172.2,HSALNG0015954,l05229
NONHSAG077462.1,HSALNG0015955,l05230
-,HSALNG0015958,l05231
NONHSAG110202.1,HSALNG0015959,l05232
-,HSALNG0146129,l05233
-,HSALNG0015960,l05234
-,HSALNG0146503,l05235
-,HSALNG0015962,l05236
NONHSAG028177.2,HSALNG0015963,l05237
-,HSALNG0015964,l05238
-,HSALNG0146130,l05239
-,HSALNG0015972,l05240
-,HSALNG0015975,l05241
-,HSALNG0015982,l05242
-,HSALNG0015984,l05243
-,HSALNG0015985,l05244
-,HSALNG0015988,l05245
NONHSAG078803.1,HSALNG0015989,l05246
-,HSALNG0015995,l05247
NONHSAG077465.1,HSALNG0015994,l05248
NONHSAG028190.2,HSALNG0015996,l05249
-,HSALNG0015997,l05250
-,HSALNG0016002,l05251
NONHSAG028195.2,HSALNG0016004,l05252
-,HSALNG0016005,l05253
-,HSALNG0016006,l05254
NONHSAG109818.1,HSALNG0016007,l05255
-,HSALNG0016015,l05256
-,HSALNG0016013,l05257
-,HSALNG0016016,l05258
-,HSALNG0016018,l05259
NONHSAG109820.1,HSALNG0016020,l05260
-,HSALNG0146505,l05261
-,HSALNG0016024,l05262
-,HSALNG0016028,l05263
-,HSALNG0016029,l05264
-,HSALNG0016045,l05265
-,HSALNG0016046,l05266
NONHSAG028211.2,HSALNG0016047,l05267
-,HSALNG0016053,l05268
-,HSALNG0016055,l05269
NONHSAG077474.1,HSALNG0016059,l05270
NONHSAG077475.2,HSALNG0016063,l05271
NONHSAG028224.2,HSALNG0016064,l05272
-,HSALNG0016066,l05273
-,HSALNG0016082,l05274
-,HSALNG0016087,l05275
-,HSALNG0016092,l05276
NONHSAG077478.1,HSALNG0016096,l05277
NONHSAG028239.3,HSALNG0016101,l05278
NONHSAG028240.2,HSALNG0016102,l05279
-,HSALNG0016105,l05280
-,HSALNG0016106,l05281
-,HSALNG0016107,l05282
-,HSALNG0016111,l05283
NONHSAG028246.2,HSALNG0016112,l05284
-,HSALNG0016122,l05285
-,HSALNG0016131,l05286
-,HSALNG0016143,l05287
NONHSAG077483.1,HSALNG0016144,l05288
NONHSAG077484.1,HSALNG0016145,l05289
-,HSALNG0016146,l05290
NONHSAG028263.3,HSALNG0016157,l05291
-,HSALNG0016158,l05292
-,HSALNG0016160,l05293
-,HSALNG0146132,l05294
NONHSAG028264.2,HSALNG0016165,l05295
-,HSALNG0016166,l05296
-,HSALNG0146133,l05297
-,HSALNG0016168,l05298
-,HSALNG0016170,l05299
-,HSALNG0016171,l05300
-,HSALNG0016177,l05301
-,HSALNG0016184,l05302
-,HSALNG0016185,l05303
-,HSALNG0016186,l05304
-,HSALNG0016193,l05305
-,HSALNG0016199,l05306
-,HSALNG0016205,l05307
-,HSALNG0016213,l05308
-,HSALNG0146134,l05309
-,HSALNG0146508,l05310
-,HSALNG0146509,l05311
-,HSALNG0016219,l05312
-,HSALNG0016220,l05313
-,HSALNG0016223,l05314
NONHSAG078821.1,HSALNG0016225,l05315
-,HSALNG0016232,l05316
-,HSALNG0016229,l05317
NONHSAG077495.1,HSALNG0016231,l05318
-,HSALNG0146135,l05319
NONHSAG078822.1,HSALNG0016237,l05320
-,HSALNG0016240,l05321
NONHSAG077496.1,HSALNG0016242,l05322
-,HSALNG0016247,l05323
-,HSALNG0016258,l05324
-,HSALNG0016249,l05325
-,HSALNG0146510,l05326
-,HSALNG0016254,l05327
-,HSALNG0146511,l05328
NONHSAG078823.1,HSALNG0016260,l05329
-,HSALNG0016261,l05330
-,HSALNG0016262,l05331
-,HSALNG0016264,l05332
NONHSAG078825.1,HSALNG0016266,l05333
-,HSALNG0146512,l05334
-,HSALNG0016267,l05335
-,HSALNG0016272,l05336
-,HSALNG0016273,l05337
NONHSAG028298.2,HSALNG0016275,l05338
-,HSALNG0016276,l05339
NONHSAG028301.2,HSALNG0016278,l05340
-,HSALNG0016280,l05341
-,HSALNG0016281,l05342
-,HSALNG0016282,l05343
-,HSALNG0016286,l05344
-,HSALNG0016289,l05345
-,HSALNG0016294,l05346
-,HSALNG0016295,l05347
NONHSAG078829.1,HSALNG0016304,l05348
-,HSALNG0016305,l05349
-,HSALNG0016317,l05350
-,HSALNG0016326,l05351
-,HSALNG0016329,l05352
-,HSALNG0016330,l05353
-,HSALNG0016334,l05354
NONHSAG028322.2,HSALNG0016335,l05355
NONHSAG078835.1,HSALNG0016337,l05356
-,HSALNG0016342,l05357
-,HSALNG0016352,l05358
-,HSALNG0016371,l05359
-,HSALNG0146140,l05360
-,HSALNG0016380,l05361
-,HSALNG0016395,l05362
NONHSAG028343.2,HSALNG0016406,l05363
NONHSAG028344.2,HSALNG0016407,l05364
NONHSAG028345.2,HSALNG0016408,l05365
NONHSAG028348.2,HSALNG0016411,l05366
-,HSALNG0146514,l05367
-,HSALNG0016419,l05368
NONHSAG028352.2,HSALNG0016423,l05369
-,HSALNG0016425,l05370
NONHSAG028355.2,HSALNG0016427,l05371
-,HSALNG0016440,l05372
-,HSALNG0146516,l05373
NONHSAG028360.2,HSALNG0016441,l05374
-,HSALNG0016444,l05375
-,HSALNG0016446,l05376
-,HSALNG0016448,l05377
-,HSALNG0016452,l05378
NONHSAG110216.1,HSALNG0016458,l05379
-,HSALNG0016459,l05380
-,HSALNG0016462,l05381
-,HSALNG0016463,l05382
-,HSALNG0016470,l05383
-,HSALNG0146517,l05384
-,HSALNG0146142,l05385
NONHSAG110218.1,HSALNG0016487,l05386
-,HSALNG0016489,l05387
NONHSAG028380.2,HSALNG0016491,l05388
-,HSALNG0146143,l05389
NONHSAG028382.2,HSALNG0016495,l05390
NONHSAG028384.2,HSALNG0016499,l05391
-,HSALNG0016500,l05392
-,HSALNG0016503,l05393
NONHSAG077519.1,HSALNG0016505,l05394
NONHSAG028388.2,HSALNG0016507,l05395
NONHSAG028390.3,HSALNG0016508,l05396
-,HSALNG0016510,l05397
-,HSALNG0016513,l05398
-,HSALNG0016515,l05399
-,HSALNG0016520,l05400
-,HSALNG0146144,l05401
-,HSALNG0016527,l05402
-,HSALNG0016528,l05403
-,HSALNG0016531,l05404
NONHSAG028402.2,HSALNG0016532,l05405
-,HSALNG0016538,l05406
-,HSALNG0016539,l05407
-,HSALNG0016542,l05408
NONHSAG078844.1,HSALNG0016543,l05409
-,HSALNG0016544,l05410
-,HSALNG0016545,l05411
-,HSALNG0146518,l05412
-,HSALNG0016546,l05413
-,HSALNG0016549,l05414
-,HSALNG0016550,l05415
-,HSALNG0016552,l05416
-,HSALNG0016553,l05417
-,HSALNG0016555,l05418
-,HSALNG0016562,l05419
NONHSAG109839.1,HSALNG0016568,l05420
-,HSALNG0016572,l05421
NONHSAG077525.1,HSALNG0016573,l05422
-,HSALNG0146519,l05423
NONHSAG028420.2,HSALNG0016578,l05424
-,HSALNG0016584,l05425
-,HSALNG0016585,l05426
-,HSALNG0016587,l05427
NONHSAG110224.1,HSALNG0016617,l05428
-,HSALNG0016619,l05429
-,HSALNG0146146,l05430
NONHSAG028431.2,HSALNG0016622,l05431
-,HSALNG0146148,l05432
-,HSALNG0016630,l05433
-,HSALNG0016641,l05434
-,HSALNG0016642,l05435
-,HSALNG0016643,l05436
-,HSALNG0146524,l05437
NONHSAG028439.2,HSALNG0016644,l05438
-,HSALNG0016645,l05439
NONHSAG110227.1,HSALNG0016646,l05440
-,HSALNG0016648,l05441
NONHSAG109845.1,HSALNG0016649,l05442
NONHSAG028442.2,HSALNG0016651,l05443
-,HSALNG0016653,l05444
NONHSAG028444.2,HSALNG0016655,l05445
-,HSALNG0016656,l05446
-,HSALNG0146525,l05447
-,HSALNG0016666,l05448
-,HSALNG0016667,l05449
-,HSALNG0016668,l05450
NONHSAG028455.2,HSALNG0016681,l05451
NONHSAG028459.2,HSALNG0016702,l05452
-,HSALNG0016703,l05453
NONHSAG028461.3,HSALNG0016705,l05454
-,HSALNG0016706,l05455
-,HSALNG0016715,l05456
-,HSALNG0016719,l05457
-,HSALNG0016720,l05458
-,HSALNG0016726,l05459
-,HSALNG0016723,l05460
-,HSALNG0016724,l05461
-,HSALNG0146151,l05462
-,HSALNG0016732,l05463
-,HSALNG0016745,l05464
-,HSALNG0016828,l05465
-,HSALNG0016832,l05466
NONHSAG110234.1,HSALNG0016833,l05467
NONHSAG028526.2,HSALNG0016834,l05468
NONHSAG110235.1,HSALNG0016835,l05469
-,HSALNG0016838,l05470
NONHSAG109849.1,HSALNG0016843,l05471
NONHSAG028529.2,HSALNG0016844,l05472
-,HSALNG0016845,l05473
-,HSALNG0016847,l05474
-,HSALNG0016848,l05475
-,HSALNG0016849,l05476
-,HSALNG0016872,l05477
-,HSALNG0016873,l05478
-,HSALNG0146535,l05479
-,HSALNG0016875,l05480
-,HSALNG0016874,l05481
-,HSALNG0146536,l05482
-,HSALNG0146537,l05483
-,HSALNG0146538,l05484
-,HSALNG0016876,l05485
-,HSALNG0016877,l05486
-,HSALNG0146539,l05487
-,HSALNG0016881,l05488
NONHSAG028545.3,HSALNG0016892,l05489
NONHSAG028547.2,HSALNG0016897,l05490
NONHSAG028549.2,HSALNG0016901,l05491
-,HSALNG0016902,l05492
-,HSALNG0146160,l05493
-,HSALNG0016918,l05494
-,HSALNG0016919,l05495
-,HSALNG0016920,l05496
-,HSALNG0016923,l05497
-,HSALNG0016924,l05498
-,HSALNG0016925,l05499
NONHSAG028565.2,HSALNG0016930,l05500
NONHSAG110240.1,HSALNG0016937,l05501
-,HSALNG0016938,l05502
NONHSAG109853.1,HSALNG0016940,l05503
-,HSALNG0016947,l05504
-,HSALNG0016949,l05505
NONHSAG028574.2,HSALNG0016955,l05506
-,HSALNG0016957,l05507
-,HSALNG0146541,l05508
-,HSALNG0016962,l05509
-,HSALNG0016965,l05510
-,HSALNG0016966,l05511
-,HSALNG0016968,l05512
-,HSALNG0016970,l05513
NONHSAG028588.2,HSALNG0016973,l05514
-,HSALNG0016977,l05515
-,HSALNG0016981,l05516
-,HSALNG0016990,l05517
-,HSALNG0016991,l05518
-,HSALNG0016992,l05519
-,HSALNG0146543,l05520
NONHSAG028597.2,HSALNG0016993,l05521
-,HSALNG0017000,l05522
-,HSALNG0017002,l05523
NONHSAG028602.2,HSALNG0017005,l05524
NONHSAG109860.1,HSALNG0017006,l05525
-,HSALNG0146544,l05526
-,HSALNG0146164,l05527
-,HSALNG0146165,l05528
NONHSAG078874.1,HSALNG0017030,l05529
-,HSALNG0017033,l05530
NONHSAG109861.1,HSALNG0017035,l05531
-,HSALNG0017036,l05532
-,HSALNG0017052,l05533
NONHSAG028615.2,HSALNG0017072,l05534
-,HSALNG0017086,l05535
NONHSAG077555.1,HSALNG0017087,l05536
-,HSALNG0017088,l05537
-,HSALNG0017089,l05538
-,HSALNG0017092,l05539
-,HSALNG0146167,l05540
-,HSALNG0017111,l05541
-,HSALNG0017119,l05542
NONHSAG028640.2,HSALNG0017120,l05543
-,HSALNG0017121,l05544
NONHSAG028641.2,HSALNG0017122,l05545
NONHSAG028642.2,HSALNG0017123,l05546
NONHSAG028643.3,HSALNG0017125,l05547
NONHSAG028652.2,HSALNG0017138,l05548
-,HSALNG0017140,l05549
-,HSALNG0017139,l05550
NONHSAG028658.2,HSALNG0017148,l05551
-,HSALNG0017152,l05552
NONHSAG028659.2,HSALNG0017158,l05553
-,HSALNG0017161,l05554
NONHSAG078880.1,HSALNG0017162,l05555
-,HSALNG0017163,l05556
NONHSAG077561.1,HSALNG0017170,l05557
-,HSALNG0017171,l05558
NONHSAG077562.1,HSALNG0017175,l05559
NONHSAG078883.1,HSALNG0017184,l05560
-,HSALNG0017189,l05561
-,HSALNG0017190,l05562
-,HSALNG0017192,l05563
NONHSAG028674.2,HSALNG0017196,l05564
-,HSALNG0017208,l05565
-,HSALNG0017214,l05566
-,HSALNG0017216,l05567
-,HSALNG0017217,l05568
NONHSAG078887.1,HSALNG0017218,l05569
-,HSALNG0017219,l05570
NONHSAG109867.1,HSALNG0017220,l05571
-,HSALNG0017221,l05572
-,HSALNG0017222,l05573
-,HSALNG0017228,l05574
NONHSAG028686.2,HSALNG0017229,l05575
-,HSALNG0146169,l05576
-,HSALNG0017230,l05577
-,HSALNG0017241,l05578
-,HSALNG0017242,l05579
-,HSALNG0017248,l05580
NONHSAG028689.2,HSALNG0017249,l05581
NONHSAG028690.2,HSALNG0017250,l05582
NONHSAG028692.2,HSALNG0017254,l05583
NONHSAG077567.1,HSALNG0017259,l05584
-,HSALNG0017260,l05585
-,HSALNG0017266,l05586
NONHSAG028704.2,HSALNG0017285,l05587
NONHSAG077573.1,HSALNG0017286,l05588
-,HSALNG0017287,l05589
NONHSAG078891.1,HSALNG0017288,l05590
-,HSALNG0017289,l05591
-,HSALNG0146173,l05592
-,HSALNG0017309,l05593
NONHSAG078894.2,HSALNG0017312,l05594
-,HSALNG0017313,l05595
-,HSALNG0017317,l05596
NONHSAG028714.2,HSALNG0017322,l05597
-,HSALNG0017324,l05598
-,HSALNG0017333,l05599
-,HSALNG0017334,l05600
-,HSALNG0017337,l05601
-,HSALNG0017338,l05602
-,HSALNG0017340,l05603
NONHSAG028721.2,HSALNG0017342,l05604
NONHSAG028722.2,HSALNG0017343,l05605
-,HSALNG0017347,l05606
-,HSALNG0017348,l05607
-,HSALNG0017349,l05608
-,HSALNG0017350,l05609
-,HSALNG0017352,l05610
-,HSALNG0017353,l05611
-,HSALNG0017363,l05612
-,HSALNG0146176,l05613
NONHSAG028734.2,HSALNG0017375,l05614
-,HSALNG0017377,l05615
-,HSALNG0017378,l05616
-,HSALNG0017381,l05617
NONHSAG028739.2,HSALNG0017384,l05618
-,HSALNG0017393,l05619
-,HSALNG0017394,l05620
-,HSALNG0017397,l05621
-,HSALNG0017398,l05622
NONHSAG028748.2,HSALNG0017401,l05623
NONHSAG078907.1,HSALNG0017414,l05624
NONHSAG028757.2,HSALNG0017420,l05625
-,HSALNG0017438,l05626
-,HSALNG0146178,l05627
-,HSALNG0017446,l05628
-,HSALNG0017444,l05629
NONHSAG109873.1,HSALNG0017445,l05630
-,HSALNG0017448,l05631
NONHSAG028767.2,HSALNG0017450,l05632
-,HSALNG0017451,l05633
-,HSALNG0017456,l05634
-,HSALNG0017458,l05635
-,HSALNG0017470,l05636
-,HSALNG0017473,l05637
NONHSAG077590.1,HSALNG0017485,l05638
-,HSALNG0017488,l05639
-,HSALNG0017490,l05640
NONHSAG078922.1,HSALNG0017493,l05641
NONHSAG077593.1,HSALNG0017494,l05642
NONHSAG077594.1,HSALNG0017495,l05643
NONHSAG077596.1,HSALNG0017497,l05644
NONHSAG078923.1,HSALNG0017498,l05645
-,HSALNG0017499,l05646
-,HSALNG0017510,l05647
-,HSALNG0146180,l05648
-,HSALNG0017513,l05649
-,HSALNG0017514,l05650
NONHSAG115316.1,HSALNG0146181,l05651
-,HSALNG0017515,l05652
NONHSAG077599.1,HSALNG0017516,l05653
NONHSAG077601.1,HSALNG0017518,l05654
-,HSALNG0017521,l05655
-,HSALNG0017524,l05656
-,HSALNG0017537,l05657
-,HSALNG0017528,l05658
-,HSALNG0017532,l05659
-,HSALNG0017534,l05660
NONHSAG077605.1,HSALNG0146182,l05661
NONHSAG028808.3,HSALNG0017543,l05662
-,HSALNG0017545,l05663
-,HSALNG0017546,l05664
-,HSALNG0017547,l05665
-,HSALNG0017549,l05666
-,HSALNG0017550,l05667
-,HSALNG0017551,l05668
-,HSALNG0017552,l05669
-,HSALNG0017553,l05670
NONHSAG077609.1,HSALNG0017554,l05671
NONHSAG078929.1,HSALNG0017555,l05672
-,HSALNG0017556,l05673
-,HSALNG0017557,l05674
-,HSALNG0017561,l05675
-,HSALNG0146555,l05676
NONHSAG109875.1,HSALNG0017564,l05677
-,HSALNG0017568,l05678
NONHSAG109876.1,HSALNG0017571,l05679
-,HSALNG0017572,l05680
NONHSAG078933.1,HSALNG0017573,l05681
NONHSAG028819.3,HSALNG0017574,l05682
NONHSAG078934.1,HSALNG0017577,l05683
NONHSAG028820.2,HSALNG0017579,l05684
-,HSALNG0017590,l05685
-,HSALNG0017591,l05686
NONHSAG028823.2,HSALNG0017604,l05687
-,HSALNG0017611,l05688
NONHSAG078941.1,HSALNG0017605,l05689
NONHSAG078942.1,HSALNG0017606,l05690
-,HSALNG0017608,l05691
-,HSALNG0017609,l05692
NONHSAG028831.2,HSALNG0017619,l05693
NONHSAG028833.2,HSALNG0017621,l05694
NONHSAG028837.2,HSALNG0017632,l05695
-,HSALNG0146558,l05696
-,HSALNG0017644,l05697
-,HSALNG0017645,l05698
-,HSALNG0017651,l05699
NONHSAG078946.1,HSALNG0017652,l05700
NONHSAG078947.1,HSALNG0017653,l05701
NONHSAG028846.2,HSALNG0017654,l05702
NONHSAG078948.1,HSALNG0017655,l05703
-,HSALNG0017656,l05704
-,HSALNG0017657,l05705
NONHSAG078949.1,HSALNG0017658,l05706
NONHSAG110269.1,HSALNG0017659,l05707
NONHSAG028850.2,HSALNG0017661,l05708
NONHSAG028851.2,HSALNG0017662,l05709
-,HSALNG0146559,l05710
-,HSALNG0017665,l05711
NONHSAG077619.1,HSALNG0017668,l05712
-,HSALNG0017678,l05713
-,HSALNG0017679,l05714
-,HSALNG0017680,l05715
-,HSALNG0017681,l05716
-,HSALNG0017682,l05717
-,HSALNG0017683,l05718
NONHSAG078952.1,HSALNG0017684,l05719
-,HSALNG0017685,l05720
-,HSALNG0017686,l05721
-,HSALNG0017691,l05722
NONHSAG077625.1,HSALNG0017692,l05723
NONHSAG077626.1,HSALNG0017693,l05724
-,HSALNG0017694,l05725
-,HSALNG0017695,l05726
-,HSALNG0017706,l05727
-,HSALNG0017707,l05728
-,HSALNG0017720,l05729
NONHSAG110271.1,HSALNG0017731,l05730
-,HSALNG0017733,l05731
NONHSAG028883.2,HSALNG0017735,l05732
NONHSAG028884.2,HSALNG0017736,l05733
NONHSAG078958.1,HSALNG0017738,l05734
NONHSAG028885.2,HSALNG0146564,l05735
-,HSALNG0017753,l05736
-,HSALNG0017754,l05737
-,HSALNG0017770,l05738
NONHSAG078961.1,HSALNG0017779,l05739
NONHSAG028898.2,HSALNG0017784,l05740
NONHSAG078964.1,HSALNG0017801,l05741
-,HSALNG0017805,l05742
-,HSALNG0017818,l05743
-,HSALNG0017823,l05744
-,HSALNG0017824,l05745
-,HSALNG0017834,l05746
NONHSAG077642.1,HSALNG0017836,l05747
-,HSALNG0017837,l05748
NONHSAG078968.1,HSALNG0017839,l05749
-,HSALNG0017840,l05750
NONHSAG028923.2,HSALNG0017844,l05751
-,HSALNG0017849,l05752
-,HSALNG0017855,l05753
-,HSALNG0017856,l05754
NONHSAG077643.1,HSALNG0017857,l05755
-,HSALNG0017859,l05756
-,HSALNG0017865,l05757
-,HSALNG0017866,l05758
-,HSALNG0017867,l05759
NONHSAG028937.2,HSALNG0017871,l05760
-,HSALNG0017875,l05761
-,HSALNG0017877,l05762
NONHSAG028943.2,HSALNG0017878,l05763
-,HSALNG0017879,l05764
-,HSALNG0017880,l05765
NONHSAG077644.1,HSALNG0017882,l05766
-,HSALNG0017884,l05767
-,HSALNG0017885,l05768
NONHSAG028947.2,HSALNG0017886,l05769
-,HSALNG0146194,l05770
-,HSALNG0146195,l05771
NONHSAG077645.1,HSALNG0017887,l05772
-,HSALNG0017888,l05773
-,HSALNG0017892,l05774
NONHSAG080287.2,HSALNG0017893,l05775
-,HSALNG0017895,l05776
NONHSAG028953.2,HSALNG0017900,l05777
-,HSALNG0017905,l05778
NONHSAG028960.2,HSALNG0017910,l05779
-,HSALNG0017912,l05780
-,HSALNG0017914,l05781
-,HSALNG0017915,l05782
-,HSALNG0017920,l05783
-,HSALNG0017928,l05784
-,HSALNG0017935,l05785
NONHSAG077651.1,HSALNG0017946,l05786
NONHSAG028971.2,HSALNG0017953,l05787
-,HSALNG0017971,l05788
-,HSALNG0017976,l05789
NONHSAG109878.1,HSALNG0017977,l05790
NONHSAG110281.1,HSALNG0017978,l05791
NONHSAG028977.2,HSALNG0017979,l05792
NONHSAG028978.2,HSALNG0017980,l05793
-,HSALNG0017982,l05794
-,HSALNG0017985,l05795
NONHSAG028981.2,HSALNG0017986,l05796
-,HSALNG0017991,l05797
-,HSALNG0146571,l05798
-,HSALNG0017997,l05799
NONHSAG028986.2,HSALNG0017998,l05800
-,HSALNG0018001,l05801
-,HSALNG0018002,l05802
-,HSALNG0018006,l05803
NONHSAG028991.2,HSALNG0018015,l05804
-,HSALNG0018028,l05805
NONHSAG028998.2,HSALNG0146573,l05806
-,HSALNG0018036,l05807
NONHSAG077665.1,HSALNG0018037,l05808
NONHSAG077666.1,HSALNG0018038,l05809
NONHSAG109883.1,HSALNG0018039,l05810
NONHSAG029008.2,HSALNG0018040,l05811
-,HSALNG0018049,l05812
-,HSALNG0018051,l05813
-,HSALNG0146196,l05814
-,HSALNG0018052,l05815
NONHSAG077670.1,HSALNG0018060,l05816
-,HSALNG0146574,l05817
-,HSALNG0018065,l05818
-,HSALNG0018066,l05819
-,HSALNG0018067,l05820
NONHSAG078987.1,HSALNG0018068,l05821
NONHSAG109885.1,HSALNG0018069,l05822
NONHSAG029019.2,HSALNG0018071,l05823
NONHSAG109886.1,HSALNG0018072,l05824
NONHSAG109887.1,HSALNG0018073,l05825
NONHSAG078988.2,HSALNG0018074,l05826
NONHSAG029020.2,HSALNG0018075,l05827
NONHSAG029021.2,HSALNG0018076,l05828
NONHSAG029022.2,HSALNG0018077,l05829
-,HSALNG0018078,l05830
NONHSAG029023.2,HSALNG0018079,l05831
NONHSAG029024.3,HSALNG0018080,l05832
NONHSAG109888.1,HSALNG0018081,l05833
NONHSAG029025.2,HSALNG0018086,l05834
-,HSALNG0018088,l05835
-,HSALNG0018089,l05836
-,HSALNG0018090,l05837
-,HSALNG0018091,l05838
-,HSALNG0018092,l05839
-,HSALNG0018093,l05840
-,HSALNG0018095,l05841
NONHSAG029034.2,HSALNG0018101,l05842
NONHSAG078991.1,HSALNG0018102,l05843
-,HSALNG0018103,l05844
-,HSALNG0018106,l05845
-,HSALNG0018107,l05846
NONHSAG077674.1,HSALNG0018108,l05847
-,HSALNG0018109,l05848
-,HSALNG0018112,l05849
NONHSAG029041.2,HSALNG0018113,l05850
-,HSALNG0018114,l05851
NONHSAG077675.1,HSALNG0018115,l05852
-,HSALNG0018119,l05853
-,HSALNG0018134,l05854
