NoncodeGeneID,LncbookGeneID,l_ID
NONHSAG073877.1,HSALNG0118934,l36843
-,HSALNG0118949,l36844
-,HSALNG0118950,l36845
-,HSALNG0118956,l36846
-,HSALNG0118967,l36847
NONHSAG073404.1,HSALNG0118984,l36848
NONHSAG022866.3,HSALNG0118985,l36849
NONHSAG022868.2,HSALNG0118994,l36850
NONHSAG073405.1,HSALNG0118995,l36851
NONHSAG022872.2,HSALNG0119000,l36852
-,HSALNG0119001,l36853
-,HSALNG0119003,l36854
-,HSALNG0119006,l36855
-,HSALNG0119014,l36856
NONHSAG022881.2,HSALNG0119016,l36857
NONHSAG022884.2,HSALNG0119019,l36858
-,HSALNG0145379,l36859
NONHSAG022885.2,HSALNG0119024,l36860
-,HSALNG0119025,l36861
-,HSALNG0119026,l36862
-,HSALNG0119027,l36863
-,HSALNG0119028,l36864
NONHSAG108763.1,HSALNG0119029,l36865
-,HSALNG0119030,l36866
-,HSALNG0119032,l36867
NONHSAG108991.1,HSALNG0119034,l36868
NONHSAG022891.2,HSALNG0119036,l36869
-,HSALNG0119037,l36870
-,HSALNG0119039,l36871
-,HSALNG0119047,l36872
NONHSAG073890.1,HSALNG0119054,l36873
-,HSALNG0145169,l36874
NONHSAG073411.1,HSALNG0119062,l36875
NONHSAG022901.3,HSALNG0119068,l36876
-,HSALNG0119071,l36877
-,HSALNG0119072,l36878
-,HSALNG0119073,l36879
NONHSAG108766.1,HSALNG0119074,l36880
-,HSALNG0119075,l36881
NONHSAG108767.1,HSALNG0119076,l36882
NONHSAG022906.2,HSALNG0145171,l36883
NONHSAG022907.2,HSALNG0119077,l36884
-,HSALNG0145172,l36885
-,HSALNG0119083,l36886
-,HSALNG0119086,l36887
NONHSAG022911.2,HSALNG0119087,l36888
-,HSALNG0119089,l36889
-,HSALNG0119095,l36890
-,HSALNG0119096,l36891
-,HSALNG0119097,l36892
-,HSALNG0119098,l36893
-,HSALNG0119099,l36894
-,HSALNG0119100,l36895
-,HSALNG0145173,l36896
NONHSAG022917.2,HSALNG0119102,l36897
NONHSAG073415.1,HSALNG0119104,l36898
NONHSAG073895.1,HSALNG0119105,l36899
-,HSALNG0119118,l36900
NONHSAG073419.1,HSALNG0145175,l36901
-,HSALNG0145383,l36902
-,HSALNG0119131,l36903
NONHSAG022925.3,HSALNG0119134,l36904
NONHSAG073898.1,HSALNG0119135,l36905
-,HSALNG0119142,l36906
-,HSALNG0119146,l36907
-,HSALNG0119147,l36908
-,HSALNG0119154,l36909
NONHSAG073427.1,HSALNG0119155,l36910
-,HSALNG0119156,l36911
-,HSALNG0119159,l36912
NONHSAG022938.2,HSALNG0119166,l36913
-,HSALNG0119169,l36914
-,HSALNG0119172,l36915
-,HSALNG0119173,l36916
-,HSALNG0119175,l36917
-,HSALNG0119176,l36918
-,HSALNG0119177,l36919
-,HSALNG0119178,l36920
-,HSALNG0119180,l36921
NONHSAG109000.1,HSALNG0119182,l36922
-,HSALNG0119186,l36923
-,HSALNG0119187,l36924
NONHSAG073902.1,HSALNG0119188,l36925
NONHSAG073903.1,HSALNG0119191,l36926
NONHSAG109001.1,HSALNG0119195,l36927
-,HSALNG0119198,l36928
NONHSAG073430.1,HSALNG0119202,l36929
NONHSAG022960.2,HSALNG0119203,l36930
NONHSAG022963.2,HSALNG0145389,l36931
NONHSAG022964.2,HSALNG0145390,l36932
NONHSAG022965.2,HSALNG0119217,l36933
-,HSALNG0145391,l36934
NONHSAG022967.2,HSALNG0119219,l36935
-,HSALNG0145177,l36936
-,HSALNG0119220,l36937
-,HSALNG0119222,l36938
NONHSAG022971.2,HSALNG0119224,l36939
-,HSALNG0119226,l36940
NONHSAG073433.1,HSALNG0119225,l36941
-,HSALNG0119227,l36942
NONHSAG022977.2,HSALNG0119228,l36943
NONHSAG022980.2,HSALNG0119229,l36944
-,HSALNG0119230,l36945
NONHSAG109007.1,HSALNG0119231,l36946
NONHSAG109008.1,HSALNG0119232,l36947
-,HSALNG0119237,l36948
-,HSALNG0145178,l36949
NONHSAG022986.2,HSALNG0119238,l36950
-,HSALNG0145179,l36951
-,HSALNG0145393,l36952
-,HSALNG0145394,l36953
-,HSALNG0119242,l36954
-,HSALNG0119249,l36955
-,HSALNG0145181,l36956
-,HSALNG0145396,l36957
-,HSALNG0119250,l36958
-,HSALNG0119251,l36959
-,HSALNG0119254,l36960
-,HSALNG0119255,l36961
-,HSALNG0119256,l36962
NONHSAG022995.3,HSALNG0119257,l36963
-,HSALNG0119259,l36964
NONHSAG022997.2,HSALNG0119262,l36965
-,HSALNG0119263,l36966
-,HSALNG0119271,l36967
-,HSALNG0119276,l36968
NONHSAG023002.2,HSALNG0119277,l36969
-,HSALNG0119279,l36970
-,HSALNG0119284,l36971
NONHSAG023005.2,HSALNG0119285,l36972
-,HSALNG0119286,l36973
-,HSALNG0119289,l36974
NONHSAG108777.1,HSALNG0119292,l36975
NONHSAG108778.1,HSALNG0119293,l36976
NONHSAG023012.2,HSALNG0119294,l36977
-,HSALNG0119297,l36978
-,HSALNG0119298,l36979
-,HSALNG0119300,l36980
NONHSAG023021.2,HSALNG0119301,l36981
NONHSAG023022.2,HSALNG0119304,l36982
NONHSAG023026.2,HSALNG0119312,l36983
NONHSAG023028.2,HSALNG0119317,l36984
-,HSALNG0119320,l36985
-,HSALNG0119322,l36986
-,HSALNG0119323,l36987
-,HSALNG0119324,l36988
NONHSAG023036.3,HSALNG0119325,l36989
-,HSALNG0119326,l36990
-,HSALNG0119327,l36991
NONHSAG023038.2,HSALNG0119328,l36992
NONHSAG109013.1,HSALNG0119329,l36993
NONHSAG023039.2,HSALNG0119331,l36994
NONHSAG023043.2,HSALNG0119335,l36995
-,HSALNG0145182,l36996
NONHSAG109016.1,HSALNG0119339,l36997
-,HSALNG0119342,l36998
NONHSAG023047.2,HSALNG0119343,l36999
-,HSALNG0119345,l37000
-,HSALNG0119346,l37001
-,HSALNG0145399,l37002
-,HSALNG0119347,l37003
-,HSALNG0119353,l37004
NONHSAG023063.3,HSALNG0119368,l37005
-,HSALNG0119369,l37006
NONHSAG108784.1,HSALNG0119372,l37007
NONHSAG109017.1,HSALNG0119373,l37008
-,HSALNG0145183,l37009
NONHSAG023067.2,HSALNG0119378,l37010
NONHSAG023069.2,HSALNG0119380,l37011
-,HSALNG0119384,l37012
-,HSALNG0119386,l37013
NONHSAG023074.2,HSALNG0119390,l37014
NONHSAG023079.2,HSALNG0119394,l37015
-,HSALNG0145184,l37016
-,HSALNG0119398,l37017
-,HSALNG0119399,l37018
-,HSALNG0119400,l37019
-,HSALNG0119403,l37020
-,HSALNG0119404,l37021
-,HSALNG0119415,l37022
-,HSALNG0119422,l37023
NONHSAG023089.2,HSALNG0119423,l37024
NONHSAG023090.2,HSALNG0119424,l37025
-,HSALNG0119426,l37026
NONHSAG023093.2,HSALNG0119429,l37027
-,HSALNG0119432,l37028
-,HSALNG0119438,l37029
-,HSALNG0119440,l37030
NONHSAG023101.2,HSALNG0119441,l37031
NONHSAG023102.2,HSALNG0145402,l37032
NONHSAG023103.2,HSALNG0119443,l37033
-,HSALNG0119444,l37034
-,HSALNG0119445,l37035
-,HSALNG0119452,l37036
NONHSAG023107.2,HSALNG0119451,l37037
NONHSAG023111.2,HSALNG0119454,l37038
-,HSALNG0119455,l37039
-,HSALNG0145188,l37040
-,HSALNG0119457,l37041
-,HSALNG0119465,l37042
NONHSAG023117.2,HSALNG0119466,l37043
-,HSALNG0119467,l37044
-,HSALNG0119471,l37045
-,HSALNG0145189,l37046
-,HSALNG0119473,l37047
NONHSAG023122.2,HSALNG0119474,l37048
NONHSAG023123.2,HSALNG0119476,l37049
NONHSAG023124.2,HSALNG0119481,l37050
-,HSALNG0119485,l37051
-,HSALNG0119486,l37052
-,HSALNG0119487,l37053
-,HSALNG0119489,l37054
NONHSAG023127.2,HSALNG0119490,l37055
-,HSALNG0119491,l37056
-,HSALNG0119492,l37057
NONHSAG023129.2,HSALNG0145190,l37058
-,HSALNG0119509,l37059
NONHSAG023133.2,HSALNG0119513,l37060
-,HSALNG0119514,l37061
NONHSAG023136.2,HSALNG0119516,l37062
-,HSALNG0119517,l37063
-,HSALNG0119518,l37064
NONHSAG109128.1,HSALNG0119521,l37065
-,HSALNG0119522,l37066
-,HSALNG0119524,l37067
-,HSALNG0119525,l37068
-,HSALNG0119526,l37069
-,HSALNG0119528,l37070
NONHSAG023150.2,HSALNG0119530,l37071
-,HSALNG0119541,l37072
NONHSAG023155.2,HSALNG0119542,l37073
-,HSALNG0119545,l37074
-,HSALNG0119546,l37075
-,HSALNG0119553,l37076
-,HSALNG0119557,l37077
-,HSALNG0119559,l37078
NONHSAG023161.2,HSALNG0119561,l37079
NONHSAG074530.1,HSALNG0119562,l37080
-,HSALNG0119563,l37081
-,HSALNG0119564,l37082
-,HSALNG0119568,l37083
NONHSAG023164.2,HSALNG0119567,l37084
-,HSALNG0119574,l37085
-,HSALNG0119575,l37086
-,HSALNG0119576,l37087
-,HSALNG0119577,l37088
-,HSALNG0119579,l37089
NONHSAG023172.2,HSALNG0119580,l37090
NONHSAG074533.1,HSALNG0119581,l37091
-,HSALNG0119582,l37092
-,HSALNG0119591,l37093
NONHSAG023178.2,HSALNG0119592,l37094
-,HSALNG0119593,l37095
-,HSALNG0145520,l37096
-,HSALNG0119594,l37097
NONHSAG074535.1,HSALNG0119595,l37098
-,HSALNG0119596,l37099
-,HSALNG0119601,l37100
-,HSALNG0119603,l37101
NONHSAG074536.1,HSALNG0119604,l37102
-,HSALNG0119606,l37103
-,HSALNG0145521,l37104
-,HSALNG0119608,l37105
-,HSALNG0119609,l37106
-,HSALNG0145522,l37107
-,HSALNG0119612,l37108
NONHSAG023196.2,HSALNG0119613,l37109
NONHSAG074538.1,HSALNG0119614,l37110
-,HSALNG0119615,l37111
-,HSALNG0119616,l37112
-,HSALNG0119617,l37113
NONHSAG074540.1,HSALNG0119618,l37114
NONHSAG074541.1,HSALNG0119623,l37115
-,HSALNG0119624,l37116
NONHSAG074543.1,HSALNG0119629,l37117
NONHSAG023199.2,HSALNG0119631,l37118
-,HSALNG0119632,l37119
NONHSAG023201.2,HSALNG0119635,l37120
NONHSAG023207.2,HSALNG0119656,l37121
-,HSALNG0119645,l37122
-,HSALNG0119646,l37123
-,HSALNG0145406,l37124
-,HSALNG0119652,l37125
-,HSALNG0119653,l37126
NONHSAG074544.2,HSALNG0119665,l37127
-,HSALNG0119666,l37128
-,HSALNG0119667,l37129
-,HSALNG0119683,l37130
-,HSALNG0119687,l37131
-,HSALNG0119688,l37132
-,HSALNG0145524,l37133
NONHSAG023224.3,HSALNG0119691,l37134
-,HSALNG0119693,l37135
NONHSAG109134.1,HSALNG0119694,l37136
-,HSALNG0119695,l37137
-,HSALNG0119696,l37138
NONHSAG074551.1,HSALNG0119708,l37139
-,HSALNG0119710,l37140
-,HSALNG0119709,l37141
-,HSALNG0119714,l37142
-,HSALNG0119717,l37143
-,HSALNG0119719,l37144
NONHSAG023240.2,HSALNG0145525,l37145
-,HSALNG0119722,l37146
-,HSALNG0119724,l37147
NONHSAG074988.1,HSALNG0119725,l37148
NONHSAG023244.2,HSALNG0119726,l37149
-,HSALNG0119727,l37150
-,HSALNG0119728,l37151
NONHSAG023245.2,HSALNG0119729,l37152
NONHSAG074554.1,HSALNG0119730,l37153
-,HSALNG0119731,l37154
-,HSALNG0119732,l37155
-,HSALNG0119733,l37156
NONHSAG023250.2,HSALNG0119735,l37157
NONHSAG023253.2,HSALNG0119743,l37158
-,HSALNG0145526,l37159
-,HSALNG0119745,l37160
-,HSALNG0119747,l37161
-,HSALNG0119752,l37162
NONHSAG023256.2,HSALNG0119748,l37163
-,HSALNG0119750,l37164
-,HSALNG0119751,l37165
-,HSALNG0119753,l37166
-,HSALNG0119755,l37167
-,HSALNG0119763,l37168
NONHSAG023263.2,HSALNG0119769,l37169
-,HSALNG0119775,l37170
-,HSALNG0119776,l37171
-,HSALNG0119778,l37172
-,HSALNG0119783,l37173
NONHSAG074561.1,HSALNG0119785,l37174
NONHSAG023272.2,HSALNG0119790,l37175
NONHSAG023274.2,HSALNG0119795,l37176
-,HSALNG0145411,l37177
-,HSALNG0119797,l37178
-,HSALNG0119801,l37179
NONHSAG023278.2,HSALNG0119805,l37180
NONHSAG023283.3,HSALNG0119814,l37181
-,HSALNG0119813,l37182
NONHSAG023284.2,HSALNG0119815,l37183
-,HSALNG0119816,l37184
-,HSALNG0119818,l37185
NONHSAG023289.2,HSALNG0119824,l37186
-,HSALNG0119825,l37187
NONHSAG023293.2,HSALNG0119828,l37188
-,HSALNG0119849,l37189
NONHSAG075380.2,HSALNG0119850,l37190
NONHSAG023297.2,HSALNG0119851,l37191
NONHSAG023298.2,HSALNG0119852,l37192
NONHSAG074571.1,HSALNG0119856,l37193
-,HSALNG0119859,l37194
NONHSAG023303.2,HSALNG0119860,l37195
NONHSAG023304.2,HSALNG0119861,l37196
-,HSALNG0119862,l37197
-,HSALNG0119870,l37198
-,HSALNG0119872,l37199
-,HSALNG0119873,l37200
-,HSALNG0119876,l37201
-,HSALNG0119881,l37202
NONHSAG109139.1,HSALNG0119882,l37203
NONHSAG074574.1,HSALNG0119884,l37204
-,HSALNG0119895,l37205
-,HSALNG0119896,l37206
-,HSALNG0119898,l37207
-,HSALNG0119900,l37208
-,HSALNG0145417,l37209
NONHSAG074577.1,HSALNG0119905,l37210
NONHSAG023321.2,HSALNG0145536,l37211
-,HSALNG0145537,l37212
NONHSAG074578.1,HSALNG0119908,l37213
NONHSAG075004.1,HSALNG0119909,l37214
-,HSALNG0119911,l37215
NONHSAG023326.2,HSALNG0119912,l37216
NONHSAG109140.1,HSALNG0119918,l37217
NONHSAG023327.2,HSALNG0119919,l37218
NONHSAG023328.2,HSALNG0119920,l37219
-,HSALNG0119927,l37220
NONHSAG074584.1,HSALNG0119928,l37221
-,HSALNG0119929,l37222
-,HSALNG0119941,l37223
-,HSALNG0145540,l37224
-,HSALNG0145541,l37225
-,HSALNG0119949,l37226
-,HSALNG0119950,l37227
-,HSALNG0119952,l37228
-,HSALNG0119958,l37229
-,HSALNG0119967,l37230
-,HSALNG0119970,l37231
-,HSALNG0145542,l37232
-,HSALNG0119979,l37233
-,HSALNG0119981,l37234
-,HSALNG0119986,l37235
NONHSAG023350.2,HSALNG0119991,l37236
-,HSALNG0120011,l37237
-,HSALNG0120012,l37238
-,HSALNG0120017,l37239
-,HSALNG0120019,l37240
-,HSALNG0120024,l37241
-,HSALNG0120026,l37242
-,HSALNG0120031,l37243
-,HSALNG0120036,l37244
-,HSALNG0120037,l37245
-,HSALNG0120041,l37246
NONHSAG075017.1,HSALNG0120044,l37247
-,HSALNG0120046,l37248
-,HSALNG0120051,l37249
-,HSALNG0120052,l37250
-,HSALNG0145545,l37251
NONHSAG023375.2,HSALNG0120057,l37252
NONHSAG023376.3,HSALNG0120058,l37253
-,HSALNG0145423,l37254
-,HSALNG0120059,l37255
NONHSAG023379.2,HSALNG0120066,l37256
-,HSALNG0120068,l37257
NONHSAG023382.2,HSALNG0120075,l37258
-,HSALNG0120079,l37259
NONHSAG023386.2,HSALNG0120086,l37260
NONHSAG023387.2,HSALNG0120087,l37261
-,HSALNG0120091,l37262
-,HSALNG0120096,l37263
-,HSALNG0120099,l37264
-,HSALNG0120101,l37265
-,HSALNG0145425,l37266
-,HSALNG0145426,l37267
-,HSALNG0120110,l37268
NONHSAG023403.2,HSALNG0120115,l37269
NONHSAG023405.2,HSALNG0120116,l37270
-,HSALNG0120117,l37271
NONHSAG023408.2,HSALNG0120125,l37272
-,HSALNG0120126,l37273
-,HSALNG0120128,l37274
-,HSALNG0145427,l37275
-,HSALNG0120136,l37276
NONHSAG075026.1,HSALNG0120137,l37277
-,HSALNG0120141,l37278
-,HSALNG0120142,l37279
NONHSAG023421.2,HSALNG0120144,l37280
-,HSALNG0120145,l37281
NONHSAG109046.1,HSALNG0120146,l37282
-,HSALNG0145547,l37283
-,HSALNG0120155,l37284
NONHSAG075028.1,HSALNG0120156,l37285
-,HSALNG0120158,l37286
-,HSALNG0120159,l37287
NONHSAG023429.2,HSALNG0120161,l37288
-,HSALNG0120162,l37289
-,HSALNG0120163,l37290
NONHSAG075029.1,HSALNG0120164,l37291
-,HSALNG0120165,l37292
NONHSAG023430.2,HSALNG0120166,l37293
NONHSAG023431.2,HSALNG0120167,l37294
-,HSALNG0120168,l37295
NONHSAG023433.2,HSALNG0120170,l37296
-,HSALNG0120171,l37297
-,HSALNG0120173,l37298
-,HSALNG0120172,l37299
NONHSAG023437.2,HSALNG0120174,l37300
NONHSAG023438.2,HSALNG0120177,l37301
NONHSAG023440.2,HSALNG0120178,l37302
NONHSAG074614.1,HSALNG0120179,l37303
-,HSALNG0145548,l37304
-,HSALNG0120183,l37305
NONHSAG023442.2,HSALNG0120184,l37306
-,HSALNG0120187,l37307
-,HSALNG0120188,l37308
NONHSAG023444.2,HSALNG0145549,l37309
NONHSAG023447.2,HSALNG0120196,l37310
NONHSAG109150.1,HSALNG0120197,l37311
NONHSAG074615.1,HSALNG0120198,l37312
NONHSAG023453.2,HSALNG0120210,l37313
-,HSALNG0120211,l37314
NONHSAG109151.1,HSALNG0120213,l37315
NONHSAG074618.1,HSALNG0120214,l37316
-,HSALNG0145429,l37317
NONHSAG023457.2,HSALNG0120215,l37318
-,HSALNG0120218,l37319
-,HSALNG0120231,l37320
-,HSALNG0145436,l37321
-,HSALNG0120248,l37322
NONHSAG075032.1,HSALNG0120249,l37323
-,HSALNG0120253,l37324
NONHSAG075034.1,HSALNG0120254,l37325
-,HSALNG0145437,l37326
-,HSALNG0145438,l37327
-,HSALNG0120255,l37328
-,HSALNG0120256,l37329
-,HSALNG0145439,l37330
-,HSALNG0120257,l37331
-,HSALNG0120260,l37332
-,HSALNG0120262,l37333
-,HSALNG0145553,l37334
-,HSALNG0120265,l37335
-,HSALNG0120266,l37336
-,HSALNG0120275,l37337
-,HSALNG0120276,l37338
-,HSALNG0120279,l37339
-,HSALNG0145440,l37340
-,HSALNG0120281,l37341
NONHSAG023482.2,HSALNG0120287,l37342
NONHSAG023483.2,HSALNG0120288,l37343
-,HSALNG0120289,l37344
NONHSAG023489.2,HSALNG0120297,l37345
-,HSALNG0120298,l37346
NONHSAG023490.2,HSALNG0120299,l37347
-,HSALNG0120302,l37348
NONHSAG023493.2,HSALNG0120304,l37349
-,HSALNG0120305,l37350
NONHSAG023497.2,HSALNG0120312,l37351
-,HSALNG0120315,l37352
NONHSAG023500.2,HSALNG0120320,l37353
-,HSALNG0120330,l37354
NONHSAG023505.2,HSALNG0120333,l37355
-,HSALNG0120339,l37356
-,HSALNG0120340,l37357
-,HSALNG0120344,l37358
NONHSAG023509.2,HSALNG0120345,l37359
-,HSALNG0120352,l37360
NONHSAG023514.2,HSALNG0145564,l37361
NONHSAG023515.2,HSALNG0120356,l37362
-,HSALNG0145445,l37363
-,HSALNG0120370,l37364
-,HSALNG0120371,l37365
NONHSAG023518.2,HSALNG0120372,l37366
-,HSALNG0120380,l37367
NONHSAG023524.2,HSALNG0120387,l37368
NONHSAG074632.1,HSALNG0120388,l37369
NONHSAG023525.2,HSALNG0120389,l37370
-,HSALNG0120390,l37371
NONHSAG074633.1,HSALNG0120391,l37372
NONHSAG023527.3,HSALNG0120392,l37373
NONHSAG074634.1,HSALNG0120393,l37374
NONHSAG023528.2,HSALNG0120394,l37375
NONHSAG023530.2,HSALNG0120397,l37376
NONHSAG023533.2,HSALNG0120398,l37377
-,HSALNG0120400,l37378
NONHSAG023534.2,HSALNG0120401,l37379
-,HSALNG0120416,l37380
-,HSALNG0120417,l37381
NONHSAG023542.3,HSALNG0120420,l37382
-,HSALNG0120421,l37383
NONHSAG023543.2,HSALNG0120422,l37384
-,HSALNG0120423,l37385
-,HSALNG0120424,l37386
-,HSALNG0120425,l37387
-,HSALNG0120426,l37388
NONHSAG109052.1,HSALNG0120427,l37389
NONHSAG074637.1,HSALNG0120428,l37390
NONHSAG075050.1,HSALNG0120429,l37391
-,HSALNG0120437,l37392
-,HSALNG0120438,l37393
-,HSALNG0120439,l37394
NONHSAG109053.1,HSALNG0120440,l37395
-,HSALNG0120452,l37396
-,HSALNG0120464,l37397
-,HSALNG0120468,l37398
-,HSALNG0120479,l37399
-,HSALNG0120480,l37400
-,HSALNG0120481,l37401
NONHSAG074642.1,HSALNG0120482,l37402
-,HSALNG0120483,l37403
NONHSAG074643.1,HSALNG0120484,l37404
NONHSAG023556.2,HSALNG0120485,l37405
NONHSAG023557.2,HSALNG0120486,l37406
-,HSALNG0120494,l37407
NONHSAG109054.1,HSALNG0120495,l37408
-,HSALNG0120502,l37409
-,HSALNG0120505,l37410
NONHSAG023566.2,HSALNG0120507,l37411
-,HSALNG0120510,l37412
-,HSALNG0120511,l37413
-,HSALNG0120513,l37414
-,HSALNG0120519,l37415
-,HSALNG0120524,l37416
-,HSALNG0120525,l37417
-,HSALNG0145566,l37418
-,HSALNG0120527,l37419
NONHSAG074654.1,HSALNG0120528,l37420
-,HSALNG0120532,l37421
-,HSALNG0120538,l37422
NONHSAG023581.2,HSALNG0120539,l37423
NONHSAG023582.2,HSALNG0120540,l37424
-,HSALNG0120542,l37425
-,HSALNG0120551,l37426
-,HSALNG0120555,l37427
-,HSALNG0120556,l37428
-,HSALNG0120557,l37429
NONHSAG023592.2,HSALNG0120564,l37430
-,HSALNG0120568,l37431
-,HSALNG0145570,l37432
-,HSALNG0120571,l37433
-,HSALNG0145572,l37434
-,HSALNG0120578,l37435
-,HSALNG0120579,l37436
-,HSALNG0120580,l37437
-,HSALNG0145449,l37438
-,HSALNG0120581,l37439
-,HSALNG0120582,l37440
-,HSALNG0120583,l37441
-,HSALNG0120585,l37442
-,HSALNG0120586,l37443
-,HSALNG0120590,l37444
-,HSALNG0120588,l37445
-,HSALNG0120589,l37446
NONHSAG074662.1,HSALNG0120591,l37447
-,HSALNG0120593,l37448
-,HSALNG0120594,l37449
-,HSALNG0145574,l37450
-,HSALNG0145575,l37451
NONHSAG074663.1,HSALNG0120595,l37452
-,HSALNG0120596,l37453
NONHSAG075069.1,HSALNG0120600,l37454
-,HSALNG0120601,l37455
-,HSALNG0120602,l37456
NONHSAG075070.1,HSALNG0120604,l37457
-,HSALNG0120605,l37458
-,HSALNG0120611,l37459
NONHSAG023613.2,HSALNG0120612,l37460
-,HSALNG0120634,l37461
-,HSALNG0120644,l37462
-,HSALNG0120661,l37463
-,HSALNG0120662,l37464
-,HSALNG0120663,l37465
NONHSAG023622.2,HSALNG0120667,l37466
-,HSALNG0120683,l37467
NONHSAG074674.1,HSALNG0120685,l37468
-,HSALNG0120698,l37469
NONHSAG023626.2,HSALNG0145577,l37470
-,HSALNG0120706,l37471
NONHSAG075081.1,HSALNG0120717,l37472
-,HSALNG0120718,l37473
-,HSALNG0120720,l37474
-,HSALNG0120724,l37475
NONHSAG023632.2,HSALNG0120727,l37476
-,HSALNG0145578,l37477
-,HSALNG0120728,l37478
-,HSALNG0120729,l37479
-,HSALNG0120735,l37480
-,HSALNG0120741,l37481
-,HSALNG0120744,l37482
-,HSALNG0120757,l37483
NONHSAG023642.2,HSALNG0120758,l37484
-,HSALNG0120765,l37485
-,HSALNG0120771,l37486
-,HSALNG0120772,l37487
-,HSALNG0120774,l37488
-,HSALNG0120775,l37489
-,HSALNG0120778,l37490
NONHSAG109170.1,HSALNG0120779,l37491
NONHSAG023654.2,HSALNG0120780,l37492
NONHSAG023655.2,HSALNG0120786,l37493
NONHSAG023657.2,HSALNG0120789,l37494
-,HSALNG0120793,l37495
-,HSALNG0120804,l37496
-,HSALNG0120805,l37497
-,HSALNG0145580,l37498
-,HSALNG0120814,l37499
-,HSALNG0145581,l37500
-,HSALNG0120817,l37501
-,HSALNG0145582,l37502
NONHSAG075094.1,HSALNG0120825,l37503
-,HSALNG0120826,l37504
NONHSAG023671.2,HSALNG0120836,l37505
NONHSAG075097.1,HSALNG0120837,l37506
-,HSALNG0120838,l37507
-,HSALNG0120839,l37508
-,HSALNG0120840,l37509
-,HSALNG0120842,l37510
-,HSALNG0120870,l37511
-,HSALNG0120871,l37512
-,HSALNG0120872,l37513
-,HSALNG0120873,l37514
NONHSAG074701.1,HSALNG0120874,l37515
NONHSAG023681.2,HSALNG0145457,l37516
NONHSAG109064.1,HSALNG0120876,l37517
-,HSALNG0120877,l37518
-,HSALNG0120878,l37519
NONHSAG074702.1,HSALNG0120879,l37520
-,HSALNG0120887,l37521
NONHSAG109065.1,HSALNG0120891,l37522
-,HSALNG0120901,l37523
NONHSAG023689.2,HSALNG0120904,l37524
-,HSALNG0120907,l37525
-,HSALNG0120908,l37526
-,HSALNG0120911,l37527
-,HSALNG0120917,l37528
NONHSAG023692.2,HSALNG0120920,l37529
-,HSALNG0120922,l37530
-,HSALNG0120924,l37531
NONHSAG023697.2,HSALNG0120926,l37532
-,HSALNG0120936,l37533
-,HSALNG0120937,l37534
-,HSALNG0120940,l37535
NONHSAG023704.3,HSALNG0120942,l37536
NONHSAG023707.2,HSALNG0120954,l37537
NONHSAG109179.1,HSALNG0120959,l37538
NONHSAG074711.1,HSALNG0120962,l37539
-,HSALNG0120963,l37540
-,HSALNG0120964,l37541
-,HSALNG0120966,l37542
-,HSALNG0120968,l37543
-,HSALNG0120972,l37544
NONHSAG075114.1,HSALNG0120973,l37545
-,HSALNG0120974,l37546
NONHSAG109069.1,HSALNG0120978,l37547
NONHSAG023716.2,HSALNG0120982,l37548
-,HSALNG0120983,l37549
NONHSAG075120.1,HSALNG0120991,l37550
-,HSALNG0121009,l37551
-,HSALNG0121010,l37552
NONHSAG023721.2,HSALNG0121023,l37553
NONHSAG074727.1,HSALNG0121048,l37554
-,HSALNG0121049,l37555
-,HSALNG0121054,l37556
-,HSALNG0121058,l37557
-,HSALNG0121061,l37558
-,HSALNG0121077,l37559
NONHSAG074734.1,HSALNG0121078,l37560
NONHSAG075129.1,HSALNG0121080,l37561
-,HSALNG0121081,l37562
NONHSAG074735.1,HSALNG0121082,l37563
NONHSAG023732.2,HSALNG0121083,l37564
NONHSAG023733.2,HSALNG0121084,l37565
NONHSAG023734.2,HSALNG0121085,l37566
NONHSAG023735.2,HSALNG0121086,l37567
-,HSALNG0121089,l37568
NONHSAG023736.2,HSALNG0121090,l37569
NONHSAG075133.1,HSALNG0121091,l37570
NONHSAG023737.2,HSALNG0121092,l37571
NONHSAG023738.2,HSALNG0121093,l37572
NONHSAG023739.2,HSALNG0121094,l37573
-,HSALNG0145588,l37574
-,HSALNG0121096,l37575
-,HSALNG0121097,l37576
-,HSALNG0121143,l37577
-,HSALNG0121145,l37578
NONHSAG023744.2,HSALNG0121144,l37579
-,HSALNG0145589,l37580
-,HSALNG0121146,l37581
NONHSAG074750.1,HSALNG0121159,l37582
NONHSAG075139.1,HSALNG0121167,l37583
-,HSALNG0121168,l37584
NONHSAG074752.1,HSALNG0121171,l37585
NONHSAG074753.1,HSALNG0121172,l37586
NONHSAG023755.2,HSALNG0121173,l37587
NONHSAG075141.1,HSALNG0121176,l37588
NONHSAG074754.1,HSALNG0121177,l37589
-,HSALNG0121178,l37590
-,HSALNG0121224,l37591
-,HSALNG0121223,l37592
NONHSAG023762.2,HSALNG0121226,l37593
NONHSAG074762.1,HSALNG0121227,l37594
-,HSALNG0121238,l37595
-,HSALNG0121248,l37596
-,HSALNG0121262,l37597
NONHSAG023770.2,HSALNG0121266,l37598
NONHSAG074772.1,HSALNG0121267,l37599
-,HSALNG0121268,l37600
NONHSAG023772.2,HSALNG0121270,l37601
-,HSALNG0121271,l37602
-,HSALNG0121274,l37603
NONHSAG023774.2,HSALNG0121275,l37604
NONHSAG074773.1,HSALNG0121276,l37605
-,HSALNG0121302,l37606
