NoncodeGeneID,LncbookGeneID,l_ID
-,HSALNG0001658,l000504
NONHSAG104838.1,HSALNG0001659,l000505
NONHSAG000668.2,HSALNG0001660,l000506
-,HSALNG0001661,l000507
NONHSAG000671.2,HSALNG0001664,l000508
-,HSALNG0001668,l000509
-,HSALNG0001676,l000510
NONHSAG056228.1,HSALNG0001677,l000511
NONHSAG000681.2,HSALNG0001684,l000512
-,HSALNG0001686,l000513
-,HSALNG0001687,l000514
-,HSALNG0001690,l000515
-,HSALNG0001696,l000516
-,HSALNG0001704,l000517
-,HSALNG0001705,l000518
NONHSAG000690.2,HSALNG0001706,l000519
-,HSALNG0001711,l000520
-,HSALNG0001712,l000521
NONHSAG000696.2,HSALNG0001713,l000522
NONHSAG000697.2,HSALNG0001714,l000523
-,HSALNG0001716,l000524
-,HSALNG0001720,l000525
-,HSALNG0001722,l000526
-,HSALNG0001726,l000527
-,HSALNG0001727,l000528
-,HSALNG0001728,l000529
-,HSALNG0141702,l000530
-,HSALNG0001735,l000531
NONHSAG056231.1,HSALNG0001739,l000532
-,HSALNG0142138,l000533
NONHSAG057590.1,HSALNG0001753,l000534
NONHSAG000712.2,HSALNG0001754,l000535
-,HSALNG0141703,l000536
NONHSAG000714.2,HSALNG0001755,l000537
-,HSALNG0001756,l000538
-,HSALNG0001757,l000539
NONHSAG000717.3,HSALNG0001761,l000540
-,HSALNG0001764,l000541
-,HSALNG0001765,l000542
-,HSALNG0001766,l000543
-,HSALNG0141704,l000544
-,HSALNG0001775,l000545
-,HSALNG0001782,l000546
-,HSALNG0001783,l000547
NONHSAG056236.1,HSALNG0001785,l000548
-,HSALNG0001787,l000549
NONHSAG056237.1,HSALNG0001788,l000550
-,HSALNG0001789,l000551
-,HSALNG0001790,l000552
-,HSALNG0001791,l000553
-,HSALNG0142140,l000554
-,HSALNG0001792,l000555
-,HSALNG0001794,l000556
-,HSALNG0001795,l000557
-,HSALNG0001796,l000558
-,HSALNG0142141,l000559
-,HSALNG0001798,l000560
-,HSALNG0001801,l000561
-,HSALNG0001803,l000562
-,HSALNG0001804,l000563
-,HSALNG0142142,l000564
-,HSALNG0001810,l000565
-,HSALNG0001812,l000566
-,HSALNG0001821,l000567
-,HSALNG0001824,l000568
-,HSALNG0142144,l000569
-,HSALNG0001828,l000570
NONHSAG104845.1,HSALNG0001829,l000571
-,HSALNG0141706,l000572
NONHSAG000749.2,HSALNG0001845,l000573
-,HSALNG0001846,l000574
-,HSALNG0001847,l000575
NONHSAG000754.2,HSALNG0001857,l000576
-,HSALNG0001860,l000577
-,HSALNG0001865,l000578
-,HSALNG0001864,l000579
NONHSAG000760.2,HSALNG0001868,l000580
-,HSALNG0001872,l000581
-,HSALNG0001876,l000582
NONHSAG000767.2,HSALNG0001885,l000583
-,HSALNG0001886,l000584
-,HSALNG0001890,l000585
-,HSALNG0001891,l000586
-,HSALNG0001911,l000587
-,HSALNG0001913,l000588
-,HSALNG0001922,l000589
NONHSAG056246.1,HSALNG0001926,l000590
NONHSAG000780.2,HSALNG0001928,l000591
-,HSALNG0001934,l000592
-,HSALNG0141709,l000593
-,HSALNG0001944,l000594
-,HSALNG0001945,l000595
NONHSAG000787.2,HSALNG0001947,l000596
-,HSALNG0001951,l000597
-,HSALNG0001960,l000598
-,HSALNG0001966,l000599
-,HSALNG0001969,l000600
-,HSALNG0001971,l000601
-,HSALNG0001973,l000602
NONHSAG000807.2,HSALNG0001991,l000603
-,HSALNG0001996,l000604
NONHSAG000808.2,HSALNG0001997,l000605
NONHSAG057612.1,HSALNG0001998,l000606
-,HSALNG0002001,l000607
-,HSALNG0002009,l000608
-,HSALNG0002010,l000609
-,HSALNG0142150,l000610
-,HSALNG0002012,l000611
NONHSAG000816.2,HSALNG0002017,l000612
-,HSALNG0142151,l000613
NONHSAG057618.1,HSALNG0002020,l000614
NONHSAG105332.1,HSALNG0002022,l000615
-,HSALNG0002026,l000616
-,HSALNG0002028,l000617
-,HSALNG0002029,l000618
NONHSAG000822.2,HSALNG0002031,l000619
NONHSAG057620.1,HSALNG0002033,l000620
NONHSAG000824.2,HSALNG0002034,l000621
-,HSALNG0002035,l000622
NONHSAG000828.2,HSALNG0002043,l000623
-,HSALNG0002045,l000624
-,HSALNG0002047,l000625
-,HSALNG0002066,l000626
NONHSAG000837.2,HSALNG0002068,l000627
-,HSALNG0141713,l000628
-,HSALNG0002075,l000629
-,HSALNG0002081,l000630
NONHSAG000844.2,HSALNG0002086,l000631
-,HSALNG0002090,l000632
-,HSALNG0002091,l000633
NONHSAG000849.2,HSALNG0002092,l000634
-,HSALNG0002093,l000635
NONHSAG056259.1,HSALNG0002094,l000636
NONHSAG056260.1,HSALNG0002095,l000637
NONHSAG057629.1,HSALNG0002099,l000638
-,HSALNG0002102,l000639
NONHSAG000852.2,HSALNG0002104,l000640
NONHSAG000853.2,HSALNG0002105,l000641
-,HSALNG0141714,l000642
-,HSALNG0002113,l000643
-,HSALNG0002114,l000644
NONHSAG105342.1,HSALNG0002115,l000645
-,HSALNG0002116,l000646
-,HSALNG0141715,l000647
-,HSALNG0002120,l000648
-,HSALNG0002123,l000649
-,HSALNG0002130,l000650
-,HSALNG0142154,l000651
NONHSAG057631.1,HSALNG0002131,l000652
NONHSAG000863.2,HSALNG0002132,l000653
-,HSALNG0002133,l000654
NONHSAG057632.1,HSALNG0002135,l000655
-,HSALNG0002144,l000656
-,HSALNG0002146,l000657
-,HSALNG0002156,l000658
-,HSALNG0002160,l000659
-,HSALNG0141717,l000660
-,HSALNG0142155,l000661
-,HSALNG0141718,l000662
-,HSALNG0002168,l000663
NONHSAG000875.2,HSALNG0002169,l000664
NONHSAG056273.1,HSALNG0002170,l000665
-,HSALNG0002186,l000666
-,HSALNG0002188,l000667
-,HSALNG0002187,l000668
NONHSAG000881.2,HSALNG0002197,l000669
-,HSALNG0002198,l000670
-,HSALNG0002200,l000671
NONHSAG000884.2,HSALNG0002203,l000672
NONHSAG000889.2,HSALNG0002210,l000673
-,HSALNG0002214,l000674
-,HSALNG0002218,l000675
-,HSALNG0002219,l000676
NONHSAG057639.1,HSALNG0002220,l000677
NONHSAG000901.2,HSALNG0002224,l000678
-,HSALNG0002234,l000679
-,HSALNG0002236,l000680
-,HSALNG0002239,l000681
-,HSALNG0002240,l000682
-,HSALNG0002242,l000683
NONHSAG000910.3,HSALNG0002248,l000684
-,HSALNG0142158,l000685
-,HSALNG0002251,l000686
NONHSAG057644.1,HSALNG0002254,l000687
-,HSALNG0002264,l000688
-,HSALNG0002268,l000689
NONHSAG000920.2,HSALNG0002269,l000690
-,HSALNG0002270,l000691
NONHSAG000924.2,HSALNG0002272,l000692
NONHSAG105346.1,HSALNG0002273,l000693
-,HSALNG0002275,l000694
-,HSALNG0002276,l000695
NONHSAG000925.3,HSALNG0002284,l000696
NONHSAG000926.3,HSALNG0002288,l000697
NONHSAG057649.1,HSALNG0002285,l000698
-,HSALNG0002286,l000699
-,HSALNG0141720,l000700
NONHSAG000931.2,HSALNG0002294,l000701
NONHSAG000932.2,HSALNG0002295,l000702
-,HSALNG0002297,l000703
NONHSAG000936.2,HSALNG0002298,l000704
-,HSALNG0002303,l000705
-,HSALNG0002304,l000706
-,HSALNG0002305,l000707
NONHSAG000941.2,HSALNG0002311,l000708
-,HSALNG0002315,l000709
-,HSALNG0002317,l000710
NONHSAG000945.2,HSALNG0002318,l000711
NONHSAG000946.2,HSALNG0002319,l000712
NONHSAG000948.2,HSALNG0002321,l000713
-,HSALNG0002325,l000714
-,HSALNG0002327,l000715
-,HSALNG0141721,l000716
NONHSAG057656.1,HSALNG0002332,l000717
-,HSALNG0002333,l000718
-,HSALNG0002338,l000719
-,HSALNG0002342,l000720
NONHSAG104865.1,HSALNG0002345,l000721
-,HSALNG0002358,l000722
NONHSAG105349.1,HSALNG0002359,l000723
NONHSAG057660.1,HSALNG0002360,l000724
-,HSALNG0002366,l000725
-,HSALNG0002367,l000726
NONHSAG000968.2,HSALNG0002368,l000727
-,HSALNG0002369,l000728
-,HSALNG0002370,l000729
-,HSALNG0141722,l000730
-,HSALNG0002371,l000731
-,HSALNG0002373,l000732
-,HSALNG0002381,l000733
NONHSAG000972.2,HSALNG0002377,l000734
NONHSAG000973.2,HSALNG0002378,l000735
NONHSAG000976.2,HSALNG0002382,l000736
NONHSAG056289.1,HSALNG0002384,l000737
NONHSAG056290.1,HSALNG0141723,l000738
NONHSAG000978.2,HSALNG0002390,l000739
NONHSAG000979.2,HSALNG0002393,l000740
NONHSAG000981.3,HSALNG0002394,l000741
-,HSALNG0002397,l000742
-,HSALNG0002398,l000743
-,HSALNG0002399,l000744
-,HSALNG0142161,l000745
-,HSALNG0002412,l000746
-,HSALNG0002415,l000747
-,HSALNG0002421,l000748
NONHSAG000994.2,HSALNG0002422,l000749
-,HSALNG0002424,l000750
-,HSALNG0002430,l000751
-,HSALNG0002441,l000752
-,HSALNG0002442,l000753
NONHSAG000999.2,HSALNG0002446,l000754
-,HSALNG0002447,l000755
-,HSALNG0002450,l000756
-,HSALNG0002463,l000757
-,HSALNG0142163,l000758
-,HSALNG0002464,l000759
-,HSALNG0142164,l000760
NONHSAG001008.2,HSALNG0002472,l000761
-,HSALNG0141727,l000762
-,HSALNG0002474,l000763
-,HSALNG0002475,l000764
NONHSAG105352.1,HSALNG0002476,l000765
-,HSALNG0002481,l000766
NONHSAG001014.2,HSALNG0002484,l000767
-,HSALNG0002489,l000768
NONHSAG001018.2,HSALNG0002491,l000769
-,HSALNG0002499,l000770
-,HSALNG0002502,l000771
NONHSAG001026.3,HSALNG0002504,l000772
NONHSAG105354.1,HSALNG0002505,l000773
-,HSALNG0002512,l000774
-,HSALNG0002513,l000775
-,HSALNG0002519,l000776
