NoncodeGeneID,LncbookGeneID,l_ID
NONHSAG104612.1,HSALNG0140980,l36296
-,HSALNG0141072,l36297
NONHSAG055731.2,HSALNG0141101,l36298
NONHSAG000003.2,HSALNG0000005,l36299
-,HSALNG0141652,l36300
-,HSALNG0000511,l36301
-,HSALNG0001003,l36302
NONHSAG056191.1,HSALNG0001300,l36303
-,HSALNG0001643,l36304
NONHSAG001433.2,HSALNG0003531,l36305
-,HSALNG0003806,l36306
NONHSAG001570.2,HSALNG0003829,l36307
NONHSAG057901.2,HSALNG0004730,l36308
-,HSALNG0007762,l36309
NONHSAG003571.2,HSALNG0008698,l36310
NONHSAG003572.2,HSALNG0008703,l36311
-,HSALNG0009374,l36312
-,HSALNG0009497,l36313
NONHSAG004347.2,HSALNG0010726,l36314
NONHSAG105193.1,HSALNG0011006,l36315
NONHSAG105196.1,HSALNG0011037,l36316
-,HSALNG0142444,l36317
NONHSAG058618.1,HSALNG0012065,l36318
NONHSAG105238.1,HSALNG0012100,l36319
NONHSAG079553.1,HSALNG0012519,l36320
NONHSAG077053.1,HSALNG0012521,l36321
-,HSALNG0012738,l36322
NONHSAG079625.2,HSALNG0012802,l36323
NONHSAG078689.1,HSALNG0014979,l36324
NONHSAG027843.2,HSALNG0015125,l36325
-,HSALNG0015409,l36326
NONHSAG109858.1,HSALNG0016990,l36327
-,HSALNG0017537,l36328
-,HSALNG0017591,l36329
-,HSALNG0146559,l36330
NONHSAG078954.1,HSALNG0017683,l36331
-,HSALNG0017912,l36332
NONHSAG079019.1,HSALNG0018314,l36333
-,HSALNG0018550,l36334
NONHSAG079135.1,HSALNG0019410,l36335
NONHSAG029519.2,HSALNG0019537,l36336
NONHSAG077947.1,HSALNG0146265,l36337
-,HSALNG0021456,l36338
-,HSALNG0146334,l36339
NONHSAG078193.2,-,l36340
-,HSALNG0022671,l36341
NONHSAG081224.2,HSALNG0023302,l36342
NONHSAG030950.3,HSALNG0146367,l36343
-,HSALNG0146764,l36344
NONHSAG034557.3,HSALNG0024492,l36345
-,HSALNG0024507,l36346
-,HSALNG0024559,l36347
-,HSALNG0024706,l36348
-,HSALNG0024793,l36349
-,HSALNG0024869,l36350
NONHSAG115329.1,HSALNG0026453,l36351
-,HSALNG0026932,l36352
NONHSAG111548.1,HSALNG0027836,l36353
-,HSALNG0141633,l36354
NONHSAG115331.1,HSALNG0028087,l36355
NONHSAG086710.2,-,l36356
-,HSALNG0028937,l36357
NONHSAG115335.1,HSALNG0147956,l36358
-,HSALNG0147962,l36359
NONHSAG111694.1,HSALNG0031967,l36360
NONHSAG037204.3,HSALNG0032127,l36361
NONHSAG088118.1,HSALNG0032197,l36362
NONHSAG088879.2,HSALNG0033176,l36363
NONHSAG112036.1,HSALNG0033629,l36364
-,HSALNG0034072,l36365
NONHSAG111804.1,HSALNG0034390,l36366
-,HSALNG0034775,l36367
NONHSAG038181.2,HSALNG0035158,l36368
NONHSAG115344.1,HSALNG0036911,l36369
-,HSALNG0036985,l36370
-,HSALNG0148449,l36371
-,HSALNG0037435,l36372
-,HSALNG0148211,l36373
NONHSAG088634.1,HSALNG0038267,l36374
NONHSAG087998.1,HSALNG0038609,l36375
-,HSALNG0038679,l36376
-,HSALNG0038885,l36377
NONHSAG039642.3,HSALNG0039475,l36378
NONHSAG039647.2,HSALNG0148801,l36379
NONHSAG112258.1,HSALNG0039898,l36380
-,HSALNG0039933,l36381
NONHSAG040058.2,HSALNG0040635,l36382
NONHSAG090872.1,HSALNG0040781,l36383
NONHSAG090887.1,HSALNG0040921,l36384
NONHSAG090200.1,HSALNG0042010,l36385
NONHSAG091001.2,HSALNG0042163,l36386
-,HSALNG0043395,l36387
NONHSAG090440.1,HSALNG0044208,l36388
NONHSAG112694.1,-,l36389
NONHSAG112708.1,HSALNG0045181,l36390
-,HSALNG0045440,l36391
-,HSALNG0046156,l36392
NONHSAG042273.3,HSALNG0148778,l36393
NONHSAG091427.1,HSALNG0046986,l36394
NONHSAG042533.3,HSALNG0047302,l36395
NONHSAG113145.1,HSALNG0048213,l36396
NONHSAG094849.1,HSALNG0048216,l36397
NONHSAG093994.1,HSALNG0048334,l36398
NONHSAG113203.1,HSALNG0049337,l36399
-,HSALNG0050524,l36400
NONHSAG115360.1,HSALNG0051079,l36401
-,HSALNG0051202,l36402
NONHSAG044473.3,HSALNG0052333,l36403
NONHSAG094399.1,HSALNG0052413,l36404
-,HSALNG0052862,l36405
NONHSAG044851.3,HSALNG0053522,l36406
NONHSAG093770.1,HSALNG0054744,l36407
NONHSAG093811.1,HSALNG0055011,l36408
-,HSALNG0056136,l36409
-,HSALNG0056376,l36410
NONHSAG047145.3,HSALNG0056749,l36411
-,HSALNG0056749,l36412
NONHSAG097089.2,HSALNG0057823,l36413
-,HSALNG0057841,l36414
NONHSAG047661.2,HSALNG0058268,l36415
NONHSAG113850.1,HSALNG0059831,l36416
-,HSALNG0060049,l36417
NONHSAG097361.1,HSALNG0061517,l36418
NONHSAG096694.1,HSALNG0061586,l36419
NONHSAG113647.1,HSALNG0062110,l36420
-,HSALNG0149843,l36421
NONHSAG049244.2,HSALNG0062565,l36422
NONHSAG097465.1,-,l36423
NONHSAG096853.1,-,l36424
NONHSAG099272.1,HSALNG0062989,l36425
NONHSAG099314.2,HSALNG0063602,l36426
NONHSAG099354.1,HSALNG0064095,l36427
NONHSAG100090.1,HSALNG0064533,l36428
NONHSAG050067.2,HSALNG0064813,l36429
NONHSAG114066.1,HSALNG0065156,l36430
-,HSALNG0065196,l36431
NONHSAG100317.1,HSALNG0065618,l36432
-,HSALNG0066083,l36433
NONHSAG099652.1,HSALNG0067332,l36434
-,HSALNG0068679,l36435
NONHSAG051595.2,HSALNG0069514,l36436
NONHSAG101177.1,HSALNG0070048,l36437
NONHSAG101203.1,HSALNG0070218,l36438
NONHSAG114480.1,HSALNG0070306,l36439
-,HSALNG0071260,l36440
NONHSAG052363.2,-,l36441
NONHSAG052533.2,HSALNG0071794,l36442
NONHSAG052534.2,HSALNG0071794,l36443
NONHSAG101535.1,HSALNG0073236,l36444
-,HSALNG0073771,l36445
NONHSAG114665.1,HSALNG0074399,l36446
-,HSALNG0151004,l36447
NONHSAG114697.1,-,l36448
NONHSAG115103.1,HSALNG0136548,l36449
-,HSALNG0137342,l36450
-,HSALNG0137402,l36451
NONHSAG103399.2,HSALNG0137755,l36452
NONHSAG054635.3,HSALNG0138224,l36453
NONHSAG055050.3,HSALNG0139328,l36454
NONHSAG104610.1,HSALNG0140972,l36455
-,HSALNG0141401,l36456
-,HSALNG0151342,l36457
-,HSALNG0029808,l36458
-,HSALNG0037366,l36459
NONHSAG115349.1,HSALNG0044051,l36460
NONHSAG090602.2,HSALNG0045738,l36461
NONHSAG094805.1,HSALNG0047929,l36462
-,HSALNG0149296,l36463
-,HSALNG0066612,l36464
-,HSALNG0008629,l36465
NONHSAG026771.2,HSALNG0146387,l36466
NONHSAG077828.1,HSALNG0019405,l36467
NONHSAG085513.2,HSALNG0026063,l36468
-,HSALNG0032617,l36469
NONHSAG044022.3,-,l36470
NONHSAG100105.1,HSALNG0150385,l36471
-,HSALNG0065019,l36472
-,HSALNG0068121,l36473
-,HSALNG0056785,l36474
NONHSAG056624.1,HSALNG0005052,l36475
-,HSALNG0014861,l36476
NONHSAG077713.1,HSALNG0018470,l36477
-,HSALNG0027836,l36478
-,HSALNG0142445,l36479
NONHSAG078819.1,HSALNG0146509,l36480
NONHSAG079375.2,HSALNG0022058,l36481
-,HSALNG0150380,l36482
-,HSALNG0004009,l36483
NONHSAG077674.1,HSALNG0018108,l36484
-,HSALNG0064514,l36485
-,HSALNG0150315,l36486
NONHSAG101134.1,HSALNG0069636,l36487
-,HSALNG0019032,l36488
NONHSAG057064.1,HSALNG0009267,l36489
-,HSALNG0026971,l36490
-,HSALNG0028789,l36491
NONHSAG043777.2,HSALNG0050049,l36492
NONHSAG105301.1,HSALNG0001038,l36493
NONHSAG000838.3,-,l36494
NONHSAG091982.1,HSALNG0041467,l36495
-,HSALNG0006324,l36496
-,HSALNG0045693,l36497
-,HSALNG0005108,l36498
NONHSAG058185.1,HSALNG0141938,l36499
-,HSALNG0142396,l36500
NONHSAG058498.2,HSALNG0010842,l36501
NONHSAG028654.2,HSALNG0017140,l36502
-,HSALNG0018051,l36503
NONHSAG079039.1,HSALNG0018561,l36504
-,HSALNG0024818,l36505
-,HSALNG0025273,l36506
NONHSAG085487.2,HSALNG0025705,l36507
NONHSAG111496.1,HSALNG0026096,l36508
-,HSALNG0147926,l36509
NONHSAG111357.1,HSALNG0029767,l36510
-,HSALNG0032051,l36511
NONHSAG089924.1,HSALNG0039499,l36512
NONHSAG112748.1,HSALNG0046193,l36513
-,HSALNG0046300,l36514
NONHSAG112826.1,HSALNG0149070,l36515
-,HSALNG0048872,l36516
NONHSAG094182.2,HSALNG0050257,l36517
-,HSALNG0050866,l36518
-,HSALNG0051708,l36519
NONHSAG096723.1,HSALNG0061816,l36520
NONHSAG114061.1,HSALNG0064928,l36521
NONHSAG101227.1,HSALNG0070392,l36522
-,HSALNG0071361,l36523
NONHSAG104218.2,HSALNG0151085,l36524
NONHSAG103510.1,HSALNG0139328,l36525
NONHSAG115089.1,-,l36526
-,HSALNG0068436,l36527
NONHSAG034316.3,-,l36528
-,HSALNG0044617,l36529
NONHSAG050891.2,HSALNG0067281,l36530
NONHSAG077046.1,HSALNG0012462,l36531
-,HSALNG0015452,l36532
NONHSAG078941.1,HSALNG0017611,l36533
NONHSAG079002.1,HSALNG0018194,l36534
NONHSAG029240.2,HSALNG0018763,l36535
NONHSAG029242.2,HSALNG0018775,l36536
NONHSAG110339.1,HSALNG0146630,l36537
NONHSAG079515.1,HSALNG0023668,l36538
-,HSALNG0025088,l36539
NONHSAG085675.1,HSALNG0027989,l36540
NONHSAG085919.1,HSALNG0030672,l36541
NONHSAG087584.1,HSALNG0034728,l36542
NONHSAG088430.1,HSALNG0035850,l36543
-,HSALNG0037019,l36544
-,HSALNG0148818,l36545
NONHSAG091263.1,-,l36546
NONHSAG090595.1,HSALNG0045693,l36547
NONHSAG093368.2,HSALNG0051540,l36548
NONHSAG098597.1,HSALNG0063234,l36549
-,HSALNG0139330,l36550
-,HSALNG0002807,l36551
-,HSALNG0009116,l36552
NONHSAG029273.2,-,l36553
NONHSAG085388.2,HSALNG0024588,l36554
NONHSAG088334.1,HSALNG0034834,l36555
NONHSAG111887.1,HSALNG0037405,l36556
NONHSAG090968.1,HSALNG0148606,l36557
-,HSALNG0048327,l36558
-,HSALNG0053226,l36559
-,HSALNG0056014,l36560
-,HSALNG0063305,l36561
-,HSALNG0065626,l36562
-,HSALNG0151191,l36563
NONHSAG085253.1,HSALNG0147710,l36564
-,HSALNG0047302,l36565
NONHSAG002000.3,HSALNG0004980,l36566
NONHSAG110227.1,HSALNG0016642,l36567
NONHSAG029631.2,-,l36568
-,HSALNG0021189,l36569
-,HSALNG0027549,l36570
-,HSALNG0043427,l36571
NONHSAG053882.2,-,l36572
NONHSAG054110.3,HSALNG0136866,l36573
NONHSAG079792.2,HSALNG0014389,l36574
-,HSALNG0033176,l36575
-,HSALNG0033423,l36576
-,HSALNG0043923,l36577
-,HSALNG0044600,l36578
NONHSAG002642.3,HSALNG0147037,l36579
-,HSALNG0141863,l36580
-,HSALNG0039927,l36581
NONHSAG112852.1,HSALNG0048627,l36582
-,HSALNG0051540,l36583
NONHSAG094716.1,-,l36584
-,HSALNG0063971,l36585
-,HSALNG0072800,l36586
-,HSALNG0003830,l36587
-,HSALNG0005322,l36588
-,HSALNG0141924,l36589
-,HSALNG0007770,l36590
NONHSAG078587.1,HSALNG0014094,l36591
NONHSAG079033.1,HSALNG0018470,l36592
-,HSALNG0020158,l36593
-,HSALNG0030122,l36594
-,HSALNG0030360,l36595
-,HSALNG0030843,l36596
-,HSALNG0030929,l36597
NONHSAG037161.3,HSALNG0032046,l36598
-,HSALNG0034834,l36599
-,HSALNG0148422,l36600
NONHSAG039029.2,HSALNG0037656,l36601
-,HSALNG0037972,l36602
NONHSAG090996.1,-,l36603
-,HSALNG0043461,l36604
NONHSAG091204.1,HSALNG0044617,l36605
-,HSALNG0044869,l36606
-,HSALNG0047929,l36607
NONHSAG093059.2,HSALNG0048647,l36608
-,HSALNG0054820,l36609
NONHSAG095964.2,HSALNG0055011,l36610
-,HSALNG0149935,l36611
NONHSAG096463.1,HSALNG0059173,l36612
-,HSALNG0061586,l36613
-,HSALNG0062031,l36614
-,HSALNG0064533,l36615
-,HSALNG0065033,l36616
-,HSALNG0066551,l36617
-,HSALNG0066943,l36618
-,HSALNG0068359,l36619
-,HSALNG0068528,l36620
-,HSALNG0069986,l36621
-,HSALNG0070048,l36622
-,HSALNG0138297,l36623
NONHSAG056615.1,HSALNG0004980,l36624
NONHSAG002631.2,-,l36625
-,HSALNG0008661,l36626
-,HSALNG0017556,l36627
-,HSALNG0018872,l36628
-,HSALNG0146630,l36629
NONHSAG110375.1,HSALNG0020542,l36630
-,HSALNG0025308,l36631
-,HSALNG0148049,l36632
NONHSAG087891.1,HSALNG0037773,l36633
-,HSALNG0038760,l36634
NONHSAG090799.2,HSALNG0039827,l36635
NONHSAG092513.1,HSALNG0043923,l36636
-,HSALNG0044208,l36637
NONHSAG093335.1,HSALNG0051268,l36638
NONHSAG093385.2,HSALNG0051727,l36639
NONHSAG093605.1,HSALNG0053388,l36640
NONHSAG095926.1,HSALNG0054744,l36641
NONHSAG097958.1,HSALNG0149666,l36642
-,HSALNG0066885,l36643
NONHSAG098973.1,HSALNG0066985,l36644
NONHSAG099053.1,HSALNG0067821,l36645
NONHSAG099805.1,HSALNG0069019,l36646
NONHSAG101225.1,HSALNG0150530,l36647
NONHSAG114520.1,HSALNG0071361,l36648
-,HSALNG0150925,l36649
-,HSALNG0150981,l36650
NONHSAG055639.2,HSALNG0140920,l36651
-,HSALNG0000594,l36652
NONHSAG057488.2,HSALNG0000761,l36653
-,HSALNG0000949,l36654
NONHSAG104808.1,HSALNG0001057,l36655
NONHSAG056194.1,-,l36656
NONHSAG056225.1,HSALNG0001652,l36657
NONHSAG058834.1,HSALNG0141702,l36658
-,HSALNG0001782,l36659
-,HSALNG0142151,l36660
-,HSALNG0002120,l36661
-,HSALNG0002133,l36662
NONHSAG104891.1,HSALNG0141744,l36663
-,HSALNG0003447,l36664
NONHSAG059020.1,HSALNG0003824,l36665
NONHSAG001664.3,HSALNG0004027,l36666
-,HSALNG0004109,l36667
NONHSAG056531.1,HSALNG0004329,l36668
-,HSALNG0004792,l36669
NONHSAG059231.1,HSALNG0005059,l36670
NONHSAG057946.1,HSALNG0142232,l36671
NONHSAG056718.2,HSALNG0005713,l36672
-,HSALNG0006346,l36673
NONHSAG105509.1,HSALNG0006358,l36674
-,HSALNG0142321,l36675
NONHSAG056806.1,HSALNG0006705,l36676
NONHSAG002751.2,HSALNG0006851,l36677
NONHSAG056802.1,HSALNG0141863,l36678
NONHSAG058125.1,HSALNG0007017,l36679
-,HSALNG0007318,l36680
-,HSALNG0007801,l36681
-,HSALNG0007988,l36682
NONHSAG057019.1,HSALNG0008888,l36683
NONHSAG003667.2,HSALNG0141969,l36684
-,HSALNG0142400,l36685
-,HSALNG0009907,l36686
NONHSAG058404.1,-,l36687
NONHSAG058458.1,HSALNG0010470,l36688
NONHSAG058474.1,HSALNG0010606,l36689
NONHSAG058524.1,HSALNG0142440,l36690
NONHSAG057283.1,HSALNG0142444,l36691
NONHSAG058538.1,HSALNG0011347,l36692
NONHSAG058540.1,HSALNG0011382,l36693
-,HSALNG0011406,l36694
-,HSALNG0011461,l36695
NONHSAG057324.1,HSALNG0011557,l36696
-,HSALNG0011605,l36697
-,HSALNG0011937,l36698
NONHSAG057361.1,HSALNG0011963,l36699
-,HSALNG0012247,l36700
NONHSAG026768.2,HSALNG0012371,l36701
NONHSAG109695.1,HSALNG0012495,l36702
NONHSAG079571.1,HSALNG0012592,l36703
NONHSAG026915.3,HSALNG0012779,l36704
NONHSAG026950.2,HSALNG0012874,l36705
NONHSAG026981.3,HSALNG0146019,l36706
-,HSALNG0146073,l36707
NONHSAG027969.3,HSALNG0015486,l36708
NONHSAG078802.1,HSALNG0015962,l36709
NONHSAG077468.1,HSALNG0016016,l36710
NONHSAG080059.1,HSALNG0016177,l36711
NONHSAG077526.1,HSALNG0146148,l36712
NONHSAG080170.2,HSALNG0016923,l36713
NONHSAG110240.1,HSALNG0016937,l36714
-,HSALNG0146167,l36715
-,HSALNG0017521,l36716
NONHSAG077619.1,HSALNG0146559,l36717
NONHSAG028913.2,-,l36718
NONHSAG077677.1,HSALNG0018143,l36719
-,HSALNG0018314,l36720
-,HSALNG0018619,l36721
NONHSAG077747.2,HSALNG0018751,l36722
NONHSAG029284.2,HSALNG0146597,l36723
NONHSAG080474.2,HSALNG0018910,l36724
NONHSAG077793.1,HSALNG0019191,l36725
-,HSALNG0019200,l36726
NONHSAG109923.1,HSALNG0019315,l36727
NONHSAG079132.1,HSALNG0019405,l36728
-,HSALNG0019427,l36729
-,HSALNG0019806,l36730
-,HSALNG0146290,l36731
NONHSAG030133.2,HSALNG0021249,l36732
NONHSAG115318.1,HSALNG0146302,l36733
NONHSAG079375.2,HSALNG0146334,l36734
-,HSALNG0022471,l36735
NONHSAG030932.2,HSALNG0146755,l36736
NONHSAG078320.1,-,l36737
NONHSAG115328.1,HSALNG0147453,l36738
-,HSALNG0147456,l36739
-,HSALNG0024425,l36740
NONHSAG086100.1,HSALNG0024507,l36741
NONHSAG084520.1,HSALNG0024815,l36742
NONHSAG085434.1,HSALNG0025088,l36743
NONHSAG111236.1,HSALNG0025823,l36744
NONHSAG085512.1,HSALNG0026049,l36745
NONHSAG035223.2,HSALNG0026287,l36746
NONHSAG035551.2,HSALNG0027469,l36747
NONHSAG084834.1,HSALNG0027641,l36748
-,HSALNG0027936,l36749
NONHSAG085699.1,HSALNG0028329,l36750
NONHSAG084930.1,HSALNG0028727,l36751
-,HSALNG0029075,l36752
NONHSAG115334.1,HSALNG0029121,l36753
NONHSAG085866.1,HSALNG0030056,l36754
-,HSALNG0030512,l36755
-,HSALNG0030555,l36756
NONHSAG087065.1,HSALNG0030700,l36757
-,HSALNG0030996,l36758
NONHSAG085266.1,HSALNG0031673,l36759
-,HSALNG0032734,l36760
NONHSAG087444.1,HSALNG0033260,l36761
NONHSAG088915.2,HSALNG0033418,l36762
NONHSAG087493.1,HSALNG0033687,l36763
NONHSAG088974.2,HSALNG0148074,l36764
NONHSAG088257.1,HSALNG0033829,l36765
NONHSAG087513.1,HSALNG0033927,l36766
-,HSALNG0148080,l36767
NONHSAG037831.2,HSALNG0034072,l36768
NONHSAG088354.1,-,l36769
-,HSALNG0148131,l36770
-,HSALNG0036140,l36771
NONHSAG087721.1,HSALNG0036231,l36772
-,HSALNG0036633,l36773
NONHSAG089507.1,HSALNG0037139,l36774
-,HSALNG0037163,l36775
-,HSALNG0037227,l36776
NONHSAG089568.1,HSALNG0037355,l36777
NONHSAG038969.2,HSALNG0037499,l36778
NONHSAG087865.1,HSALNG0037590,l36779
NONHSAG039296.3,HSALNG0038451,l36780
NONHSAG039409.2,HSALNG0038724,l36781
-,HSALNG0148511,l36782
NONHSAG088053.1,HSALNG0039104,l36783
NONHSAG090755.1,HSALNG0039444,l36784
NONHSAG089926.1,HSALNG0039510,l36785
NONHSAG091478.1,HSALNG0039578,l36786
NONHSAG091549.2,HSALNG0039733,l36787
NONHSAG090024.1,HSALNG0040245,l36788
NONHSAG090878.1,HSALNG0040861,l36789
-,HSALNG0148579,l36790
NONHSAG090124.1,HSALNG0148582,l36791
NONHSAG040216.3,HSALNG0148843,l36792
NONHSAG090152.2,HSALNG0041347,l36793
NONHSAG040276.2,HSALNG0041443,l36794
NONHSAG090992.1,HSALNG0148872,l36795
NONHSAG040489.3,HSALNG0042143,l36796
NONHSAG112633.1,HSALNG0042985,l36797
NONHSAG112353.1,HSALNG0043048,l36798
NONHSAG040879.2,HSALNG0148917,l36799
NONHSAG040919.2,HSALNG0043187,l36800
NONHSAG090338.1,HSALNG0043427,l36801
NONHSAG090346.1,HSALNG0043461,l36802
NONHSAG041625.2,HSALNG0045079,l36803
NONHSAG091260.1,HSALNG0045364,l36804
-,HSALNG0045664,l36805
NONHSAG090597.1,HSALNG0045693,l36806
-,HSALNG0045857,l36807
NONHSAG042124.2,HSALNG0046298,l36808
-,HSALNG0046455,l36809
NONHSAG112755.1,HSALNG0046509,l36810
-,HSALNG0046629,l36811
NONHSAG042399.2,HSALNG0149038,l36812
-,HSALNG0148791,l36813
NONHSAG042488.2,HSALNG0149051,l36814
NONHSAG092949.1,HSALNG0047929,l36815
-,HSALNG0048279,l36816
-,HSALNG0048334,l36817
NONHSAG093024.1,HSALNG0048344,l36818
NONHSAG093026.1,HSALNG0149360,l36819
NONHSAG093036.1,HSALNG0048450,l36820
NONHSAG094017.1,HSALNG0048501,l36821
NONHSAG043248.2,HSALNG0048782,l36822
-,HSALNG0049146,l36823
-,HSALNG0049285,l36824
NONHSAG094087.1,HSALNG0049350,l36825
NONHSAG115356.1,HSALNG0050466,l36826
NONHSAG094213.1,HSALNG0050524,l36827
NONHSAG093324.1,HSALNG0051127,l36828
-,HSALNG0149179,l36829
-,HSALNG0051633,l36830
-,HSALNG0149466,l36831
NONHSAG093407.1,HSALNG0051900,l36832
-,HSALNG0052049,l36833
NONHSAG044402.2,HSALNG0052086,l36834
-,HSALNG0052413,l36835
NONHSAG094409.2,HSALNG0052548,l36836
NONHSAG044543.3,HSALNG0052558,l36837
NONHSAG113346.1,HSALNG0053226,l36838
NONHSAG113024.1,HSALNG0053242,l36839
NONHSAG113358.1,HSALNG0053618,l36840
NONHSAG094543.1,HSALNG0053986,l36841
NONHSAG095865.1,HSALNG0054233,l36842
-,HSALNG0054841,l36843
-,HSALNG0054914,l36844
NONHSAG094668.1,HSALNG0149573,l36845
NONHSAG094685.1,HSALNG0055247,l36846
NONHSAG096028.2,HSALNG0055289,l36847
NONHSAG045507.3,HSALNG0055421,l36848
NONHSAG093879.1,HSALNG0055431,l36849
NONHSAG096067.1,HSALNG0055491,l36850
NONHSAG046935.2,HSALNG0056136,l36851
-,HSALNG0056337,l36852
NONHSAG096210.1,HSALNG0056749,l36853
NONHSAG047277.2,HSALNG0057047,l36854
NONHSAG115365.1,HSALNG0057241,l36855
NONHSAG047466.2,HSALNG0057610,l36856
-,HSALNG0058250,l36857
NONHSAG097972.2,-,l36858
NONHSAG047764.2,HSALNG0058429,l36859
NONHSAG097157.1,HSALNG0058973,l36860
NONHSAG048936.3,HSALNG0061728,l36861
NONHSAG096722.1,HSALNG0061814,l36862
NONHSAG097443.2,HSALNG0062448,l36863
-,HSALNG0062465,l36864
NONHSAG097465.1,HSALNG0062624,l36865
NONHSAG049267.2,HSALNG0062653,l36866
-,HSALNG0062877,l36867
NONHSAG098594.1,HSALNG0063162,l36868
NONHSAG098616.1,HSALNG0063361,l36869
-,HSALNG0150347,l36870
-,HSALNG0063409,l36871
-,HSALNG0150182,l36872
NONHSAG114054.1,HSALNG0150385,l36873
NONHSAG114063.1,HSALNG0065113,l36874
NONHSAG050255.2,HSALNG0065400,l36875
NONHSAG098834.1,HSALNG0065487,l36876
NONHSAG098846.1,HSALNG0065537,l36877
NONHSAG099502.1,HSALNG0065803,l36878
NONHSAG050405.3,HSALNG0065868,l36879
NONHSAG114319.1,HSALNG0066104,l36880
NONHSAG050493.2,HSALNG0150428,l36881
-,HSALNG0066413,l36882
NONHSAG050659.2,HSALNG0066702,l36883
NONHSAG099013.1,HSALNG0067454,l36884
NONHSAG099030.2,HSALNG0067630,l36885
NONHSAG100795.2,HSALNG0068037,l36886
NONHSAG099097.1,HSALNG0150290,l36887
NONHSAG051208.2,HSALNG0068299,l36888
NONHSAG099142.1,HSALNG0068679,l36889
-,HSALNG0068752,l36890
NONHSAG051446.2,HSALNG0069174,l36891
-,HSALNG0069528,l36892
NONHSAG051625.2,HSALNG0069570,l36893
NONHSAG102552.1,HSALNG0150774,l36894
NONHSAG114490.1,-,l36895
-,HSALNG0070557,l36896
NONHSAG102708.2,HSALNG0150803,l36897
NONHSAG102005.1,HSALNG0071217,l36898
-,HSALNG0071340,l36899
NONHSAG052412.2,HSALNG0071457,l36900
-,HSALNG0071911,l36901
NONHSAG102105.1,HSALNG0072412,l36902
NONHSAG101505.1,-,l36903
-,HSALNG0150938,l36904
-,HSALNG0073099,l36905
NONHSAG053000.2,HSALNG0073131,l36906
NONHSAG102186.2,HSALNG0073340,l36907
NONHSAG103023.1,HSALNG0073425,l36908
NONHSAG114666.1,HSALNG0074399,l36909
NONHSAG102356.1,HSALNG0150997,l36910
NONHSAG101810.2,HSALNG0075331,l36911
NONHSAG101811.2,HSALNG0075391,l36912
NONHSAG104113.1,HSALNG0137280,l36913
-,HSALNG0137383,l36914
-,HSALNG0151196,l36915
NONHSAG103771.1,HSALNG0137905,l36916
NONHSAG103774.1,HSALNG0137923,l36917
NONHSAG115372.1,HSALNG0151203,l36918
NONHSAG103825.1,-,l36919
NONHSAG103502.2,HSALNG0139243,l36920
-,HSALNG0139306,l36921
NONHSAG055045.2,HSALNG0139328,l36922
NONHSAG103862.1,HSALNG0139652,l36923
-,HSALNG0140159,l36924
-,HSALNG0140872,l36925
-,HSALNG0140874,l36926
NONHSAG055638.2,HSALNG0140920,l36927
NONHSAG055734.2,HSALNG0141105,l36928
-,HSALNG0141424,l36929
NONHSAG087396.2,HSALNG0032902,l36930
NONHSAG092528.1,HSALNG0043923,l36931
-,HSALNG0052086,l36932
NONHSAG053128.2,HSALNG0073496,l36933
NONHSAG104837.1,HSALNG0001652,l36934
-,HSALNG0009083,l36935
NONHSAG027427.2,HSALNG0014091,l36936
NONHSAG110195.1,HSALNG0015876,l36937
-,HSALNG0038703,l36938
-,HSALNG0043254,l36939
NONHSAG092526.1,HSALNG0043923,l36940
NONHSAG115352.1,HSALNG0046431,l36941
-,HSALNG0068331,l36942
-,HSALNG0071259,l36943
-,HSALNG0039071,l36944
-,HSALNG0148555,l36945
NONHSAG092514.1,HSALNG0043923,l36946
-,HSALNG0149085,l36947
NONHSAG094458.1,-,l36948
NONHSAG102028.1,HSALNG0071672,l36949
NONHSAG000185.2,HSALNG0000316,l36950
-,HSALNG0012592,l36951
NONHSAG080045.1,HSALNG0016177,l36952
-,HSALNG0017935,l36953
NONHSAG092512.1,HSALNG0043923,l36954
NONHSAG113149.1,HSALNG0048327,l36955
-,HSALNG0056723,l36956
NONHSAG046706.3,HSALNG0055481,l36957
-,HSALNG0149622,l36958
NONHSAG114412.1,HSALNG0068551,l36959
-,HSALNG0020542,l36960
NONHSAG111233.1,HSALNG0025665,l36961
NONHSAG038350.2,HSALNG0035595,l36962
NONHSAG110374.1,HSALNG0020542,l36963
-,HSALNG0044999,l36964
-,HSALNG0149183,l36965
NONHSAG046839.2,HSALNG0055852,l36966
NONHSAG052359.2,HSALNG0150839,l36967
-,HSALNG0049337,l36968
-,HSALNG0000884,l36969
-,HSALNG0001553,l36970
-,HSALNG0021116,l36971
NONHSAG112283.1,HSALNG0041303,l36972
NONHSAG093954.1,HSALNG0047929,l36973
NONHSAG113608.1,HSALNG0060612,l36974
NONHSAG098597.1,HSALNG0063235,l36975
NONHSAG103259.2,-,l36976
-,HSALNG0000273,l36977
NONHSAG004527.2,HSALNG0142442,l36978
NONHSAG093126.1,HSALNG0049336,l36979
-,HSALNG0059774,l36980
NONHSAG034881.2,-,l36981
-,HSALNG0059942,l36982
-,HSALNG0009842,l36983
-,HSALNG0051816,l36984
NONHSAG093664.1,HSALNG0053868,l36985
-,HSALNG0071261,l36986
NONHSAG105087.1,HSALNG0008176,l36987
NONHSAG077320.1,HSALNG0014713,l36988
